품목비교 Historical Data
조회기간 :,2008-07-20 ~ 2018-07-18
표시기준 :,Value(Price)로 표시
순서 :,최근부터(DESC)
병합기준 :,Union
[일간 기준]
,"철광석 Fines (Daily) [중국(수입가 CFR)] 현물USD/ton","PDS 에너지 하위지수2015.01.02=100","PDS 비철금속 하위지수2015.01.02=100","PDS 철강 하위지수2015.01.02=100","PDS 석유화학 하위지수2015.01.02=100","PDS 농산물 하위지수2015.01.02=100","LMEX Index1999.04=1000","US Dollar IndexMar 1973=100","DRAMeXchange Index (DXI)2001.10.01=1000","TOCOM Index2002.05.31=100","Rogers International Commodities Index1998.07.31=1000","Rogers International Commodities Index Energy1998.07.31=1000","Rogers International Commodities Index Metals1998.07.31=1000","Rogers International Commodities Index Agriculture1998.07.31=1000"
20160711,55.68,84.657,82.043,85.938,97.244,91.662,2364,90.948,6809.43,214.4,2195.72,300.75,1915.19,852.72
20160708,55.17,84.116,82.178,85.769,99.81,90.574,2356.9,90.6153,6807.52,211.24,2204.1,304.63,1909.35,851.95
20160707,55.07,86.694,81.467,85.769,99.81,92.129,2334.7,90.3633,6813.52,216.58,2183.9,302.85,1894.62,840.05
20160706,55.93,85.626,83.039,85.769,99.68,93.397,2362,90.4021,6807.18,215.53,2232.5,315.76,1912.34,847.88
20160705,55.93,89.791,84.342,85.769,99.68,94.664,2373.7,90.3065,6796.21,218.64,2224.21,311.16,1904.44,855.72
20160704,56.22,89.766,82.575,86.89,99.68,94.611,2404.2,#N/A,6785.02,223.3,2257.4,#N/A,#N/A,#N/A
20160701,54.33,88.719,82.425,87.511,99.763,95.019,2410.8,89.9422,6736.06,219.43,2274.35,327.51,1905.31,860.32
20160630,55.66,89.163,81.358,87.511,99.763,95.795,2369.3,90.6377,6721.62,220.32,2252.65,323.14,1858.47,866.08
20160629,53.89,86.977,81.028,87.511,99.658,95.962,2359.9,90.1636,6696,216.38,2273.75,330.79,1849.5,869.13
20160628,53.65,84.223,79.967,87.511,99.658,95.306,2343.8,90.7294,6672.88,212.61,2240.15,320.49,1824.26,872.55
20160627,53.86,85.31,79.727,87.265,99.658,94.697,2290.5,90.6974,6641.14,214.97,2197.89,309.84,1801.02,866.48
20160624,50.61,88.414,81.102,87.265,97.932,95.764,2301.7,89.8843,6608.41,213.96,2217.22,316.24,1809.09,865.4
20160623,51.89,87.314,80.722,87.265,97.932,96.2,2338.1,88.4718,6535.13,219.6,2264.9,330.67,1797.82,878.34
20160622,52.29,88.584,79.623,87.265,97.805,96.804,2315,88.8278,6448.47,221.28,2250.71,325.16,1793.95,880.95
20160621,50.87,88.5,79.39,87.265,97.805,99.228,2303.4,88.9143,6297.29,220.66,2263.94,330.1,1789.7,882.02
20160620,51.06,85.563,78.765,88.539,97.805,101.032,2295.4,88.6877,6235.5,219.82,2283.01,330.13,1797.04,900.94
20160617,51.05,83.386,78.526,88.539,101.277,99.66,2258.7,89.2338,6206.47,215.21,2254.4,319.5,1778.11,908.76
20160616,50.7,85.684,80.071,88.539,101.277,100.502,2249.5,90.0173,6176.06,216.88,2213.09,308.69,1781.08,894.71
20160615,50.65,86.692,78.583,88.539,101.25,100.856,2289.7,89.6309,6152.11,220.88,2248.02,318.71,1790.03,899.61
20160614,50.57,87.269,78.428,88.539,101.25,100.596,2247.6,89.6262,6075.68,221.45,2261.44,322.6,1782.29,905.49
20160613,52.91,87.586,78.611,89.643,101.25,100.911,2265.3,89.2538,6056.12,222.12,2272.99,325.05,1785.83,909.6
20160610,52.56,89.755,79.214,89.643,100.08,101.59,2245.4,89.1975,#N/A,226.92,2271.47,325.79,1772.82,910.32
20160609,52.56,89.244,79.496,89.643,100.08,102.368,2246,88.8853,#N/A,228.99,2304.39,335.05,1772.65,918.69
20160608,52.56,87.822,78.375,89.643,100.106,100.503,2270.7,88.5359,6033.17,226.61,2311.9,335.49,1777.25,924.15
20160607,52.54,86.695,79.343,89.643,100.106,100.53,2239.4,88.9918,6010,225.07,2275.41,330.22,1743.1,911.72
20160606,51.11,85.357,78.846,89.976,100.106,99.568,2271.7,89.2285,5991.37,221.9,2263.67,325.47,1754.08,909.29
20160603,50.08,85.706,78.28,90.128,98.686,98.459,2259.8,89.4376,5976.98,223.46,2231.07,319.72,1741.34,894.96
20160602,48.18,84.999,77.564,90.128,98.686,96.513,2234,90.647,5971.69,223.62,2221,322.76,1715.3,883.46
20160601,48.4,84.497,78.526,94.11,98.723,95.528,2243.9,90.7383,5984.25,224.12,2208.66,320.74,1720.25,874.09
20160531,50.15,83.747,78.617,94.11,98.723,96.194,2246.7,90.9552,5825.79,229.27,2201.74,320,1719.78,868.8
20160530,50.27,83.154,78.617,93.187,98.723,96.142,#N/A,#N/A,5815.76,226.91,#N/A,#N/A,#N/A,#N/A
20160527,51.15,82.263,78.265,93.238,101.49,95.876,2249.3,90.58,5803.34,225.71,2205.97,319.04,1723.28,875.49
20160526,49.48,82.618,77.204,93.238,101.49,94.918,2233.6,90.7382,5795.43,228.04,2204.26,319.47,1720.75,873
20160525,50.41,81.045,77.441,93.238,101.681,93.857,2218.3,90.7382,5790.77,226.41,2195.63,320.7,1709.67,863.07
20160524,51.36,81.286,76.712,93.238,101.681,93.944,2210.8,90.8433,5785.34,223.75,2173.75,315.33,1712.96,854.52
20160523,51.22,81.754,78.118,92.986,101.681,94.835,2204.1,90.7882,5774.85,225.88,2171.84,313.84,1723.69,853.48
20160520,54.89,81.531,77.446,92.986,100.591,94.164,2215.6,90.7905,5760.56,229.07,2186.1,315.58,1733.66,860.58
20160519,53.47,81.523,77.569,92.986,100.591,95.58,2216.9,90.5811,5758.09,226.64,2183.08,315.87,1733.1,856.41
20160518,56.78,82.176,78.004,92.986,100.844,95.78,2234.6,89.9123,5755.15,229.59,2204.15,315.89,1762,870.31
20160517,55.78,81.595,77.895,92.986,100.844,95.205,2249.3,89.5688,5759.94,229.58,2214.69,317.43,1772.21,873.75
20160516,54.34,80.526,78.143,92.405,100.844,94.642,2245.8,89.6449,5773.12,227.11,2198.71,314.38,1769.71,866.38
20160513,54.54,81.284,79.345,92.742,97.351,94.798,2231.6,89.9162,5769.94,225.62,2174.92,307.93,1760.87,863.31
20160512,55.05,80.364,79.641,92.742,97.351,93.79,2229.6,89.3417,5778.9,226.5,2182.97,310.59,1760.03,864.11
20160511,55.57,77.681,78.813,92.742,97.404,93.212,2274.1,89.0172,5789.56,222.36,2180.76,308.68,1787.82,858.23
20160510,55.26,75.563,79.257,92.742,97.404,91.284,2252.9,89.589,5776.24,218.31,2142.48,297.49,1767.14,858.14
20160509,54.99,77.376,80.489,90.387,97.404,91.808,2253.1,89.5267,5765.03,221.8,2102.12,287.86,1765.64,844.05
20160506,58.29,76.807,80.634,90.151,101.888,91.238,2313,89.0689,5765.41,217.82,2146.72,296.67,1810.57,850.67
20160505,60.25,76.614,81.736,90.151,101.888,92.214,2305.4,89.0037,5776.08,217.82,2130.71,294.44,1794.64,845.24
20160504,60.09,76.917,82.749,90.151,102.027,91.888,2345,88.745,5780.5,#N/A,2139.28,293.12,1810.55,853.74
20160503,63.41,78.05,83.983,90.151,102.027,93.11,2359.4,88.1153,5780.96,#N/A,2143.61,293.43,1825.52,852.5
20160502,#N/A,81.436,83.983,89.569,102.027,92.588,#N/A,87.706,#N/A,221.87,2179.74,298.74,1853.96,866.48
20160429,66.24,80.644,81.853,87.736,99.978,91.679,2414.3,88.0454,5776.61,#N/A,2204.22,307.9,1853.81,864.13
20160428,62.9,79.075,82.168,87.736,99.978,91.608,2374.5,88.6468,5795.75,221.86,2191.71,308.01,1823.18,859.87
20160427,61.09,77.304,82.023,87.736,99.978,92.093,2351.3,89.2166,5844.54,224.86,2174.61,304.72,1799.98,859.43
20160426,62.78,76.024,82.858,87.736,99.978,90.936,2371.9,89.1042,5862.29,220.18,2155.28,297.6,1801.53,861.27
20160425,66.07,77.227,82.986,86.999,99.978,89.249,2380,89.4365,5899.77,220.96,2126.4,290.35,1800.41,853.2
20160422,66.33,76.155,83.255,86.897,97.748,91.801,2393.1,89.6457,5903.25,221.3,2149.16,296.71,1801.08,844.63
20160421,70.46,76.887,81.835,86.897,97.748,92.558,2376.5,89.2734,5904.74,222.68,2145.18,292.4,1806.19,866.1
20160420,64.77,75.054,79.976,86.897,97.748,90.755,2373.5,88.9472,5919.74,213.72,2164.36,297.47,1806.61,870.69
20160419,62.85,72.53,79.513,86.897,97.748,89.62,2348.5,88.7947,5937.58,212.47,2117.62,287.82,1791.04,855.08
20160418,60.36,72.864,79.279,84.931,97.748,89.189,2306,89.3517,5954.12,206.3,2066.59,278.65,1750.05,841.64
20160415,58.28,74.178,79.934,84.931,96.493,88.01,2289.7,89.5623,5971.13,215.28,2061.9,280.13,1744.91,832.66
20160414,59.38,75.05,79.658,84.931,96.493,88.051,2296.9,89.7108,5992.34,214.25,2078.46,286.48,1742.28,830.64
20160413,60.48,75.209,77.884,84.931,96.493,87.228,2300.8,89.5363,6002.05,215.52,2093.12,289.61,1756.04,832.08
20160412,59.22,72.261,76.92,84.931,96.493,86.794,2264.8,89.0599,6010.14,212.06,2087.6,291.62,1740.13,823.99
20160411,56.62,71.578,76.838,83.587,96.493,87.791,2214.4,89.1919,6035.04,208.57,2041.01,280.41,1712.96,818.17
20160408,54.03,69.076,77.391,83.722,97.342,87.138,2215.9,89.5138,6038.35,205.28,2027.81,276.69,1697.87,821.03
20160407,54.7,68.473,77.882,83.722,97.342,87.121,2205.7,89.9066,6040.38,205.89,1975.9,262.29,1684.83,815.26
20160406,54.57,66.535,78.222,83.722,97.342,87.101,2251.9,89.7101,6042.47,205.52,1982.66,263.66,1693.62,815.33
20160405,54.75,66.637,79.098,83.722,97.342,87.425,2247.4,90.2198,6056.89,203.99,1954.76,253.82,1695.38,816.6
20160404,54.8,67.833,79.47,82.211,97.342,88.063,2255.8,89.9257,#N/A,206,1959.86,254.57,1695.55,819.9
20160401,54.8,68.74,78.377,78.595,97.847,88.061,2279,90.0687,6055.02,213.24,1984,260.43,1708.32,823.19
20160331,53.75,68.708,79.143,78.595,97.847,87.708,2270.9,89.8437,6054.5,211.26,2013.58,270.01,1713.65,822.04
20160330,54.18,68.242,79.122,78.595,97.847,88.888,2269.2,90.0649,6048.45,213.4,2012.5,270.05,1704.05,823.89
20160329,55.11,69.386,79.137,78.595,97.847,88.57,2269.2,91.0875,6039.94,214.94,2016.75,269.19,1706.07,831.44
20160328,55.76,69.26,79.137,77.929,97.847,88.236,#N/A,91.1485,6020.53,217.03,2029.9,274.53,1706.2,827.38
20160325,#N/A,69.351,79.137,77.929,97.847,88.174,#N/A,91.5225,6000.46,212.75,#N/A,#N/A,#N/A,#N/A
20160324,56.37,69.562,80.822,77.929,96.837,88.724,2289.3,91.4761,5989.92,213.97,2026.18,274.53,1707.9,822.38
20160323,57.87,71.416,81.02,77.929,96.837,89.183,2298,91.2851,5975.43,217.76,2034.71,275.33,1717.3,826.41
20160322,58.36,70.872,81.19,77.929,96.837,88.745,2338.9,90.6087,5971.67,218.81,2081.55,285.6,1756.16,831.21
20160321,58.82,71.037,81.535,76.472,96.837,89.677,2341.4,90.4256,5950.71,#N/A,2071.54,283.94,1754.3,826.06
20160318,57.5,71.491,80.851,76.472,94.323,89.842,2333.1,90.056,5943.24,218.44,2063.86,283.12,1749.89,821.43
20160317,56.09,69.298,79.566,76.472,94.323,89.429,2347.4,89.9766,5925.86,216.75,2079.49,285.98,1765.49,824.24
20160316,53.57,67.402,79.67,76.472,94.323,89.188,2287.6,92.1767,5919.78,213.85,2033.77,276.94,1711.38,821.39
20160315,52.88,68.331,81.072,76.472,94.323,88.938,2295,91.8826,5901.23,212.72,2002.18,266.81,1715.43,819.68
20160314,55.55,69.444,80.776,74.471,94.323,88.812,2311,91.7665,5897.79,217.9,2021.47,270.69,1736.4,821.26
20160311,57.09,68.711,80.84,74.133,90.249,87.966,2328.7,91.2896,5883.81,219.52,2039.54,277.05,1751.11,814.42
20160310,57.92,69.349,80.827,74.133,90.249,87.308,2300,91.7346,5872.63,218.12,2021.71,273.41,1742.88,809.37
20160309,58.02,67.638,81.818,74.133,90.249,87.107,2326.4,91.9497,5872.57,214.67,2031.47,277.52,1748.61,803.92
20160308,63.63,68.535,82.238,74.133,90.249,86.545,2293.3,92.2232,5876.91,219.18,1997.37,267.61,1736.96,803.74
20160307,63.74,65.611,81.103,73.005,90.249,86.559,2363.5,92.237,5927.01,217.44,2027.53,274.35,1774.36,802.18
20160304,53.75,63.454,80.466,73.005,86.632,86.01,2369.4,92.3451,5912.83,211.81,1986.28,261.95,1775.81,798.22
20160303,51.2,63.515,79.575,73.005,86.632,85.612,2310.6,92.7101,5923.77,208.69,1941.1,252.87,1736.05,791.31
20160302,52.5,63.724,78.85,73.005,86.632,85.38,2287.7,93.332,5957.61,208.18,1930.56,253.02,1718.57,784.14
20160301,51.44,62.892,78.724,70.334,86.632,85.709,2256.7,93.312,5949.8,207.42,1921.27,252.88,1697.24,780.84
20160229,49.62,61.763,78.054,69.323,86.632,85.323,2244.1,93.3502,5976.74,203.09,1916.98,259.22,1693.17,786.91
20160226,48.29,61.829,77.982,69.408,82.959,85.811,2241.9,93.3348,5989.51,204.26,1897.73,245.17,1680.41,786.86
20160225,49.75,60.948,76.862,69.408,82.959,85.925,2205.8,92.8424,5987.02,203.78,1905.66,246.57,1681.69,790.44
20160224,51.64,59.606,78.057,69.408,82.959,86.036,2225.6,93.0751,5990.26,198.66,1895.77,242.27,1694.36,790.15
20160223,51.6,61.413,78.357,69.408,82.959,85.561,2220.7,93.2011,5982.53,201.84,1882.06,237.57,1687.01,793.56
20160222,51.52,59.623,76.83,69.555,82.959,85.304,2248.2,93.057,5981.81,201.07,1915.93,246.86,1692.19,798.42
20160219,48.52,61.376,76.11,69.555,82.235,85.717,2214.9,92.7435,5991.92,203.03,1885.81,236.87,1691.22,799.16
20160218,47.14,61.709,76.11,69.555,82.235,86.301,2181.1,92.8661,6020.18,206.41,1909.86,245.39,1676,802.37
20160217,46.35,59.429,76.703,69.555,82.235,85.663,2179.8,92.7037,6110.85,199.31,1916.86,247.66,1669.49,804.85
20160216,46.78,60.785,76.355,69.555,82.235,84.885,2175.3,93.0426,6106.84,205.96,1871.88,234,1668.6,801.08
20160215,46.26,60.173,75.471,69.555,82.235,84.944,2176.6,#N/A,6106.05,204.01,#N/A,#N/A,#N/A,#N/A
20160212,45.73,56.466,75.162,69.555,83.872,84.881,2154.9,92.4346,#N/A,198.63,1895.01,241.89,1686.4,793.51
20160211,45.73,57.695,75.705,69.555,83.872,85.129,2132.9,92.0391,#N/A,#N/A,1833.95,222.5,1681.39,792.92
20160210,45.73,58.137,75.84,69.555,83.872,85.12,2136.7,92.8806,#N/A,196.29,1841.77,227.35,1653.56,794.56
20160209,#N/A,61.239,76.034,69.555,83.872,85.395,2152.6,92.4863,#N/A,200.75,1841.05,226.58,1661.57,793.66
20160208,#N/A,62.082,77.545,69.145,83.872,86.275,2190.6,93.224,#N/A,206.83,1891.39,240.96,1673.69,797.16
20160205,45.73,61.883,77.683,69.145,85.324,86.498,2180.9,93.421,6101.21,205.47,1904.39,246.94,1636.96,804.18
20160204,45.52,62.46,76.261,69.145,85.324,86.788,2219.5,92.7464,6105.36,209.07,1921.75,249.56,1656.41,808.51
20160203,44.63,59.847,76.614,69.145,85.324,86.737,2199.7,93.7097,6111.02,201.89,1930.44,252.91,1639,812.98
20160202,43.84,62.476,75.452,69.145,85.324,86.356,2163.2,95.0412,6120.31,205.74,1880.01,239.6,1607.93,812.29
20160201,43.02,63.966,75.628,68.728,85.324,86.783,2169.8,95.1433,6120.95,212.31,1915.67,251.57,1612.28,809.72
20160129,41.72,61.961,75.462,68.728,81.617,86.153,2168.4,95.5871,6161.87,211.97,1953.17,264.69,1605.59,810.71
20160128,41.92,60.903,74.892,68.728,81.617,87.135,2145.6,94.753,6158.98,204.55,1926.47,257.96,1591.66,807.16
20160127,42.43,59.113,74.182,68.728,81.617,87.097,2171.3,95.0702,6166.72,201.22,1918.08,251.61,1607.67,811.93
20160126,41.08,57.821,73.636,68.728,81.617,86.913,2142.6,95.1359,6186.25,193.02,1897.21,244.88,1597.64,813.16
20160125,41.57,59.054,74.097,68.35,81.617,86.925,2089.9,95.6101,6183.27,206.36,1865.9,237.59,1564.57,812.64
20160122,42.2,55.517,72.634,68.434,82.378,86.553,2101.8,95.4118,6185.72,194.12,1894.66,248.49,1559.15,812.87
20160121,41.29,54.014,72.394,68.434,82.378,85.135,2098.1,95.4803,6172.29,185.57,1840.49,230.32,1557.93,809.12
20160120,41.61,55.355,73.652,68.434,82.378,86.035,2065.9,95.8011,6175.87,184.9,1812.15,222.75,1548.55,804.17
20160119,42.78,55.078,72.513,68.434,82.378,85.446,2085.1,95.7746,6176.99,189.99,1840.83,229.55,1551.92,814.21
20160118,42.66,58.179,72.028,68.302,82.378,85.441,2074.3,#N/A,6170.67,186.5,#N/A,#N/A,#N/A,#N/A
20160115,41.12,58.546,72.537,68.302,90.825,85.488,2054.5,95.4496,6147.29,192.59,1841.66,233.24,1535.66,809.34
20160114,40.22,58.648,72.225,68.302,90.825,85.608,2087.9,95.5678,6144.49,192.65,1878.34,245.8,1541.87,809.06
20160113,39.51,59.215,72.179,68.302,90.825,85.297,2069.9,95.3698,6141.78,195.63,1877.31,243.63,1547.77,812.65
20160112,41.19,61.22,72.858,68.302,90.825,84.465,2049,95.4544,6141.41,193.78,1875.07,246.07,1528.98,809.18
20160111,41.31,64.182,73.869,68.294,90.825,85.49,2063.8,94.9941,6140.26,#N/A,1895.76,254.42,1540.8,801.9
20160108,42.13,63.656,73.547,68.294,94.236,85.134,2109.3,94.9133,6136.07,206.67,1947.45,267.19,1564.26,811.88
20160107,42.65,64.046,74.892,68.294,94.236,85.364,#N/A,94.8205,6132.44,201.83,1949.4,267.75,1575.98,807.98
20160106,42.91,66.93,75.788,68.294,94.236,85.519,2146.4,95.2679,6113.18,209.13,1957.08,270,1575.58,809.81
20160105,43.11,68.149,75.735,68.294,94.236,85.356,2155.2,95.15,6113.25,212.72,2000.03,284.76,1579.47,810.55
20160104,44.37,68.225,77.204,68.678,94.236,86.599,2154,94.89,6110.85,215.05,2013.67,289.46,1578.5,811.59
20160101,#N/A,68.23,77.204,68.404,94.236,86.599,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20151231,43.57,66.692,77.241,68.404,95.203,86.539,2203.1,94.4564,6108.91,#N/A,2032.03,290.07,1596.2,824
20151230,43.42,68.977,77.12,68.404,95.203,86.36,2217.9,94.3091,6104.06,216.48,2018.58,284.08,1599.11,825.51
20151229,42.31,67.041,76.905,68.404,95.203,85.752,2215.5,94.2268,6099.01,215.09,2050.41,295.57,1603.96,826.36
20151228,41.3,67.448,76.905,68.699,95.203,86.347,#N/A,94.0233,6095.16,217.88,2019.46,286.07,1591.95,823.55
20151225,#N/A,67.495,76.905,68.699,95.203,86.347,#N/A,#N/A,6092.47,213.94,#N/A,#N/A,#N/A,#N/A
20151224,41,66.09,76.717,68.699,93.865,86.364,2195.2,93.9989,6092.41,218.02,2039,290.67,1603.42,827.82
20151223,40.82,64.159,76.48,68.699,93.865,86.004,2203.5,94.4612,6094.97,#N/A,2026.3,286.43,1599.2,827.37
20151222,40.8,64.477,76.465,68.699,93.865,86.244,2173.3,94.2382,6095.75,216.92,1996.28,276.13,1588.32,827.45
20151221,40.46,64.406,75.754,69.053,93.865,86.349,2200.8,94.5693,6093.48,214.29,2005.91,276.84,1601.28,831.2
20151218,40.1,64.525,74.343,69.053,96.775,85.303,2180,94.6202,6086.75,216.99,2003.83,278.1,1581.09,832.99
20151217,39.43,65.43,74.898,69.053,96.775,85.158,2125.8,95.2142,6083.37,218.02,1986.73,278.99,1546.32,824.74
20151216,39.18,66.856,75.2,69.053,96.775,86.119,2152.1,94.1592,6072.79,221.72,2002.97,280.91,1580.2,824.4
20151215,39.36,67.078,75.506,69.053,96.775,86.542,2132.8,94.0877,6064.86,217.81,2028.21,290.8,1559.46,832.25
20151214,39.06,68.056,76.118,69.176,96.775,86.15,2177.9,93.4712,6061.58,219.75,2029.05,287.66,1575.03,836.16
20151211,38.3,70.353,74.843,69.176,99.361,86.487,2180.5,93.4954,6055.42,225.04,2035.36,289.45,1579.58,836.35
20151210,38.52,71.06,75.641,69.176,99.361,86.218,2149.1,93.5479,6052.36,226.8,2062.62,299.1,1574.79,841.02
20151209,39.08,71.441,74.559,69.176,99.361,86.017,2147.9,93.4903,6048.56,229.47,2067.99,300.75,1579.28,840.58
20151208,38.65,72.323,75.8,69.176,99.361,86.158,2143.5,94.104,6044.6,230.66,2064.38,302.28,1572.12,836.41
20151207,39.06,75.75,76.017,71.388,99.361,87.522,2140.4,94.064,6038.32,237.52,2076.76,305.07,1578.57,838.31
20151204,40.03,76.5,74.168,71.388,99.955,86.924,2171.7,93.529,6035.4,237.56,2133.1,321.4,1599.63,846.47
20151203,40.75,75.252,74.891,71.388,99.955,86.151,2137.8,93.5493,6039.25,237.15,2130.49,327.38,1563.32,840.4
20151202,41.13,78.05,74.744,71.388,99.955,86.861,2151.4,94.8734,6060.87,238.81,2102.48,319.98,1564.44,829.89
20151201,42.24,78.281,74.586,70.897,99.955,85.716,2167.1,94.5979,6065.01,239.7,2142.18,333.58,1572.48,832.61
20151130,42.97,78.447,75.346,70.985,99.955,85.809,2145.1,94.8,5949.59,236.91,2130.79,332.57,1564.41,826
20151127,44.5,79.188,75.907,71.154,99.587,86.585,2140.5,94.7248,5943.1,240.12,2133.85,333.76,1558.74,828.1
20151126,43.98,80.088,73.79,71.154,99.587,86.531,2184.3,#N/A,5938.23,242.96,#N/A,#N/A,#N/A,#N/A
20151125,44.07,79.898,73.586,71.154,99.587,86.219,2137.9,94.4228,5933.14,243.83,2165.68,343.82,1566.69,832.46
20151124,43.89,78.197,73.008,71.154,99.587,87.123,2143.2,94.2913,5926.65,239.59,2160.45,343.8,1565.19,827.48
20151123,44.75,77.729,75.793,71.708,99.587,86.335,2097.4,94.6431,5923.97,#N/A,2137.31,335.74,1544.99,831.38
20151120,44.91,77.907,74.42,71.793,99.38,85.871,2135.2,94.3044,5927.91,240.15,2139.51,334.2,1564.46,830.91
20151119,45.44,78.18,75.281,71.793,99.38,84.686,2152.6,93.7763,5924.89,241.59,2141.37,334.74,1571.21,829.07
20151118,46.35,77.713,75.851,71.793,99.38,84.892,2147.7,94.5594,5922.21,239.18,2136.38,336.61,1563.51,821.57
20151117,45.58,78.905,76.614,71.793,99.38,84.815,2172.2,94.4891,5926.39,242.99,2137.01,334.47,1574.48,824.02
20151116,47.74,77.802,77.218,72.773,99.38,85.369,2178.6,94.2202,5924,241.99,2158,340.95,1584.66,825.56
20151113,48.14,77.852,77.611,72.79,101.883,86.331,2227.3,94.102,6045.38,243.16,2156.43,337.88,1599.98,826.59
20151112,47.81,80.044,78.226,72.79,101.883,85.831,2224.5,93.8482,6050.43,248.54,2175.82,342.35,1602.01,834.6
20151111,48.58,82.268,78.496,72.79,101.883,84.966,2269.7,#N/A,6051.13,251.7,2201.55,351.31,1619.95,831.88
20151110,#N/A,81.868,79.506,72.79,101.883,85.743,2257.1,94.1795,6049.76,252.94,2220.12,360.76,1620.9,826.27
20151109,48.24,82.531,79.436,73.115,101.883,87.433,2272.9,93.8732,6058.55,255.3,2223.97,358.74,1631.04,832.1
20151106,48.21,83.255,79.684,73.115,101.371,87.902,2285.1,94.0824,6064.09,255.35,2246.83,#N/A,#N/A,#N/A
20151105,48.71,83.457,81.1,73.115,101.371,88.932,2289,93.0253,6061.44,255.09,2264.01,366.15,1654.81,846.55
20151104,49.18,85.206,80.772,73.115,101.371,89.541,2322.5,92.9525,6099.29,260.11,2283.48,369.76,1667.87,853.02
20151103,49.11,83.39,80.487,73.115,101.371,88.934,2321.7,92.4764,6136.96,#N/A,2317.33,381.82,1675.44,854.38
20151102,49.5,84.506,80.478,73.978,101.371,89.405,2321.7,92.0943,6141,258.71,2287.96,369.72,1686.9,851.16
20151030,49.83,83.455,80.986,74.783,100.76,89.181,2317,92.0139,6147.37,258.42,2305.84,373.92,1692.31,857.16
20151029,49.65,83.685,81.106,74.783,100.76,88.97,2324.1,92.6252,6152.5,259.96,2287.92,368.31,1696.79,851.18
20151028,49.95,79.923,82.038,74.783,100.76,88.915,2357.1,92.0977,6210.92,254.96,2301.1,369.23,1735.46,848.71
20151027,51.5,80.656,82.247,74.783,100.76,89.513,2360.1,92.287,6236.48,255.37,2257.52,353.14,1722.05,849.09
20151026,51.03,82.613,83.189,75.881,100.76,89.05,2353.5,92.0882,6246.45,258.95,2272.04,357.78,1723.32,851.97
20151023,51.62,83.284,82.843,75.881,101.926,89.848,2359.6,92.3271,6252.85,260.18,2285.76,363.94,1726.34,849.47
20151022,52.18,82.955,82.306,75.881,101.926,89.968,2370.7,91.6076,6253.17,256.95,2302.04,368.53,1730.59,853.28
20151021,52.79,84.42,82.611,75.881,101.926,89.56,2358.5,90.8473,6250.92,260,2302.16,367.11,1724.18,859.41
20151020,52.93,84.458,83.507,75.881,101.926,88.849,2383.1,90.4637,6250.32,258.44,2322.08,374.11,1746.91,854.12
20151019,53.3,86.509,83.937,76.776,101.926,89.118,2389.7,90.6176,6257.88,261.55,2316.32,373.26,1747.47,850.05
20151016,53.76,84.694,85.053,76.86,105.379,89.41,2423.3,90.3518,6269.75,262.44,2356.77,384.73,1769.32,855.23
20151015,53.74,85.603,84.152,76.86,105.379,89.959,2431.2,89.9032,6268.65,261.58,2349.84,379.9,1771.75,859.5
20151014,55.12,85.725,83.93,76.86,105.379,90.57,2432.1,90.1529,6276.72,262.13,2355.79,381.69,1768.88,862.2
20151013,54.97,87.195,85.646,76.86,105.379,89.829,2424,90.5054,6278.91,262.29,2355.09,381.55,1756.99,866.15
20151012,56.61,90.179,85.217,77.249,105.379,89.86,2441.9,#N/A,6291.93,#N/A,2357.78,386.18,1764.61,854.27
20151009,56.01,90.55,81.993,77.249,98.604,90.082,2442.4,90.5077,6302.61,270.11,2397.45,403.32,1759.98,853.61
20151008,55.97,88.69,82.939,77.249,98.604,90.46,2351.4,90.9366,6302.93,262.69,2379.8,403.9,1708.73,852.05
20151007,53.14,88.745,81.574,77.249,98.604,90.414,2374.7,91.102,6318.31,267.59,2362,393.25,1723.35,855.43
20151006,53.14,85.475,81.46,77.249,98.604,89.383,2353.9,91.1681,6335.05,259.22,2370.27,398.09,1705.91,858.01
20151005,53.14,84.144,80.915,77.041,98.604,88.854,2355.9,91.5491,6331.85,255.81,2318.92,381.95,1696.66,848.76
20151002,53.14,83.842,82.625,77.041,99.123,88.49,2339.9,91.4374,6332.16,252.74,2289.77,374.84,1686.6,839.99
20151001,56.04,84.792,81.337,78.529,99.123,88,2342,91.8018,6328.57,255.12,2274.29,371.34,1666.61,839.9
20150930,56.32,84.937,80.349,78.529,99.123,87.959,2371.2,92.3165,6310.4,254.05,2287.64,375.57,1677.54,839.14
20150929,56.05,84.696,79.487,78.529,99.123,87.792,2307.7,92.0326,6306.49,250.71,2283.42,376.19,1664.08,837.92
20150928,56.86,85.444,81.338,79.349,99.123,88.18,2299.9,91.9675,#N/A,256.9,2270.71,371.82,1661.34,836.77
20150925,56.98,85.238,80.912,79.349,98.983,86.164,2317.2,92.15,6298.53,258.77,2304.5,380.39,1684.37,842.02
20150924,#N/A,84.637,81.729,79.349,98.983,86.14,2335,91.8255,6298.01,255.85,2285.94,376.68,1696.69,827.65
20150923,55.3,86.044,81.728,79.349,98.983,86.617,2328.4,92.1456,6292.65,#N/A,2272.94,373.88,1676.48,828.42
20150922,56.21,85.746,83.414,79.349,98.983,87.321,2332.2,92.041,6324.57,#N/A,2293.18,384.35,1672.81,824.05
