품목비교 Historical Data
조회기간 :,2008-07-21 ~ 2018-07-19
표시기준 :,Value(Price)로 표시
순서 :,최근부터(DESC)
병합기준 :,Union
[일간 기준]
,"철광석 Fines (Daily) [중국(수입가 CFR)] 현물USD/ton","USD/CNY (미국 달러 / 중국 인민폐)","AUD/USD (호주 달러 / 미국 달러)","USD/KRW (미국 달러 / 한국 원)","CNY/KRW (중국 인민폐 / 한국 원)","AUD/KRW (호주 달러 / 한국 원)","USD/RMB (미국 달러 / 중국 인민폐)","중국 경기선행지수Index","중국 GDP 전체(value)100 million CNY","중국 기업신뢰지수Long term average=100","중국 CFLP 제조업 PMI 지수Index","중국 HSBC 제조업 PMI 지수Index","중국 소비자물가지수the same month last year=100","중국 소매가격지수Index","중국 기준금리Percent","중국 수출액100 million dollars","중국 무역수지100 million dollars","중국 수입액100 million dollars","중국 외환보유고100 million dollars"
20131111,135.93,6.090846,.935415,1063.5,174.61,996.82,6.139,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20131109,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20131108,136.07,6.0913,.93845,1060.7,174.15,1003.1,6.1355,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20131107,136.62,6.091035,.945898,1062,174.31,1011.45,6.145,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20131106,137.28,6.092088,.952023,1062,174.19,1009.06,6.1475,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20131105,136.13,6.099406,.949694,1062.1,174.14,1009.84,6.1447,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20131104,135.93,6.099623,.950665,1062.6,174.21,1004.05,6.1482,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20131102,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20131101,137.26,6.1014,.9438,1059.9,173.91,1002.29,6.1452,101.3491,#N/A,99.41578,51.4,50.8,103,101.7,6,2022.05,338.01,1684.04,37894.51
20131031,132.25,6.094341,.945566,1061.4,174.18,1004.62,6.1425,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20131030,131.01,6.095924,.946625,1060.9,174.2,1006.16,6.1412,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20131029,130.35,6.090867,.948254,1061.4,174.41,1012.52,6.1373,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20131028,131.73,6.085248,.953868,1062.3,174.61,1018.59,6.1336,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20131026,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20131025,133.34,6.08305,.95855,1057.2,173.82,1017.03,6.1333,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20131024,133.95,6.081707,.961903,1056.5,173.67,1017.73,6.1335,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20131023,131.82,6.083592,.962427,1061.7,174.26,1030.49,6.133,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20131022,133.5,6.092722,.970597,1062,174.31,1025.1,6.1395,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20131021,134.51,6.092402,.965525,1061.4,174.09,1026.43,6.1352,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20131019,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20131018,134.78,6.0969,.9674,1064.4,174.54,1024.38,6.1372,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20131017,134.61,6.098199,.962208,1067.1,174.94,1018.49,6.1431,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20131016,134.79,6.100431,.954504,1067.9,174.99,1015.47,6.1408,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20131015,133.82,6.102369,.951949,1072.3,175.56,1018.15,6.1412,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20131014,134.14,6.108167,.949824,1070.5,174.9,1010.18,6.1406,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20131012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20131011,133.34,6.11985,.9469,1075.7,175.89,1016.75,6.1458,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20131010,132.82,6.116175,.944936,1073.6,175.39,1014.71,6.1452,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20131009,132.22,6.122808,.945393,#N/A,#N/A,#N/A,6.143,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20131008,131.97,6.120927,.944365,1070.5,174.88,1008.79,6.1415,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20131007,131.41,6.121163,.942623,1071.6,175.06,1011.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20131005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20131004,131.41,6.12155,.94325,1074.6,175.55,1011.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20131003,131.41,6.11902,.940332,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20131002,131.41,6.12039,.938436,1074.5,175.53,1009.44,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20131001,131.41,6.122231,.939624,1075.2,175.64,1001.33,#N/A,101.3475,168625.1,99.44446,51.4,50.9,103.2,101.9,6,1854.06,311.07,1542.99,37365.87
20130930,131.41,6.123248,.931543,1075.6,175.75,1000.74,6.148,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130928,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130927,132.07,6.1192,.9317,1074.4,175.52,1006.39,6.1495,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130926,135.36,6.121546,.936475,1076.8,175.95,1008.58,6.1477,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130925,135.61,6.120078,.936311,1074.9,175.61,1008.26,6.1497,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130924,133.89,6.121148,.93865,1075.9,175.77,1013.82,6.1485,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130923,132.47,6.121691,.942019,1085.2,177.29,1019.49,6.1475,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130921,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130920,132.07,6.1208,.9399,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130919,132.07,6.12353,.943739,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130918,132.07,6.121621,.950033,#N/A,#N/A,#N/A,6.1557,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130917,131.41,6.121565,.935504,1082.2,176.82,1008.56,6.1571,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130916,133.52,6.119622,.932259,1085.3,177.37,1012.69,6.1554,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130914,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130913,136.44,6.1202,.9246,1083.2,177.05,1003.26,6.1578,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130912,136.69,6.118051,.926048,1087.1,177.67,1013.56,6.1575,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130911,136.26,6.11831,.932284,1084.9,177.27,1009.77,6.1601,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130910,136.05,6.120154,.930418,1088.2,177.78,1004.41,6.1612,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130909,136.39,6.121177,.922387,1095.4,178.97,1007.71,6.1642,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130907,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130906,136.47,6.12165,.91842,1093.8,178.73,998.26,6.1728,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130905,137.71,6.120221,.912876,1099.8,179.7,1007.69,6.1696,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130904,138.86,6.119746,.916284,1095.9,179.05,992.89,6.1729,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130903,139.35,6.121002,.905824,1104.1,180.42,993.19,6.1718,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130902,139.49,6.119179,.899592,1109.6,181.32,990.82,6.1702,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130901,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,101.3389,#N/A,99.35509,51.1,50.2,103.1,101.9,#N/A,1856.45,152.07,1704.38,36626.62
20130831,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130830,139.63,6.1167,.89,1110.9,181.51,990.15,6.1709,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130829,140.3,6.121755,.892165,1117,182.51,999.32,6.169,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130828,142.19,6.120149,.894915,1115.8,182.27,1002.1,6.1667,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130827,141.25,6.12026,.897995,1113,181.83,1003.7,6.1688,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130826,141.09,6.121217,.902049,1118.2,182.68,1009.62,6.168,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130824,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130823,139.27,6.12135,.902565,1124.3,183.68,1015.52,6.171,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130822,138.74,6.118397,.902366,1118.1,182.59,1004,6.1698,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130821,138.9,6.12435,.897385,1121.9,183.18,1017.06,6.1675,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130820,139.12,6.123412,.906533,1113.7,181.89,1016.81,6.1697,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130819,140.09,6.12263,.913033,1115,182.34,1023.85,6.169,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130817,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130816,139.34,6.1156,.91835,1119.5,183.15,1022.1,6.1666,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130815,142.5,6.113357,.913249,#N/A,#N/A,#N/A,6.1696,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130814,144.18,6.119891,.912573,1116.5,182.38,1015.57,6.172,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130813,143.78,6.1212,.909614,1113,181.79,1015.39,6.1705,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130812,140.02,6.125447,.912559,1111.8,181.61,1022.41,6.1665,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130810,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130809,136.32,6.12275,.9192,1113.6,181.92,1012.82,6.1668,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130808,136,6.120528,.910385,1117.3,182.59,1005.12,6.1703,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130807,133.42,6.117469,.900139,1114.2,182.01,1001.33,6.1726,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130806,131.96,6.12159,.898315,1116.3,182.26,995.24,6.1753,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130805,130.56,6.125765,.891809,1125.4,183.61,1002.62,6.1767,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130803,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130802,130.21,6.12985,.8904,1121.4,182.92,1002.2,6.1817,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130801,130.43,6.130576,.893834,1119.6,182.68,1001.65,6.1778,101.3168,#N/A,99.20502,51,50.1,102.6,101.6,6,1906.08,285.19,1620.9,35530.43
20130731,130.63,6.130977,.893294,1113.6,181.61,1010.26,6.1788,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130730,131.19,6.131979,.907235,1109.4,180.91,1019.48,6.177,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130729,131.59,6.135275,.919288,1111.7,181.31,1031.16,6.1705,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130727,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130726,133.48,6.13035,.9263,1117.3,182.13,1032.5,6.172,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130725,132.63,6.134163,.924356,1114.1,181.57,1019.51,6.1759,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130724,132.89,6.138508,.915077,1116.5,181.92,1036.89,6.1695,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130723,133.17,6.136118,.928943,1118.5,182.14,1035.28,6.1702,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130722,131.99,6.143592,.925169,1123.5,183.04,1032.89,6.1721,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130720,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130719,132.36,6.1382,.9172,1122.3,182.75,1030.89,6.1751,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130718,132.44,6.141554,.91791,1118.1,182.24,1031.78,6.172,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130717,130.33,6.135256,.922931,1119,182.4,1033.79,6.1652,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130716,128.41,6.136015,.924045,1122.6,182.91,1020.56,6.1692,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130715,129.09,6.138939,.909029,1122.3,182.86,1017.93,6.1663,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130713,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130712,127.51,6.1389,.9053,1124.9,183.35,1031.42,6.1631,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130711,126.43,6.137603,.917045,1138.8,185.65,1054.47,6.1599,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130710,124.51,6.136973,.929143,1144.7,186.75,1048.95,6.1652,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130709,123.9,6.131702,.91639,1151.4,187.71,1051.57,6.173,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130708,120.21,6.132629,.913937,1141.7,186.17,1034.04,6.1807,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130706,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130705,124.45,6.13215,.9068,1140.2,186.13,1041.74,6.179,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130704,124.01,6.124299,.914026,1140.6,186.04,1037.2,6.1755,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130703,120.59,6.128905,.909238,1132.9,184.72,1035.64,6.1803,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130702,119.99,6.135075,.914359,1136.9,185.38,1050.55,6.1773,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130701,118.28,6.131793,.924327,1145.3,186.6,1045.89,6.1805,101.2723,152905.3,99.0379,50.3,47.7,102.7,101.7,#N/A,1859.91,178.18,1681.73,35478.1
20130629,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130628,116.55,6.1408,.91405,1149.7,186.97,1065.25,6.1787,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130627,116.38,6.149551,.927976,1153.4,187.64,1071.34,6.1797,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130626,114.26,6.1458,.928664,1159.1,188.62,1073.27,6.1779,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130625,115.24,6.147392,.926589,1157.1,188.3,1072,6.1767,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130624,116.11,6.143687,.925932,1155.6,188.41,1068.41,6.1807,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130622,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130621,120.3,6.1352,.922,1144.6,186.78,1054.12,6.1766,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130620,121.16,6.128704,.920149,1133,184.92,1050.69,6.1698,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130619,120,6.129721,.928332,1129.9,184.37,1071.43,6.1677,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130618,118.2,6.128484,.94896,1128,184.16,1075.89,6.1651,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130617,115.56,6.126377,.954437,1128.2,184.02,1080.31,6.1598,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130615,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130614,113.66,6.13155,.95695,1134.8,184.99,1092.53,6.1607,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130613,113.12,6.136742,.963761,1131.2,184.43,1071.53,6.1612,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130612,111.96,6.132051,.947795,1133.7,184.84,1071.74,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130611,111.96,6.133952,.946234,1123.6,183.19,1060.96,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130610,111.96,6.132846,.945693,1111.4,181.2,1047.44,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130608,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130607,111.96,6.13525,.9496,1119.2,182.39,1069.84,6.162,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130606,113.7,6.1362,.95979,#N/A,#N/A,#N/A,6.1737,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130605,118.99,6.127605,.952455,1121.8,183.04,1082.71,6.1757,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130604,118.09,6.128831,.965195,1128.1,183.98,1100.29,6.1735,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130603,113.16,6.131031,.976021,1126.6,183.64,1082.38,6.1806,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20130601,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,101.2022,#N/A,98.98145,50.1,48.2,102.7,101.4,6,1743.16,271.24,1471.91,34966.86
20130531,111.16,6.13525,.9571,1128.3,184.03,1091.18,6.1796,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130530,110.79,6.130821,.967949,1131,184.6,1088.53,6.182,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130529,117.01,6.125701,.962501,1125.5,183.86,1077.5,6.1856,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20130528,118.23,6.121224,.960436,1125.1,183.81,1083.98,6.1818,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
