품목비교 Historical Data
조회기간 :,2008-07-21 ~ 2018-07-19
표시기준 :,Value(Price)로 표시
순서 :,최근부터(DESC)
병합기준 :,Union
[일간 기준]
,"철광석 Fines (Daily) [중국(수입가 CFR)] 현물USD/ton","USD/CNY (미국 달러 / 중국 인민폐)","AUD/USD (호주 달러 / 미국 달러)","USD/KRW (미국 달러 / 한국 원)","CNY/KRW (중국 인민폐 / 한국 원)","AUD/KRW (호주 달러 / 한국 원)","USD/RMB (미국 달러 / 중국 인민폐)","중국 경기선행지수Index","중국 GDP 전체(value)100 million CNY","중국 기업신뢰지수Long term average=100","중국 CFLP 제조업 PMI 지수Index","중국 HSBC 제조업 PMI 지수Index","중국 소비자물가지수the same month last year=100","중국 소매가격지수Index","중국 기준금리Percent","중국 수출액100 million dollars","중국 무역수지100 million dollars","중국 수입액100 million dollars","중국 외환보유고100 million dollars"
20161213,83.42,6.9012,.749406,1170.2,168.84,877.12,6.8934,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161212,83.58,6.90955,.749906,1166.2,168.62,868.12,6.9086,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20161210,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161209,81.66,6.901147,.7448,1159.1,168.09,863.88,6.8972,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161208,81.78,6.880893,.744963,1169.4,169.56,875.47,6.8731,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161207,82.25,6.8855,.748458,1169.5,170.31,872.68,6.8808,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161206,79.73,6.87705,.746014,1173.8,170.52,877.18,6.8575,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161205,78.62,6.88157,.747062,1170.5,170.07,869.86,6.887,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20161203,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161202,77.79,6.885958,.7458,1172.6,170.01,869.48,6.8794,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161201,78.36,6.885717,.741715,1168,169.23,862.8,6.8958,100.2783,#N/A,99.54149,51.4,51.9,102.1,101.5,4.35,2094.17,408.18,1685.99,30105.17
20161130,72.08,6.889015,.738971,1168.5,168.98,875.15,6.8865,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161129,77.3,6.897457,.748437,1170.3,168.93,876.38,6.8889,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161128,80.83,6.906252,.748937,1178.9,169.8,877.57,6.9042,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20161126,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161125,79.61,6.9261,.744455,1182.4,170.11,876.1,6.9168,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161124,76.93,6.919813,.740744,1174.9,169.78,867.25,6.9085,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161123,75.87,6.925783,.738692,1175.5,170.19,870.16,6.8904,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161122,74.9,6.888925,.740291,1183.6,171.23,872.49,6.8779,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161121,70.34,6.893183,.736735,1182.3,171.15,866.98,6.8985,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20161119,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161118,72.79,6.8883,.733505,1174.4,170.47,870.7,6.8796,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161117,73.55,6.876801,.74144,1167.2,169.71,873.88,6.8692,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161116,72.42,6.792046,.749394,1168.8,170.3,882.44,6.8592,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161115,72.68,6.856426,.755327,1169.8,171.25,884.54,6.8495,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161114,77.77,6.84606,.755757,1164.4,170.44,879.94,6.8291,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20161112,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161111,79.81,6.8163,.75441,1151,168.89,875.8,6.8115,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161110,74.12,6.800693,.761354,1145.8,167.69,875.28,6.7885,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161109,70.98,6.779278,.764989,1137.5,167.59,882.3,6.7832,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161108,68.3,6.787254,.775069,1141.6,168.29,881.6,6.7817,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161107,67.43,6.775584,.77181,1143.4,168.85,877.45,6.7725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20161105,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161104,65,6.7615,.7675,1140.6,168.47,876.38,6.7514,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161103,65.46,6.765202,.768141,1148.7,169.57,879.33,6.7491,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161102,65.31,6.756027,.765744,1141.8,168.33,873.71,6.7562,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161101,65.33,6.765267,.765481,1144.6,168.83,870.64,6.7734,100.2733,#N/A,99.50056,51.7,50.9,102.3,101.5,4.35,1968.06,446.1,1521.96,30515.98
20161031,64.38,6.775631,.761087,1145.2,168.65,869.21,6.7641,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20161029,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161028,63.96,6.7789,.75985,1140.2,168.02,865.47,6.7858,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161027,63.04,6.783089,.758618,1132.4,167.03,865.55,6.7736,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161026,63.07,6.770663,.764402,1136.5,167.51,868.97,6.7705,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161025,61.96,6.780398,.764241,1134.5,167.49,861.99,6.7744,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161024,59.28,6.774027,.759843,1134.5,167.81,862.79,6.769,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20161022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161021,58.72,6.76329,.76072,1124,166.57,857.56,6.7558,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161020,58.85,6.743494,.762839,1122.8,166.41,867.25,6.7311,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161019,58.37,6.735693,.772347,1132.3,168.01,868.19,6.7326,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161018,58.41,6.741371,.767061,1140.3,169.22,869.54,6.7303,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161017,58.38,6.736646,.762733,1132.9,168.24,861.8,6.7379,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20161015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161014,57.28,6.73,.76203,1130.5,167.56,855.51,6.7157,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161013,56.67,6.727898,.756513,1123.3,167.06,848.93,6.7296,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161012,57.16,6.718123,.755662,1117.2,166.17,843.88,6.7258,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161011,57.68,6.719123,.755211,1111,165.81,844.86,6.7098,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161010,56.65,6.708065,.760491,1115.7,166.17,848.21,6.7008,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20161008,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161007,55.86,6.6741,.7594,1111.3,165.94,842.42,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161006,55.86,6.67155,.758051,1113.8,166.43,847.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161005,55.86,6.67028,.761101,1105.1,165.28,841.81,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161004,55.86,6.670521,.761675,1102,165.36,847.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20161003,55.86,6.67052,.768918,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20161001,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100.2348,211151.4,99.33354,51.2,51.2,102.1,101.1,4.35,1781.78,490.56,1291.21,31206.55
20160930,55.86,6.65623,.765843,1096.3,163.97,837.08,6.6778,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160929,56.68,6.666104,.76351,1095.7,163.93,843.14,6.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160928,56.48,6.671705,.769144,1103.5,165.05,846,6.6681,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160927,56.63,6.671378,.766831,1106.9,165.66,845.01,6.6646,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160926,56.77,6.667974,.763424,1104.2,165.37,840.3,6.6744,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160924,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160923,56.79,6.67155,.762535,1103.1,165.33,843.65,6.667,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160922,56.34,6.665537,.764781,1116.8,166.97,852.51,6.6513,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160921,55.87,6.672412,.763576,1119.5,167.76,845.95,6.6738,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160920,55.77,6.671721,.755702,1120,168.06,844.31,6.6595,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160919,55.68,6.667796,.753866,1112.3,166.02,834.06,6.6786,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160917,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160916,55.97,6.6731,.749,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160915,55.97,6.677063,.751653,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160914,55.97,6.672979,.747112,#N/A,#N/A,#N/A,6.6895,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160913,56.09,6.679305,.745996,1110.6,166.01,840.11,6.6726,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160912,#N/A,6.679569,.755943,1099.5,164.58,828.64,6.6908,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160910,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160909,57.78,6.68954,.754065,1093.2,163.86,836.19,6.6684,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160908,58.14,6.663644,.764744,1093.2,163.81,839.03,6.662,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160907,58.46,6.66158,.767551,1105,165.17,848.36,6.6555,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160906,59.16,6.675207,.767716,1108.2,165.68,840.63,6.6676,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160905,59.24,6.675111,.758616,1117.6,167.17,845.91,6.6873,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160903,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160902,59.39,6.68225,.75727,1119.3,167.29,845.35,6.6727,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160901,58.86,6.663415,.755431,1117.4,167.08,840.34,6.6784,100.1924,#N/A,99.10231,50.4,50.1,101.9,101,4.35,1845.08,419.89,1425.19,31663.82
20160831,58.97,6.677614,.752064,1118.5,167.18,840.44,6.6908,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160830,59.31,6.681986,.75154,1125.2,168.08,852.45,6.6812,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160829,59.14,6.678875,.75743,1113.9,166.89,841.66,6.6856,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160827,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160826,59.13,6.67485,.75618,1119,167.74,853.52,6.6488,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160825,61.44,6.660381,.762135,1121.6,168.29,853.99,6.6602,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160824,61.7,6.659184,.761326,1117.4,167.93,851.01,6.642,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160823,61.75,6.639376,.761397,1125.3,168.76,858.6,6.6586,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160822,61.23,6.650778,.763281,1115.2,167.82,850.17,6.6652,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160820,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160819,60.95,6.6512,.762635,1106.4,166.82,849.72,6.6211,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160818,60.71,6.624379,.768199,1102.3,166.08,844.2,6.6273,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160817,60.87,6.63219,.766056,1095,164.86,843.2,6.6056,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160816,62.03,6.626448,.769747,1101.1,165.57,845.53,6.6305,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160815,60.22,6.638056,.768003,#N/A,#N/A,#N/A,6.643,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160813,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160812,60.37,6.6354,.7649,1098.6,165.41,845.65,6.6543,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160811,59.36,6.627371,.770091,1096.1,164.81,845.75,6.6255,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160810,60.58,6.637114,.771242,1107.2,166.06,849,6.653,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160809,#N/A,6.656153,.766872,1112.7,166.89,851.66,6.6594,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160808,61.56,6.660294,.765634,1111.3,167.14,845.31,6.6615,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160806,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160805,60.74,6.6565,.76185,1113.8,167.74,850.16,6.6406,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160804,59.5,6.641857,.762676,1114,167.8,845.58,6.6444,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160803,61.67,6.632493,.75882,1108.9,166.71,843.26,6.6195,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160802,61.94,6.627173,.760387,1111,167.56,836.03,6.6451,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160801,62.27,6.636261,.752701,1122.4,168.69,852.74,6.6277,100.1438,#N/A,98.92901,50.4,50,101.3,100.4,#N/A,1905.92,520.49,1385.43,31851.67
20160730,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160729,59.37,6.6396,.75977,1125.7,168.94,845.01,6.6511,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160728,60.7,6.656365,.750853,1134.1,169.86,849.89,6.6597,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160727,58.63,6.670243,.748817,1138.4,170.39,855.68,6.6671,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160726,58.08,6.671971,.751629,1136.9,170.02,850.12,6.6778,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160725,56.86,6.676858,.747434,1135,170.06,847.45,6.686,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160723,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160722,55.87,6.68335,.746155,1140.2,170.85,855.04,6.6669,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160721,57.17,6.674052,.749953,1140.8,170.22,851.55,6.6872,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160720,55.75,6.676578,.746594,1138.4,169.73,855.74,6.6946,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160719,56.02,6.69711,.751408,1136.3,169.47,861.37,6.6971,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160718,56.86,6.70475,.758109,1132.7,169.24,860.06,6.6961,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160716,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160715,58.42,6.69025,.75735,1141.8,170.65,870.97,6.6805,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160714,58.47,6.680357,.762993,1145.7,171.25,870.85,6.6846,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160713,59.15,6.686472,.76011,1149.3,171.41,875.42,6.6891,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160712,59.38,6.697316,.761902,1147.8,171.37,865.15,6.695,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160711,55.68,6.692804,.753983,1159.2,172.98,876.99,6.6843,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160709,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160708,55.17,6.6899,.756825,1156.6,172.72,865.6,6.6853,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160707,55.07,6.68196,.748185,1165.8,173.97,875.92,6.682,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160706,55.93,6.69169,.751302,1153,172.5,857.95,6.6857,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160705,55.93,6.683318,.744677,1148.1,172,865.15,6.6594,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160704,56.22,6.6656,.753583,1147.5,172.14,856.44,6.6472,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20160702,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
20160701,54.33,6.65765,.75,1152.6,173.2,858.51,6.6496,100.0883,190362.7,98.80824,49.9,50.6,101.8,100.4,4.35,1847.33,523.08,1324.25,32010.57
20160630,55.66,6.657288,.744871,1164.7,174.67,867.7,6.6312,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,#N/A,#N/A,#N/A,#N/A
