품목비교 Historical Data
조회기간 :,2008-07-20 ~ 2018-07-18
표시기준 :,Value(Price)로 표시
순서 :,최근부터(DESC)
병합기준 :,Union
[주간평균 기준]
,"철광석 Fines (Daily) [중국(수입가 CFR)] 현물USD/ton","Bloomberg(DJ-UBS) Commodity Index1991=100","Bloomberg Commodity Total Return1991=100","TR/CC CRB Index1967=100","S&P GSCI1970=100","GSCI Energy1970=100","GSCI Petroleum1970=100","GSCI Non-Energy1970=100","GSCI Reduced Energy Index (CPW 2)1970=100","GSCI Light Energy Index (CPW 4)1970=100","GSCI Industrial Metals1970=100","GSCI Precious Metals1970=100","GSCI Agriculture1970=100","GSCI Livestock1970=100","GSCI Softs1970=100","Reuters Index of Commodity Prices1931.09.18=100","CRB BLS Spot Index1967=100","PDS 원자재 지수2015.01.02=100","PDS 귀금속 하위지수2015.01.02=100"
20101129,162.15,149.96,301.27,308.29,592.16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2985.76,489.18,#N/A,#N/A
20101122,160.36,145.89,293.09,299.8,569.27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2905.85,485.68,#N/A,#N/A
20101115,157.09,145.36,292.01,299.81,568.94,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2925.62,487.9,#N/A,#N/A
20101108,154.95,153.08,307.51,313.98,597.68,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3028.6,498.67,#N/A,#N/A
20101101,149.15,149.84,301,307.49,581.32,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2951.61,494.41,#N/A,#N/A
20101025,146.67,146.7,294.68,300.26,565.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2896.97,491.55,#N/A,#N/A
20101018,148.55,145.06,291.37,296.7,560.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2854.92,487.94,#N/A,#N/A
20101011,147.96,146.11,293.49,297.99,567.01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2836.58,490.62,#N/A,#N/A
20101004,140.81,141.03,283.28,288.79,555.81,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2727.69,487.13,#N/A,#N/A
20100927,138.96,139.82,280.84,285.39,539.84,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2753.49,484.9,#N/A,#N/A
20100920,136.12,138.45,278.08,280.13,528.76,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2803.45,480.9,#N/A,#N/A
20100913,137.22,137.66,276.47,279.02,530.71,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2772.69,470.54,#N/A,#N/A
20100906,139.46,135.38,271.89,274.11,520.18,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2747.93,465.04,#N/A,#N/A
20100830,141.18,132.8,266.69,268.88,509.65,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2717.88,457.75,#N/A,#N/A
20100823,144.48,130.17,261.41,264.32,501.08,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2681.9,454.24,#N/A,#N/A
20100816,146.52,132.29,265.67,268.69,510.86,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2710.88,451.25,#N/A,#N/A
20100809,143.39,133.29,267.67,270.68,523.03,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2674.34,444.91,#N/A,#N/A
20100802,138.99,136.02,273.13,276.97,539.74,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2673.93,442.98,#N/A,#N/A
20100726,132.91,130.91,262.87,268.37,515.53,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2560.18,432.43,#N/A,#N/A
20100719,120.81,128.54,258.1,263.55,509.49,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2498.02,424.02,#N/A,#N/A
20100712,116.97,127.33,255.66,261.79,503.06,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2482,421.16,#N/A,#N/A
20100705,124.17,125.78,252.55,257.97,492.52,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2427.59,421.52,#N/A,#N/A
20100628,135.54,125.25,251.48,257.8,492.35,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2330.72,421.67,#N/A,#N/A
20100621,141.48,127.73,256.44,262.66,507.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2319,425.31,#N/A,#N/A
20100614,143.01,128.4,257.78,262.77,508.35,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2307.99,422.75,#N/A,#N/A
20100607,144.56,123.6,248.15,252.62,486.09,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2245.96,414.84,#N/A,#N/A
20100531,140.74,123.65,248.23,252.29,482.23,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2260.96,419.4,#N/A,#N/A
20100524,139.4,124.57,250.08,253.22,479.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2288.2,426.84,#N/A,#N/A
20100517,155.23,124.26,249.44,252.45,480.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2254.8,427.81,#N/A,#N/A
20100510,169.42,130.13,261.22,264.26,514.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2266.36,433.22,#N/A,#N/A
20100503,173.81,130.86,262.67,268.35,524.53,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2282.27,441.76,#N/A,#N/A
20100426,175.19,134.25,269.47,275.81,543.18,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2327.06,445.09,#N/A,#N/A
20100419,178.58,134.83,270.63,276.39,541.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2337.34,444.48,#N/A,#N/A
20100412,170.06,135.69,272.34,277.91,547.27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2339.04,440.58,#N/A,#N/A
20100405,159.23,134.86,270.67,277.4,544.14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2313.5,437.58,#N/A,#N/A
20100329,152.48,132.69,266.31,274.08,531.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2308.6,432.88,#N/A,#N/A
20100322,145.54,130.79,262.49,269.73,518.13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2268.28,433.69,#N/A,#N/A
20100315,137.48,132.88,266.68,273.79,525.01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2245.16,435.19,#N/A,#N/A
20100308,130.29,133.44,267.79,274.56,526.18,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2264.23,434.81,#N/A,#N/A
20100301,131.18,134.37,269.64,275.46,520.57,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2270.93,429.44,#N/A,#N/A
20100222,129.95,133.09,267.08,273.91,516.08,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2295.38,425.28,#N/A,#N/A
20100215,125.49,134.32,269.55,275.64,511.93,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2313.53,420.13,#N/A,#N/A
20100208,124.12,129.98,260.82,266.1,492.42,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2277.97,413.84,#N/A,#N/A
20100201,121.98,129.95,260.75,266.79,493.23,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2275.79,409.96,#N/A,#N/A
20100125,120,131.75,264.37,270.51,494.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2308.45,423.04,#N/A,#N/A
20100118,124.93,136.33,273.56,278.95,513.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2339.3,430.06,#N/A,#N/A
20100111,126.5,139.74,280.41,284.98,529.96,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2360.84,429.84,#N/A,#N/A
20100104,122.02,142.94,286.81,290.76,542.02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2360.51,430.81,#N/A,#N/A
20091228,109.74,139.59,280.08,283.8,524.32,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,420.83,#N/A,#N/A
20091221,106.78,136.28,273.44,277.49,508.23,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,413.87,#N/A,#N/A
20091214,103.99,135.29,271.45,275.76,498.21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,415.77,#N/A,#N/A
20091207,99.32,133.13,267.11,270.84,491.84,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,414.66,#N/A,#N/A
20091130,98.58,136.32,273.52,276.79,510.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,415.58,#N/A,#N/A
20091123,102.33,135.45,271.77,274.68,509.65,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,411.99,#N/A,#N/A
20091116,101.29,135.65,272.16,276.07,515.39,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,405.63,#N/A,#N/A
20091109,97.36,132.55,265.94,271.63,507.68,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,400.62,#N/A,#N/A
20091102,92.38,133.55,267.95,274.13,506.54,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,393.84,#N/A,#N/A
20091026,88.77,133.67,268.17,274.65,505.26,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,388.85,#N/A,#N/A
20091019,86.79,137.31,275.49,280.95,518.99,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,384.1,#N/A,#N/A
20091012,85.19,132.59,266,270.99,495.15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,377.53,#N/A,#N/A
20091005,85.24,127.97,256.74,260.11,464.85,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,371.94,#N/A,#N/A
20090928,85.3,125.04,250.86,254.38,453.16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,371.76,#N/A,#N/A
20090921,83.4,125.15,251.06,254.35,451.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,377.16,#N/A,#N/A
20090914,79.58,127.34,255.44,258.03,465.93,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,380.94,#N/A,#N/A
20090907,76.15,125.12,250.99,253.02,452.61,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,384.49,#N/A,#N/A
20090831,77,123.87,248.47,249.72,443.76,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,381.52,#N/A,#N/A
20090824,85.64,127.35,255.45,257.82,466.15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,380.89,#N/A,#N/A
20090817,94.75,126.41,253.57,257.07,464.03,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,378.78,#N/A,#N/A
20090810,102.2,129.48,259.7,262.91,466.93,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,384.02,#N/A,#N/A
20090803,99,131.31,263.38,266.26,472.17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,379.98,#N/A,#N/A
20090727,91.61,123.27,247.22,251.37,445.03,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,371.37,#N/A,#N/A
20090720,87.05,122.11,244.9,248.99,439.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,368.49,#N/A,#N/A
20090713,81.83,117.16,234.97,239.1,416.65,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,360.16,#N/A,#N/A
20090706,79.85,115.28,231.18,235.19,410.01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,356.11,#N/A,#N/A
20090629,76.9,122.99,246.64,250.33,446.17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,362.05,#N/A,#N/A
20090622,76.05,123.17,246.99,250.08,449.72,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,359.44,#N/A,#N/A
20090615,74.94,125.83,252.32,255.74,463.22,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,364.52,#N/A,#N/A
20090608,72.24,128.47,257.59,261.12,466.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,371.88,#N/A,#N/A
20090601,68.31,127.38,255.41,258.36,454.27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,368.69,#N/A,#N/A
20090525,64.45,122.71,246.03,248.7,430.02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,357.99,#N/A,#N/A
20090518,64.15,120.24,241.07,242.78,416.49,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,355.31,#N/A,#N/A
20090511,63.67,119.83,240.25,241.01,409.52,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,352.57,#N/A,#N/A
20090504,61.38,117.93,236.42,236.89,395.45,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,344.07,#N/A,#N/A
20090427,60.31,110.13,220.78,221.6,365.28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,338.02,#N/A,#N/A
20090420,58.73,110.03,220.58,219.3,360.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,337.06,#N/A,#N/A
20090413,59.23,113.42,227.37,225.84,375.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,331.36,#N/A,#N/A
20090406,59.96,111.75,224,224.76,371.51,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,327.76,#N/A,#N/A
20090330,60.48,110.32,221.13,221.72,362.15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,322.38,#N/A,#N/A
20090323,59.7,112.63,225.76,226.92,377.01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,314.87,#N/A,#N/A
20090316,62.47,109.48,219.43,219.13,359.58,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,308.15,#N/A,#N/A
20090309,62.37,104.87,210.17,208.49,337.89,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,309.21,#N/A,#N/A
20090302,64.81,104.53,209.49,206.32,327.39,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,311.17,#N/A,#N/A
20090223,69.04,104.9,210.21,207.49,326,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,311.76,#N/A,#N/A
20090216,74.98,103.25,206.9,202.85,317.35,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,314.38,#N/A,#N/A
20090209,81.86,110.08,220.57,217.19,336.48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,320.19,#N/A,#N/A
20090202,78.83,110.87,222.14,219.26,331.35,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,318,#N/A,#N/A
20090126,74.25,111.52,223.43,221.48,338.29,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,320.8,#N/A,#N/A
20090119,73.34,111.27,222.93,220.08,340.27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,322.77,#N/A,#N/A
20090112,74.09,112.56,225.5,220.39,343.07,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,322.76,#N/A,#N/A
20090105,73.64,119.64,239.68,234.05,359.31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,324.01,#N/A,#N/A
20081229,72.54,115.99,232.36,224.58,341.82,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,313.4,#N/A,#N/A
20081222,76.43,111.43,223.23,214.12,316.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,309.68,#N/A,#N/A
20081215,74.15,112.76,225.9,223.7,343.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,306.84,#N/A,#N/A
20081208,69.38,111.39,223.14,222.83,345.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,302.01,#N/A,#N/A
20081201,65.82,113.19,226.74,223.07,344.84,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,309.04,#N/A,#N/A
20081124,#N/A,122.86,246.11,242.45,389.95,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,320.34,#N/A,#N/A
20081117,#N/A,120.45,241.27,237.7,382.22,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,324.3,#N/A,#N/A
20081110,#N/A,125.45,251.27,250.8,412.55,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,335.47,#N/A,#N/A
20081103,#N/A,131.7,263.77,264.85,436.77,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,342.13,#N/A,#N/A
20081027,#N/A,130.88,262.09,265.3,439.42,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,349.58,#N/A,#N/A
20081020,#N/A,132.31,264.89,269.73,455.47,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,354.09,#N/A,#N/A
20081013,#N/A,140.62,281.49,287.19,490.87,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,371.76,#N/A,#N/A
20081006,#N/A,149.64,299.52,306.92,539.06,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,386.57,#N/A,#N/A
20080929,#N/A,164.34,328.88,337.38,602.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,409.79,#N/A,#N/A
20080922,#N/A,179.12,358.36,368.18,662.65,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,422.97,#N/A,#N/A
20080915,#N/A,172.06,344.16,350.45,616.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,419.13,#N/A,#N/A
20080908,#N/A,175.57,351.08,360.26,643.91,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,427.98,#N/A,#N/A
20080901,#N/A,181.72,363.28,374.37,677.41,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,433.52,#N/A,#N/A
20080825,#N/A,192.39,384.46,395.87,714.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,444.42,#N/A,#N/A
20080818,#N/A,192.31,384.17,392.98,714.49,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,446.22,#N/A,#N/A
20080811,#N/A,189.27,377.95,386.81,704.26,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,443.01,#N/A,#N/A
20080804,#N/A,194.48,388.22,396.92,724.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,447.99,#N/A,#N/A
20080728,#N/A,204.69,408.48,415.14,762.73,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,458.52,#N/A,#N/A
20080721,#N/A,207.49,413.93,417.78,776.76,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,459.83,#N/A,#N/A
