품목비교 Historical Data
조회기간 :,2008-07-21 ~ 2018-07-19
표시기준 :,Value(Price)로 표시
순서 :,최근부터(DESC)
병합기준 :,Union
[주간평균 기준]
,"철광석 Fines (Daily) [중국(수입가 CFR)] 현물USD/ton","USD/CNY (미국 달러 / 중국 인민폐)","AUD/USD (호주 달러 / 미국 달러)","USD/KRW (미국 달러 / 한국 원)","CNY/KRW (중국 인민폐 / 한국 원)","AUD/KRW (호주 달러 / 한국 원)","USD/RMB (미국 달러 / 중국 인민폐)","중국 경기선행지수Index","중국 GDP 전체(value)100 million CNY","중국 기업신뢰지수Long term average=100","중국 CFLP 제조업 PMI 지수Index","중국 HSBC 제조업 PMI 지수Index","중국 소비자물가지수the same month last year=100","중국 소매가격지수Index","중국 기준금리Percent","중국 수출액100 million dollars","중국 무역수지100 million dollars","중국 수입액100 million dollars","중국 외환보유고100 million dollars"
20130107,156.52,6.2251,1.0531,1062.76,170.676,1118.37,6.2799,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20121231,148.67,6.2328,1.0459,1067.675,171.36,1113.795,6.2876,100.88,129747,99.01,50.4,52.3,102,101.3,6,1873.66,291.46,1582.19,34100.61
20121224,139.22,6.2382,1.037,1074.125,172.3175,1114.745,6.2925,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20121217,135.32,6.2361,1.0484,1073,172.1025,1128.0725,6.2879,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20121210,126.48,6.2472,1.0533,1077.46,172.726,1133.072,6.2904,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20121203,119.57,6.2277,1.0462,1083.12,173.948,1131.786,6.2901,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20121126,118.12,6.2272,1.0451,1085.08,174.27,1134.496,6.2888,100.78,#N/A,99.03,50.6,51.5,102.5,101.5,6,1992.3,316.18,1676.11,33115.89
20121119,120.63,6.235,1.0402,1085.3,174.138,1126.736,6.2931,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20121112,122.9,6.2354,1.0379,1088.46,174.664,1130.948,6.2908,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20121105,121.97,6.2469,1.04,1089.94,174.562,1132.598,6.306,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20121029,121.01,6.2429,1.0364,1093.6,175.192,1133.916,6.3017,100.66,#N/A,98.97,50.6,50.5,102,101.1,6,1793.81,196.33,1597.47,32976.71
20121022,119.91,6.2531,1.0334,1103.56,176.594,1138.82,6.3057,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20121015,116.14,6.2594,1.0326,1108.02,176.964,1141.764,6.3064,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20121008,117.38,6.2849,1.0222,1112.44,177.026,1135.572,6.3394,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20121001,106.46,6.3165,1.0255,1112.9667,177.0967,1143.9067,#N/A,100.54,152468.9,98.82,50.2,49.5,101.7,100.9,6,1755.71,319.92,1435.79,32874.26
20120924,106.43,6.3018,1.0399,1119.42,177.542,1165.26,6.3431,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20120917,109.57,6.3124,1.0455,1117.68,177.048,1170.504,6.3369,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20120910,100.2,6.3301,1.0468,1128.48,178.15,1176.93,6.3355,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20120903,89.42,6.346,1.0262,1133.52,178.63,1161.122,6.3426,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20120827,93.07,6.3535,1.0339,1135.02,178.652,1175.496,6.3416,100.46,#N/A,98.65,49.8,47.9,101.9,100.9,6,1863.5,276.69,1586.8,32850.95
20120820,105.31,6.3567,1.0451,1133.12,178.282,1184.634,6.3373,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20120813,113.34,6.3627,1.0487,1130.425,177.665,1189.36,6.3465,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20120806,117.61,6.3654,1.0567,1128.86,177.298,1192.46,6.3379,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20120730,118.74,6.3702,1.0513,1132.28,177.704,1186.498,6.3348,100.39,#N/A,98.56,49.2,47.6,102,101,6,1779.73,266.61,1513.13,32729.01
20120723,120.37,6.3853,1.0336,1147.34,179.728,1182.482,6.3349,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20120716,129.43,6.3747,1.0325,1144.26,179.5,1180.204,6.3151,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20120709,135.76,6.37,1.019,1142.76,179.434,1165.246,6.3232,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A
20120702,135.74,6.3543,1.0268,1141.8,179.764,1171.948,6.3177,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.19,#N/A,#N/A,#N/A,#N/A
20120625,136.73,6.3596,1.0074,1157.76,182.006,1162.922,6.3211,100.33,138622.2,98.71,50.1,49.3,101.8,100.8,6.31,1769.4,251.47,1517.93,32399.52
20120618,137.46,6.361,1.0133,1156.68,181.856,1171.734,6.3016,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.31,#N/A,#N/A,#N/A,#N/A
20120611,135.16,6.3534,.9962,1169.02,183.526,1163.576,6.3202,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.31,#N/A,#N/A,#N/A,#N/A
20120604,133.63,6.3671,.983,1177.8,185.0275,1154.55,6.3224,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.46,#N/A,#N/A,#N/A,#N/A
20120528,134.2,6.3494,.9771,1179.6,185.6175,1153.12,6.3292,100.27,#N/A,98.98,50.2,48.2,102.2,101.4,6.56,1802.04,317.22,1484.82,32400.05
20120521,131.73,6.3273,.9809,1170.52,184.866,1148.104,6.3182,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20120514,134.89,6.3228,.9944,1154.62,182.706,1148.342,6.3159,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20120507,141.94,6.3039,1.0113,1137.72,180.324,1150.114,6.2884,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20120430,146.32,6.2912,1.0321,1130.675,179.24,1169.4,6.2696,100.22,#N/A,99.43,50.4,48.4,103,102.5,6.56,1811.41,186.99,1624.41,32061.09
20120423,146.77,6.298,1.0347,1139.5,180.676,1179.154,6.2902,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20120416,148.41,6.3046,1.0356,1137.56,180.41,1178.954,6.297,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20120409,148.73,6.3059,1.0344,1137.125,180.275,1175.2675,6.299,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20120402,147.49,6.2984,1.0326,1128.6,179.108,1168.182,6.3054,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20120326,146.85,6.2995,1.0435,1136.74,180.226,1187.254,6.2886,100.18,131682.5,99.94,53.3,49.3,103.4,103.1,6.56,1632.52,184.26,1448.26,32989.13
20120319,144.55,6.3128,1.0453,1125.64,178.156,1182.704,6.302,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20120312,145.1,6.3293,1.051,1122.52,177.47,1180.994,6.3286,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20120305,143.31,6.3126,1.0625,1119.88,177.526,1191.072,6.3157,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20120227,142.53,6.2984,1.0766,1124.925,178.565,1210.485,6.2972,100.15,#N/A,99.98,53.1,48.3,103.6,103.5,6.56,1656.58,53.47,1603.11,33049.71
20120220,137.65,6.2975,1.0702,1125.2,178.652,1204.82,6.2976,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20120213,139.11,6.2961,1.0725,1123.78,178.384,1204.144,6.2957,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20120206,144.04,6.3035,1.0755,1119.02,177.568,1204.872,6.3039,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20120130,141.92,6.31,1.0658,1123.9,177.908,1197.52,6.309,100.11,#N/A,99.57,51,49.6,103.2,102.9,6.56,1144.71,-314.83,1459.54,33096.57
20120123,139.18,6.3118,1.0562,1127.5333,178.0133,1191.6967,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20120116,140.15,6.3157,1.0385,1146.22,181.56,1187.72,6.3214,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20120109,141.47,6.315,1.0305,1159.42,183.614,1191.588,6.3199,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20120102,139.09,6.3045,1.0276,1151.48,182.904,1184.678,6.3094,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20111226,137.13,6.3167,1.015,1153.3,182.378,1169.29,6.3126,100.09,117593.9,99.13,50.5,48.8,104.5,104.1,6.56,1499.39,272.78,1226.61,32536.31
20111219,134.23,6.3375,1.0067,1160.04,182.894,1163.73,6.3273,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20111212,136.12,6.3519,1.0031,1152.52,181.01,1155.212,6.3365,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20111205,139.7,6.3455,1.0246,1129.38,177.488,1156.934,6.3344,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20111128,134.7,6.3655,1.013,1146.58,179.766,1152.666,6.3463,100.13,#N/A,98.82,50.3,48.7,104.1,103.8,6.56,1747.18,165.2,1581.98,31811.48
20111121,142.18,6.3633,.9785,1145.78,180.154,1123.936,6.354,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20111114,143.68,6.3521,1.0123,1129.24,177.88,1146.548,6.3449,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20111107,131.17,6.3439,1.0247,1118.78,176.328,1151.03,6.3262,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20111031,121.08,6.3532,1.0411,1116.26,175.642,1165.266,6.3241,100.24,#N/A,98.68,49,47.7,104.2,104,6.56,1744.64,145.28,1599.36,32209.07
20111024,128.45,6.3621,1.0514,1134,178.114,1186.518,6.3439,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20111017,148.98,6.3799,1.0259,1146.06,179.666,1174.35,6.3693,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20111010,162.93,6.37,1.0078,1169.5,183.654,1169.624,6.3633,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20111003,169.2,6.3703,.9619,1189.15,186.505,1143.4775,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20110926,170.57,6.395,.9831,1180.5,184.594,1158.072,6.3677,100.39,138503.3,98.87,50.4,51,105.5,105.3,6.56,1574.91,170.33,1404.58,32737.96
20110919,175.7,6.3875,1.0051,1140.9,178.684,1152.706,6.383,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20110912,177.95,6.3943,1.0304,1094.8333,171.2267,1128.46,6.3901,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20110905,180.58,6.3883,1.0579,1069.46,167.438,1131.112,6.393,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20110829,179.68,6.3799,1.0667,1073.12,168.15,1144.868,6.3871,100.59,#N/A,99.1,51.2,49.9,106.1,106,6.56,1696.7,145.1,1551.6,32016.83
20110822,178.4,6.3924,1.0485,1082.32,169.302,1129.86,6.3968,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20110815,176.97,6.3888,1.0456,1073.425,168.06,1123.8125,6.3969,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20110808,176.94,6.414,1.0287,1080.24,168.168,1110.674,6.4154,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20110801,177.23,6.4371,1.0731,1054.2,163.79,1136.976,6.4419,100.78,#N/A,99.19,50.9,49.9,106.2,106,6.56,1733.16,177.59,1555.57,32624.99
20110725,175.26,6.4422,1.0962,1052.28,163.304,1150.79,6.4456,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20110718,173.75,6.459,1.0728,1057.76,163.712,1134.15,6.4597,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20110711,172.6,6.4646,1.0674,1060.84,164.068,1134.018,6.4698,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.56,#N/A,#N/A,#N/A,#N/A
20110704,169.84,6.4656,1.0716,1065,164.71,1143.182,6.4693,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.46,#N/A,#N/A,#N/A,#N/A
20110627,167.18,6.4682,1.0591,1079.66,166.818,1138.2,6.4718,100.93,126981.6,99.26,50.7,49.3,106.5,106.1,6.31,1751.28,314.84,1436.44,32452.83
20110620,170.37,6.4697,1.0555,1080.76,167.092,1143.128,6.4709,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.31,#N/A,#N/A,#N/A,#N/A
20110613,173.53,6.4782,1.06,1084.4,167.346,1148.598,6.4806,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.31,#N/A,#N/A,#N/A,#N/A
20110606,171.48,6.4775,1.065,1080.675,166.81,1153.8,6.4824,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.31,#N/A,#N/A,#N/A,#N/A
20110530,170.58,6.4805,1.0682,1079.3,166.482,1152.838,6.4854,101.04,#N/A,99.44,50.9,50.1,106.4,105.8,6.31,1619.8,222.7,1397.1,31974.91
20110523,172.77,6.4959,1.0572,1091.2,167.978,1153.436,6.4961,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.31,#N/A,#N/A,#N/A,#N/A
20110516,176.86,6.5032,1.0607,1088.9,167.402,1155.466,6.506,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.31,#N/A,#N/A,#N/A,#N/A
20110509,179.56,6.4953,1.0736,1080.625,166.405,1160.1125,6.4982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.31,#N/A,#N/A,#N/A,#N/A
20110502,182.16,6.4927,1.0785,1071.225,164.975,1160.51,6.5011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.31,#N/A,#N/A,#N/A,#N/A
20110425,179.74,6.5112,1.0827,1080.2,165.796,1168.168,6.5094,101.09,#N/A,99.78,52,51.6,105.5,104.9,6.31,1571.6,130.5,1441.1,31659.97
20110418,179.14,6.5197,1.0608,1086.88,166.648,1152.336,6.5267,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.31,#N/A,#N/A,#N/A,#N/A
20110411,181.38,6.5353,1.051,1088.68,166.57,1144.15,6.537,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.31,#N/A,#N/A,#N/A,#N/A
20110404,175.8,6.5399,1.0419,1088.94,166.422,1131.926,6.5457,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.26,#N/A,#N/A,#N/A,#N/A
20110328,169.97,6.5552,1.0299,1110.12,169.288,1141.774,6.5584,101.1,119174.3,100.1,52.9,51.8,105.3,104.7,6.06,1556.9,114.2,1442.6,31458.43
20110321,165.28,6.5563,1.0134,1124.48,171.392,1134.416,6.5606,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.06,#N/A,#N/A,#N/A,#N/A
20110314,164.06,6.5711,.9922,1131.2,172.106,1124.022,6.5691,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.06,#N/A,#N/A,#N/A,#N/A
20110307,171.73,6.5694,1.008,1117.02,170.138,1127.808,6.571,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.06,#N/A,#N/A,#N/A,#N/A
20110228,178.9,6.5703,1.0159,1126.925,171.465,1142.8575,6.5712,101.07,#N/A,100.26,53.4,51.8,105.4,104.6,6.06,1522,1.4,1520.6,30446.74
20110221,185.89,6.5746,1.0073,1121.6,170.614,1129.668,6.5771,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.06,#N/A,#N/A,#N/A,#N/A
20110214,190.54,6.5842,1.0034,1120.8,170.092,1123.982,6.587,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.06,#N/A,#N/A,#N/A,#N/A
20110207,184.97,6.578,1.0086,1109.16,168.796,1120.766,6.5884,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.01,#N/A,#N/A,#N/A,#N/A
20110131,183.41,6.5751,1.0088,1118.5,169.635,1110.795,6.5876,101,#N/A,100.28,52.2,51.7,104.9,104.3,5.81,967.36,-73.06,1040.42,29913.86
20110124,183.75,6.5826,.9938,1118.48,169.924,1112.072,6.589,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.81,#N/A,#N/A,#N/A,#N/A
20110117,180.38,6.5842,.9944,1115.38,169.346,1108.136,6.5888,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.81,#N/A,#N/A,#N/A,#N/A
20110110,173.24,6.6111,.9926,1120.22,169.26,1112.31,6.6117,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.81,#N/A,#N/A,#N/A,#N/A
20110103,168.91,6.6126,.9989,1127.36,170.65,1135.852,6.6293,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.81,#N/A,#N/A,#N/A,#N/A
20101227,167.46,6.616,1.0118,1147.02,173.222,1158.558,6.6252,100.92,104641.3,100.49,52.9,54.5,104.9,103.7,5.81,1507.34,64.61,1442.73,29316.74
20101220,167.73,6.6499,.9988,1155.2,173.536,1150.598,6.6521,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.6,#N/A,#N/A,#N/A,#N/A
20101213,167.37,6.6593,.9925,1146.84,172.214,1136.236,6.6591,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.56,#N/A,#N/A,#N/A,#N/A
20101206,163.85,6.6531,.9869,1138.08,171.006,1121.92,6.6591,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.56,#N/A,#N/A,#N/A,#N/A
20101129,162.15,6.6631,.9657,1152.58,172.954,1113.99,6.6709,100.82,#N/A,100.86,53.9,54.4,104.6,104.1,5.56,1541.5,130.8,1410.7,28473.38
20101122,160.36,6.6518,.9778,1137.14,171.134,1116.95,6.6511,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.56,#N/A,#N/A,#N/A,#N/A
20101115,157.09,6.6395,.9831,1131.06,170.362,1112.498,6.6419,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.56,#N/A,#N/A,#N/A,#N/A
20101108,154.95,6.6437,1.0039,1111.36,167.174,1117.822,6.6441,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.56,#N/A,#N/A,#N/A,#N/A
20101101,149.15,6.6751,1.0028,1114.76,166.992,1113.046,6.6789,100.71,#N/A,101.14,55.2,55.3,105.1,104.7,5.56,1533.3,228.9,1304.4,27678.09
20101025,146.67,6.6719,.9813,1123.4,168.436,1103.094,6.6892,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.56,#N/A,#N/A,#N/A,#N/A
20101018,148.55,6.6514,.9835,1122.6,168.9,1103.092,6.6687,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.46,#N/A,#N/A,#N/A,#N/A
20101011,147.96,6.6595,.9897,1118.88,167.848,1106.444,6.6647,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20101004,140.81,6.6845,.9732,1125.34,168.18,1095.916,6.683,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100927,138.96,6.6904,.9673,1147.4,171.426,1105.932,6.7024,100.56,119642.5,101.02,54.7,54.8,104.4,103.9,5.31,1359.8,271.5,1088.3,27608.99
20100920,136.12,6.7092,.9502,1162.6,173.135,1096.82,6.7054,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100913,137.22,6.7397,.9361,1162.64,172.306,1087.41,6.7298,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100906,139.46,6.7851,.9194,1174.14,172.886,1076.44,6.7797,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100830,141.18,6.8068,.9016,1190.54,174.94,1073.07,6.8046,100.42,#N/A,100.54,53.8,52.9,103.6,103,5.31,1449.9,168.8,1281.1,26483.03
20100823,144.48,6.7988,.8862,1188.1,174.784,1052.964,6.8007,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100816,146.52,6.7945,.897,1181.16,173.832,1059.474,6.7944,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100809,143.39,6.779,.904,1172.58,173.128,1064.264,6.785,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100802,138.99,6.7719,.9134,1172.96,173.178,1070.352,6.7738,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100726,132.91,6.7774,.8996,1189.78,175.524,1068.718,6.7768,100.36,#N/A,99.97,51.7,51.9,103.5,103,5.31,1393.9,201.9,1192,25478.38
20100719,120.81,6.7787,.8812,1207.86,178.212,1059.37,6.7813,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100712,116.97,6.7742,.8788,1200.96,177.316,1056.794,6.7747,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100705,124.17,6.7765,.8576,1221.28,180.23,1042.562,6.7765,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100628,135.54,6.7855,.8516,1215.34,178.998,1040.126,6.7856,100.39,106238.7,99.77,51.2,49.4,103.3,102.8,5.31,1455.2,287.3,1167.9,25388.94
20100621,141.48,6.8027,.872,1187.72,174.408,1039.172,6.8071,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100614,143.01,6.8306,.8627,1223.34,179.048,1053.49,6.8276,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100607,144.56,6.8306,.8314,1234.62,180.758,1020.774,6.8282,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100531,140.74,6.829,.8398,1203.85,176.2875,1015.8325,6.828,100.53,#N/A,100.07,52.1,50.4,102.9,102.7,5.31,1374,200.3,1173.7,24542.75
20100524,139.4,6.8303,.8327,1226.56,179.612,1018.556,6.8279,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100517,155.23,6.8276,.8512,1149.575,168.38,997.51,6.8276,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100510,169.42,6.8275,.8975,1138.34,166.732,1020.186,6.8271,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100503,173.81,6.8261,.9084,1119,163.9375,1018.7175,6.8268,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100426,175.19,6.8258,.9273,1111.04,162.762,1028.074,6.8263,100.78,#N/A,100.67,53.9,52.7,103.1,103.1,5.31,1317.6,195.3,1122.3,24395.06
20100419,178.58,6.8267,.9253,1113.32,163.09,1031.002,6.8263,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100412,170.06,6.8257,.931,1115.26,163.396,1039.836,6.826,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100405,159.23,6.8248,.9248,1123.5,164.608,1039.088,6.826,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
