품목비교 Historical Data
조회기간 :,2008-07-21 ~ 2018-07-19
표시기준 :,Value(Price)로 표시
순서 :,최근부터(DESC)
병합기준 :,Union
[주간평균 기준]
,"철광석 Fines (Daily) [중국(수입가 CFR)] 현물USD/ton","USD/CNY (미국 달러 / 중국 인민폐)","AUD/USD (호주 달러 / 미국 달러)","USD/KRW (미국 달러 / 한국 원)","CNY/KRW (중국 인민폐 / 한국 원)","AUD/KRW (호주 달러 / 한국 원)","USD/RMB (미국 달러 / 중국 인민폐)","중국 경기선행지수Index","중국 GDP 전체(value)100 million CNY","중국 기업신뢰지수Long term average=100","중국 CFLP 제조업 PMI 지수Index","중국 HSBC 제조업 PMI 지수Index","중국 소비자물가지수the same month last year=100","중국 소매가격지수Index","중국 기준금리Percent","중국 수출액100 million dollars","중국 무역수지100 million dollars","중국 수입액100 million dollars","중국 외환보유고100 million dollars"
20100329,152.48,6.8261,.9165,1134.38,166.174,1038.146,6.8263,101.07,99532.4,101.13,55.7,55.2,102.8,102.8,5.31,1199.2,16.8,1182.4,24905.12
20100322,145.54,6.8267,.9107,1136.08,166.406,1037.926,6.8265,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100315,137.48,6.8261,.9184,1131.9,165.808,1039.814,6.8262,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100308,130.29,6.8262,.914,1134.76,166.216,1036.098,6.8264,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100301,131.18,6.8263,.9013,1150.825,168.5725,1038.5325,6.8266,101.33,#N/A,101.14,55.1,57,102.4,102.3,5.31,1121.1,-72.4,1193.5,24470.84
20100222,129.95,6.8266,.8946,1154.02,169.018,1032.302,6.827,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100215,125.49,6.833,.8955,1149.5,168.22,1028.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100208,124.12,6.8302,.8778,1165.04,170.58,1019.474,6.827,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100201,121.98,6.827,.8796,1158.26,169.658,1021.588,6.8271,101.55,#N/A,101.05,52,55.8,102.7,102.5,5.31,945.2,76.1,869.1,24245.91
20100125,120,6.8269,.8991,1151.62,168.678,1035.988,6.827,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100118,124.93,6.827,.9142,1129.04,165.368,1034.412,6.8272,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100111,126.5,6.8269,.9271,1125.08,164.778,1042.7,6.8273,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100104,122.02,6.8274,.9135,1147.9,168.124,1046.908,6.8278,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091228,109.74,6.8279,.8951,1171.275,171.5375,1042.495,6.8282,101.72,87616.7,101.45,55.8,57.4,101.5,101.8,5.31,1094.8,141.7,953.1,24152.21
20091221,106.78,6.8281,.8814,1181.175,172.98,1040.9875,6.8285,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091214,103.99,6.8282,.8981,1165.96,170.758,1053.334,6.828,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091207,99.32,6.8277,.9126,1157.66,169.548,1055.848,6.8277,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091130,98.58,6.8267,.9237,1160.3,169.95,1068.428,6.827,101.76,#N/A,101.74,56.6,56.1,101.9,101.4,5.31,1037.2,-85.7,1122.9,23991.52
20091123,102.33,6.8283,.9188,1156.88,169.398,1064.754,6.8273,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091116,101.29,6.8273,.9247,1155.7,169.268,1074.282,6.8274,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091109,97.36,6.8265,.9289,1161.68,170.172,1077.364,6.827,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091102,92.38,6.8276,.9065,1182.04,173.128,1070.25,6.8279,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091026,88.77,6.8282,.9132,1189.26,174.158,1087.05,6.8283,101.63,#N/A,101.65,55.2,55.7,100.6,100,5.31,1136.5,190.9,945.6,23887.88
20091019,86.79,6.8276,.9242,1172.8,171.766,1084.408,6.8275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091012,85.19,6.8264,.9123,1166.14,170.842,1062.52,6.827,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091005,85.24,6.8262,.8923,1171.56,171.62,1037.854,6.827,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090928,85.3,6.8269,.8726,1188.95,174.1425,1039.37,6.8286,101.32,101032.8,101.42,55.2,55.4,99.5,98.7,5.31,1107.6,239.8,867.8,23282.72
20090921,83.4,6.8275,.8699,1201.94,176.042,1042.698,6.8281,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090914,79.58,6.8276,.8658,1217.04,178.254,1054.036,6.8278,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090907,76.15,6.8287,.8603,1232.54,180.49,1059.464,6.8293,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090831,77,6.8305,.8376,1246.86,182.548,1043.908,6.8311,100.86,#N/A,101.11,54.3,55,99.2,98.5,5.31,1159.4,129.3,1030.1,22725.95
20090824,85.64,6.8313,.8384,1246.8,182.512,1041.014,6.8312,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090817,94.75,6.8335,.8251,1247.84,182.59,1033.176,6.8326,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090810,102.2,6.8345,.8375,1234.56,180.644,1031.296,6.8344,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090803,99,6.831,.8406,1223.08,179.036,1028.244,6.8308,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090727,91.61,6.8315,.8252,1243.16,181.978,1020.384,6.832,100.22,#N/A,100.84,54,52.8,98.8,98,5.31,1037.1,157.1,880,22108.27
20090720,87.05,6.8309,.8153,1253.06,183.438,1018.582,6.8313,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090713,81.83,6.832,.7946,1282.82,187.766,1016.88,6.8321,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090706,79.85,6.8329,.787,1273.1,186.322,1003.482,6.8326,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090629,76.9,6.8321,.8052,1276.42,186.814,1026.812,6.832,99.4,90014.1,100.64,53.3,#N/A,98.2,97.5,5.31,1054.2,106.3,947.9,21746.18
20090622,76.05,6.8343,.7973,1277.82,186.96,1017.828,6.8328,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090615,74.94,6.8358,.7986,1260.32,184.378,1005.872,6.8342,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090608,72.24,6.8349,.8034,1251.88,183.152,1004.218,6.8348,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090601,68.31,6.8309,.8085,1245.6,182.374,1005.084,6.8317,98.41,#N/A,100.58,53.2,#N/A,98.3,97.7,5.31,954.1,82.5,871.6,21316.06
20090525,64.45,6.8277,.7834,1257.36,184.166,983.816,6.8281,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090518,64.15,6.8244,.7728,1254.08,183.742,963.884,6.8252,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090511,63.67,6.8236,.7584,1247.1,182.79,949.49,6.8239,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090504,61.38,6.8216,.7479,1280.7,187.805,954.0875,6.8222,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090427,60.31,6.8243,.7191,1345.425,197.095,960.1275,6.8261,97.35,#N/A,100.55,53.1,#N/A,98.6,98.1,5.31,887.6,133.9,753.7,20894.91
20090420,58.73,6.8306,.7081,1343.22,196.674,954.566,6.8309,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090413,59.23,6.8327,.7232,1328.46,194.414,963.066,6.8307,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090406,59.96,6.8356,.7109,1331.42,194.786,949.908,6.8354,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090330,60.48,6.8454,.6987,1366.1,199.9,950.522,6.8342,96.3,83981.3,100.32,53.5,#N/A,98.5,98.1,5.31,919.3,131.3,788,20088.8
20090323,59.7,6.82,.6976,1381.24,202.222,965.366,6.8314,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090316,62.47,6.8333,.6728,1432.78,209.642,957.78,6.8318,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090309,62.37,6.8397,.6463,1522.68,222.608,981.906,6.8347,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090302,64.81,6.8422,.64,1554.8,227.252,991.718,6.8382,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090223,69.04,6.8381,.6459,1506.5,220.348,974.992,6.8361,95.31,#N/A,99.5,52.4,#N/A,98.8,98.5,5.31,902.9,185.6,717.3,19537.41
20090216,74.98,6.8368,.643,1439.58,210.622,927.648,6.8357,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090209,81.86,6.8335,.6613,1386.96,202.968,920.872,6.8335,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090202,78.83,6.8388,.6432,1384.8,202.498,889.354,6.8375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090126,74.25,6.838,.6567,1380.8667,201.89,912.4867,#N/A,94.43,#N/A,97.97,49,#N/A,98.4,98.4,5.31,648.9,48.4,600.5,19120.66
20090119,73.34,6.8375,.6555,1370.98,200.486,903.368,6.8379,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090112,74.09,6.836,.6716,1353.84,198.058,913.578,6.839,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090105,73.64,6.8339,.7129,1310.56,191.836,936.478,6.8376,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20081229,72.54,6.8298,.6981,1270.675,185.9025,879.62,6.8352,93.76,74053.1,96.14,45.3,#N/A,101,100.7,5.31,904.5,391.1,513.4,19134.56
20081222,76.43,6.8439,.6819,1309.825,191.3825,892.675,6.8378,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20081215,74.15,6.8412,.6849,1337.42,195.566,915.51,6.8381,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.58,#N/A,#N/A,#N/A,#N/A
20081208,69.38,6.8615,.6644,1430.44,208.214,942.368,6.8477,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.58,#N/A,#N/A,#N/A,#N/A
20081201,65.82,6.8801,.6448,1464.14,213.136,945.556,6.8504,93.41,#N/A,94.69,41.2,#N/A,101.2,101.4,5.58,1111.6,389.8,721.8,19460.3
20081124,#N/A,6.8251,.6501,1493.9,218.82,968.932,6.83,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.23,#N/A,#N/A,#N/A,#N/A
20081117,#N/A,6.8288,.6417,1432.56,209.794,913.274,6.83,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.66,#N/A,#N/A,#N/A,#N/A
20081110,#N/A,6.8272,.6558,1348.24,197.498,894.466,6.8278,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.66,#N/A,#N/A,#N/A,#N/A
20081103,#N/A,6.8304,.6863,1285.66,188.18,871.694,6.8264,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.66,#N/A,#N/A,#N/A,#N/A
20081027,#N/A,6.8418,.6455,1409.26,206.018,903.834,6.8315,93.44,#N/A,94.49,38.8,#N/A,102.4,102.7,6.78,1149.9,400.9,749,18847.17
20081020,#N/A,6.8353,.6666,1349.2,197.43,919.41,6.8334,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.93,#N/A,#N/A,#N/A,#N/A
20081013,#N/A,6.8338,.6876,1278.82,187.144,875.798,6.8289,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.93,#N/A,#N/A,#N/A,#N/A
20081006,#N/A,6.8264,.6918,1319.98,193.352,935.66,6.8324,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.08,#N/A,#N/A,#N/A,#N/A
20080929,#N/A,6.8333,.7897,1187.8,173.525,954.105,#N/A,93.84,88794.3,95.82,44.6,#N/A,104,104.6,7.2,1283.3,352.4,930.9,18796.88
20080922,#N/A,6.8247,.8369,1147.4,168.126,959.906,6.8152,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.2,#N/A,#N/A,#N/A,#N/A
20080915,#N/A,6.8379,.8025,1135.075,165.885,903.9325,6.8243,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.24,#N/A,#N/A,#N/A,#N/A
20080908,#N/A,6.8289,.8083,1103.16,161.288,893.412,6.8435,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.47,#N/A,#N/A,#N/A,#N/A
20080901,#N/A,6.8389,.8279,1120.02,163.812,938.93,6.8385,94.58,#N/A,97.44,51.2,#N/A,104.6,105.3,7.47,1364.4,293.7,1070.7,19055.85
20080825,#N/A,6.8201,.8594,1076.14,157.342,926.916,6.8377,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.47,#N/A,#N/A,#N/A,#N/A
20080818,#N/A,6.8514,.8722,1046.08,152.49,911.502,6.8534,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.47,#N/A,#N/A,#N/A,#N/A
20080811,#N/A,6.8617,.8737,1032.025,150.4625,906.1925,6.8641,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.47,#N/A,#N/A,#N/A,#N/A
20080804,#N/A,6.8523,.9106,1016.02,148.272,933.12,6.8527,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.47,#N/A,#N/A,#N/A,#N/A
20080728,#N/A,6.8336,.9449,1009.06,147.78,957.994,6.8329,95.56,#N/A,98.15,48.4,#N/A,104.9,105.5,7.47,1348.7,286.9,1061.8,18841.53
20080721,#N/A,6.8256,.9646,1013.64,148.518,981.35,6.8264,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.47,#N/A,#N/A,#N/A,#N/A
