품목비교 Historical Data
조회기간 :,2008-07-20 ~ 2018-07-18
표시기준 :,Value(Price)로 표시
순서 :,최근부터(DESC)
병합기준 :,Union
[주간평균 기준]
,"철광석 Fines (Daily) [중국(수입가 CFR)] 현물USD/ton","PDS 에너지 하위지수2015.01.02=100","PDS 비철금속 하위지수2015.01.02=100","PDS 철강 하위지수2015.01.02=100","PDS 석유화학 하위지수2015.01.02=100","PDS 농산물 하위지수2015.01.02=100","LMEX Index1999.04=1000","US Dollar IndexMar 1973=100","DRAMeXchange Index (DXI)2001.10.01=1000","TOCOM Index2002.05.31=100","Rogers International Commodities Index1998.07.31=1000","Rogers International Commodities Index Energy1998.07.31=1000","Rogers International Commodities Index Metals1998.07.31=1000","Rogers International Commodities Index Agriculture1998.07.31=1000"
20120430,146.32,#N/A,#N/A,#N/A,#N/A,#N/A,3541.04,72.5,3216.55,315.91,3736.7,837.82,2593.11,1134.83
20120423,146.77,#N/A,#N/A,#N/A,#N/A,#N/A,3516.98,72.51,3196.86,317.78,3745.63,841.77,2581.14,1139.08
20120416,148.41,#N/A,#N/A,#N/A,#N/A,#N/A,3462.24,72.9,3180.81,318.9,3715.47,835.78,2568.82,1126.33
20120409,148.73,#N/A,#N/A,#N/A,#N/A,#N/A,3483.7,73.14,3193.13,323.37,3757.65,843.24,2592.36,1144.01
20120402,147.49,#N/A,#N/A,#N/A,#N/A,#N/A,3596.75,72.98,3191.59,332.25,3820.71,858.68,2627.16,1163.37
20120326,146.85,#N/A,#N/A,#N/A,#N/A,#N/A,3588.26,72.81,3185.4,334.87,3830.93,867.16,2632.93,1156.47
20120319,144.55,#N/A,#N/A,#N/A,#N/A,#N/A,3623.02,73.06,3195.81,337.77,3861.8,879.01,2653.73,1157.82
20120312,145.1,#N/A,#N/A,#N/A,#N/A,#N/A,3679.44,73.33,3178.26,339.38,3886.13,878.73,2711.45,1164.42
20120305,143.31,#N/A,#N/A,#N/A,#N/A,#N/A,3624.3,72.95,3206.04,330.92,3868.13,875.8,2692.45,1158.76
20120227,142.53,#N/A,#N/A,#N/A,#N/A,#N/A,3736.72,72.26,3193.54,333.14,3930.23,882.4,2791.62,1175.72
20120220,137.65,#N/A,#N/A,#N/A,#N/A,#N/A,3694.2,72.46,3111.48,327.23,3915.38,874.97,2730.1,1162.77
20120213,139.11,#N/A,#N/A,#N/A,#N/A,#N/A,3623.38,72.56,3089.28,313.5,3809.61,849.34,2690.42,1153.98
20120206,144.04,#N/A,#N/A,#N/A,#N/A,#N/A,3744.46,72.1,3107.44,306.62,3803.98,829.36,2770.43,1164.52
20120130,141.92,#N/A,#N/A,#N/A,#N/A,#N/A,3697.16,72.3,3129.24,297.57,3760.19,811.52,2754.38,1161.91
20120123,139.18,#N/A,#N/A,#N/A,#N/A,#N/A,3707.18,72.82,#N/A,296.92,3765.53,814.91,2742.68,1164.23
20120116,140.15,#N/A,#N/A,#N/A,#N/A,#N/A,3582.14,73.48,3129.72,292.2,3699.85,813.66,2639.73,1136.74
20120109,141.47,#N/A,#N/A,#N/A,#N/A,#N/A,3428.88,74.02,3126.59,290.31,3696.35,824.79,2534.93,1143.99
20120102,139.09,#N/A,#N/A,#N/A,#N/A,#N/A,3329.08,73.54,3066.57,286.57,3707.6,837.64,2474.46,1148.7
20111226,137.13,#N/A,#N/A,#N/A,#N/A,#N/A,3261.83,73.54,2964.47,281.09,3627.66,811.12,2420.16,1139.19
20111219,134.23,#N/A,#N/A,#N/A,#N/A,#N/A,3259.92,73.58,2927.92,279.04,3572.32,799.91,2439.63,1104.97
20111212,136.12,#N/A,#N/A,#N/A,#N/A,#N/A,3241.92,73.76,2916.5,283.71,3525.75,790.12,2452.91,1077.61
20111205,139.7,#N/A,#N/A,#N/A,#N/A,#N/A,3416.94,72.46,2841,294.13,3665.09,821.84,2596.77,1107.15
20111128,134.7,#N/A,#N/A,#N/A,#N/A,#N/A,3367.92,72.65,2858.97,292.39,3673.02,823.31,2577.81,1113.68
20111121,142.18,#N/A,#N/A,#N/A,#N/A,#N/A,3228.96,73.1,2849.21,284.49,3616.08,803.87,2504.02,1111.55
20111114,143.68,#N/A,#N/A,#N/A,#N/A,#N/A,3372.1,72.13,2838.91,294.45,3722.52,822.74,2598.89,1157.39
20111107,131.17,#N/A,#N/A,#N/A,#N/A,#N/A,3386.5,71.71,2897.88,300.12,3753.12,823.82,2625.01,1176.36
20111031,121.08,#N/A,#N/A,#N/A,#N/A,#N/A,3453.62,71.33,2962.61,294.9,3719.9,799.52,2631.77,1189.99
20111024,128.45,#N/A,#N/A,#N/A,#N/A,#N/A,3479.84,70.35,3018.12,286.2,3738.21,798.86,2636.03,1207.29
20111017,148.98,#N/A,#N/A,#N/A,#N/A,#N/A,3269.76,71.41,3072.37,283.79,3635.54,773.4,2498.06,1199.05
20111010,162.93,#N/A,#N/A,#N/A,#N/A,#N/A,3372.5,71.64,3096.15,282.78,3641.75,765.78,2578.91,1198.6
20111003,169.2,#N/A,#N/A,#N/A,#N/A,#N/A,3242.56,73.2,3113.95,272.35,3476.05,717.87,2491.54,1161.08
20110926,170.57,#N/A,#N/A,#N/A,#N/A,#N/A,3302.5,72.27,3132.81,274.63,3544.01,730.91,2523.12,1191.45
20110919,175.7,#N/A,#N/A,#N/A,#N/A,#N/A,3559.52,71.68,3160.98,294.68,3701.75,752.12,2745.76,1238.78
20110912,177.95,#N/A,#N/A,#N/A,#N/A,#N/A,3829.74,70.88,3080.71,300.79,3900.85,786.71,2918.25,1310.1
20110905,180.58,#N/A,#N/A,#N/A,#N/A,#N/A,3910.08,70.46,3016.85,308.85,3957.84,789.75,2985.58,1342.3
20110829,179.68,#N/A,#N/A,#N/A,#N/A,#N/A,3994.55,68.93,3037.78,305.27,3987.39,791.08,3019.66,1358.34
20110822,178.4,#N/A,#N/A,#N/A,#N/A,#N/A,3868,69,3045.02,300.69,3893.44,767.38,2948.89,1335.96
20110815,176.97,#N/A,#N/A,#N/A,#N/A,#N/A,3867.3,68.88,3068.13,296.57,3856.89,765.75,2937.75,1308.35
20110808,176.94,#N/A,#N/A,#N/A,#N/A,#N/A,3837.32,69.36,3120,291.22,3748.7,746.42,2886.62,1259.55
20110801,177.23,#N/A,#N/A,#N/A,#N/A,#N/A,4144.76,69,3177.25,301.99,3943.12,802.12,3017.72,1296.48
20110725,175.26,#N/A,#N/A,#N/A,#N/A,#N/A,4319.82,68.31,3233.22,306.69,4079.18,850.2,3119.27,1302.01
20110718,173.75,#N/A,#N/A,#N/A,#N/A,#N/A,4266.14,68.98,3276.39,308.94,4077.73,853.97,3079.17,1303.83
20110711,172.6,#N/A,#N/A,#N/A,#N/A,#N/A,4217.34,69.58,3314.08,307.09,4046.04,846.48,3011.72,1307.2
20110704,169.84,#N/A,#N/A,#N/A,#N/A,#N/A,4205.72,69.42,3361.48,304.59,4005.81,841.03,3004.26,1282.1
20110627,167.18,#N/A,#N/A,#N/A,#N/A,#N/A,4082.5,69.5,3399,293.9,3909.28,810.45,2913.54,1277.09
20110620,170.37,#N/A,#N/A,#N/A,#N/A,#N/A,3996.28,69.76,3437.75,298.15,3916.74,805.51,2895.01,1299.39
20110613,173.53,#N/A,#N/A,#N/A,#N/A,#N/A,4028.9,69.72,3487.71,306.47,4031.37,841.08,2915.49,1331.09
20110606,171.48,#N/A,#N/A,#N/A,#N/A,#N/A,4073.68,69.09,3534.71,306.41,4137.52,866.62,2975.11,1364.05
20110530,170.58,#N/A,#N/A,#N/A,#N/A,#N/A,4082.18,69.32,3553.14,306.6,4144.08,863.97,2969.26,1377.5
20110523,172.77,#N/A,#N/A,#N/A,#N/A,#N/A,4021.18,70.3,3564.88,303.5,4089.48,848.79,2925.88,1367.36
20110516,176.86,#N/A,#N/A,#N/A,#N/A,#N/A,4012.88,70.03,3580.75,298.54,4039.62,835.5,2882.79,1358.18
20110509,179.56,#N/A,#N/A,#N/A,#N/A,#N/A,4021.36,69.62,3595.57,300.69,4053.28,855.19,2907.8,1327.18
20110502,182.16,#N/A,#N/A,#N/A,#N/A,#N/A,4136.35,68.43,3608.88,309.82,4192.48,894.02,3013.91,1353.4
20110425,179.74,#N/A,#N/A,#N/A,#N/A,#N/A,4295.1,68.57,3632.11,321.26,4379.71,943.04,3130.86,1402.68
20110418,179.14,#N/A,#N/A,#N/A,#N/A,#N/A,4304.9,69.34,3671.01,321.16,4338.78,921.1,3100.94,1416.09
20110411,181.38,#N/A,#N/A,#N/A,#N/A,#N/A,4338.86,69.67,3707.74,324.76,4322.16,914.06,3091.81,1416.93
20110404,175.8,#N/A,#N/A,#N/A,#N/A,#N/A,4342.04,70.22,3727.54,325.77,4370.37,920.5,3088.32,1450.86
20110328,169.97,#N/A,#N/A,#N/A,#N/A,#N/A,4277.66,70.58,3718.98,306.43,4231.6,885.44,3015.6,1409.39
20110321,165.28,#N/A,#N/A,#N/A,#N/A,#N/A,4315.92,70.33,3699.8,301.74,4218.76,880.36,3016.65,1407.23
20110314,164.06,#N/A,#N/A,#N/A,#N/A,#N/A,4172.8,70.84,3756.64,294.45,4066.51,848.29,2918.23,1354.07
20110307,171.73,#N/A,#N/A,#N/A,#N/A,#N/A,4202.72,71.06,3636.21,309.22,4211.1,871.12,2956.94,1436.46
20110228,178.9,#N/A,#N/A,#N/A,#N/A,#N/A,4426.16,70.98,3669.28,307.14,4249.48,860.9,3045.65,1470.56
20110221,185.89,#N/A,#N/A,#N/A,#N/A,#N/A,4335.86,71.63,3719.01,301.67,4114.97,830.06,2976.35,1423.47
20110214,190.54,#N/A,#N/A,#N/A,#N/A,#N/A,4419.38,72.27,3766.65,295.13,4035.69,770.3,2992.87,1473.56
20110207,184.97,#N/A,#N/A,#N/A,#N/A,#N/A,4414.66,72.19,3807.52,288.44,4025.03,771.91,2965.25,1470.53
20110131,183.41,#N/A,#N/A,#N/A,#N/A,#N/A,4387.32,71.82,3776.92,284.18,4037.45,791.46,2933.34,1447.02
20110124,183.75,#N/A,#N/A,#N/A,#N/A,#N/A,4151.9,72.23,3612.33,279.3,3902.69,763.17,2803.26,1411.72
20110117,180.38,#N/A,#N/A,#N/A,#N/A,#N/A,4189.92,72.62,3543,281.45,3920.04,780.43,2842.43,1379.72
20110110,173.24,#N/A,#N/A,#N/A,#N/A,#N/A,4211.84,73.41,3548.11,282.51,3903.13,782.62,2882.78,1346.47
20110103,168.91,#N/A,#N/A,#N/A,#N/A,#N/A,4196.68,73.41,3552.62,277.85,3858.16,766.89,2878.19,1337.67
20101227,167.46,#N/A,#N/A,#N/A,#N/A,#N/A,4170.43,73.52,3565.61,276.21,3870.38,767.88,2852.73,1347.88
20101220,167.73,#N/A,#N/A,#N/A,#N/A,#N/A,4092.8,74.16,3594.9,277.26,3827.74,762.19,2808,1337.39
20101213,167.37,#N/A,#N/A,#N/A,#N/A,#N/A,4006.28,73.61,3599.71,274.33,3742.94,749.45,2764.28,1294.02
20101206,163.85,#N/A,#N/A,#N/A,#N/A,#N/A,3939.22,73.73,3574.61,272.28,3712.04,751.6,2739.88,1266.38
20101129,162.15,#N/A,#N/A,#N/A,#N/A,#N/A,3802.76,74.18,3677.55,266.98,3603.86,733.96,2670.85,1217.45
20101122,160.36,#N/A,#N/A,#N/A,#N/A,#N/A,3694.9,73.7,3727.91,260.75,3467.05,702.9,2601.76,1179.86
20101115,157.09,#N/A,#N/A,#N/A,#N/A,#N/A,3738.94,73.17,3793.71,259.58,3491.74,701.01,2617.1,1193.91
20101108,154.95,#N/A,#N/A,#N/A,#N/A,#N/A,3978.48,72.04,3880.66,264.52,3688.51,733.32,2788.87,1270.36
20101101,149.15,#N/A,#N/A,#N/A,#N/A,#N/A,3884.86,71.54,3953.32,253.82,3611.99,718.43,2717.6,1247.02
20101025,146.67,#N/A,#N/A,#N/A,#N/A,#N/A,3841.82,72.31,4126.69,249,3521.31,695.76,2676.76,1218.57
20101018,148.55,#N/A,#N/A,#N/A,#N/A,#N/A,3831.44,72.3,4183.78,249.63,3470.33,692.17,2658.25,1181.66
20101011,147.96,#N/A,#N/A,#N/A,#N/A,#N/A,3848.5,71.82,4220.04,255.21,3496.97,703.85,2670.15,1179.45
20101004,140.81,#N/A,#N/A,#N/A,#N/A,#N/A,3768.76,72.45,4211.52,256.7,3401.86,707.09,2606.08,1097.36
20100927,138.96,#N/A,#N/A,#N/A,#N/A,#N/A,3680.58,73.44,4233.38,249.32,3338.72,679.34,2544.06,1110.04
20100920,136.12,#N/A,#N/A,#N/A,#N/A,#N/A,3583.82,74.47,4242.51,248.37,3285.85,660.14,2482.13,1115.31
20100913,137.22,#N/A,#N/A,#N/A,#N/A,#N/A,3517.38,75.11,4239.92,245.6,3271.09,667.91,2434.94,1098.73
20100906,139.46,#N/A,#N/A,#N/A,#N/A,#N/A,3474.1,75.95,4243.81,240.53,3218.98,661.81,2395.35,1072.5
20100830,141.18,#N/A,#N/A,#N/A,#N/A,#N/A,3426.73,76.3,4176.63,238.89,3154.22,652.57,2358.93,1039.86
20100823,144.48,#N/A,#N/A,#N/A,#N/A,#N/A,3289.48,76.68,4120.84,235.5,3091.78,642.76,2285.05,1020.45
20100816,146.52,#N/A,#N/A,#N/A,#N/A,#N/A,3357.14,76.08,4143.45,240.5,3139.05,660.12,2318.88,1022.85
20100809,143.39,#N/A,#N/A,#N/A,#N/A,#N/A,3359.26,75.79,4209.17,245.02,3186.33,685.78,2315,1020.23
20100802,138.99,#N/A,#N/A,#N/A,#N/A,#N/A,3428.16,74.79,4227.82,250.34,3269.11,719.26,2358.53,1023.03
20100726,132.91,#N/A,#N/A,#N/A,#N/A,#N/A,3273.86,75.85,4286.2,244.9,3110.19,687.72,2255.65,965.09
20100719,120.81,#N/A,#N/A,#N/A,#N/A,#N/A,3113.44,76.54,4357.56,242.08,3051.86,682.96,2180.65,941.81
20100712,116.97,#N/A,#N/A,#N/A,#N/A,#N/A,3044.76,76.8,4348.63,245.56,3017.94,674.28,2154.73,933.46
20100705,124.17,#N/A,#N/A,#N/A,#N/A,#N/A,3030.42,77.34,4311.25,239.98,2964.02,660.87,2155.54,909.57
20100628,135.54,#N/A,#N/A,#N/A,#N/A,#N/A,2995.9,78.4,4296.35,248.15,2939.52,667.75,2140.75,881.29
20100621,141.48,#N/A,#N/A,#N/A,#N/A,#N/A,3040.18,78.35,4281.32,258.24,3007.3,693.81,2181.88,886.21
20100614,143.01,#N/A,#N/A,#N/A,#N/A,#N/A,3025.54,78.51,4302.78,259.14,3008.69,697.46,2165.87,885.15
20100607,144.56,#N/A,#N/A,#N/A,#N/A,#N/A,2890.6,79.93,4314.03,251.39,2885.94,667.62,2089.43,848.49
20100531,140.74,#N/A,#N/A,#N/A,#N/A,#N/A,2982.25,79.71,4212.14,254.46,2897.25,663.46,2124.03,856.67
20100524,139.4,#N/A,#N/A,#N/A,#N/A,#N/A,3157.84,79.5,4293.56,243.71,2921.88,649.35,2205,879.85
20100517,155.23,#N/A,#N/A,#N/A,#N/A,#N/A,3082.88,79.2,4345.95,254.24,2924.76,654.48,2186.22,879.24
20100510,169.42,#N/A,#N/A,#N/A,#N/A,#N/A,3281.58,77.83,4324.7,274.7,3099.71,715.66,2328.57,895.69
20100503,173.81,#N/A,#N/A,#N/A,#N/A,#N/A,3233.6,77.33,4348.78,272.74,3168.79,743.65,2312.88,913.23
20100426,175.19,#N/A,#N/A,#N/A,#N/A,#N/A,3524.76,75.95,4373.92,285.23,3263.52,774.06,2419.21,919.96
20100419,178.58,#N/A,#N/A,#N/A,#N/A,#N/A,3658.9,75.38,4454.97,276.51,3272.89,766.52,2466.98,928.21
20100412,170.06,#N/A,#N/A,#N/A,#N/A,#N/A,3717.44,74.85,4488.42,280.2,3293.73,778,2501.36,919.6
20100405,159.23,#N/A,#N/A,#N/A,#N/A,#N/A,3672.85,75.38,4552.95,278.95,3276.94,781.17,2466.65,908.97
20100329,152.48,#N/A,#N/A,#N/A,#N/A,#N/A,3608.33,75.52,4604.34,267.87,3206.34,754.97,2402.29,906.94
20100322,145.54,#N/A,#N/A,#N/A,#N/A,#N/A,3435.6,75.62,4510.54,256.43,3151.49,735.89,2311.37,913.96
20100315,137.48,#N/A,#N/A,#N/A,#N/A,#N/A,3453.62,74.75,4262.95,255.55,3193.41,744.81,2350.07,925.49
20100308,130.29,#N/A,#N/A,#N/A,#N/A,#N/A,3454,75.01,4102.16,256.97,3199.45,748.6,2348.93,924.79
20100301,131.18,#N/A,#N/A,#N/A,#N/A,#N/A,3431.68,75.19,4062.02,250.22,3193.62,736.82,2328.35,944.23
20100222,129.95,#N/A,#N/A,#N/A,#N/A,#N/A,3296.72,75.7,4028.53,252.23,3165.04,730.7,2253.01,948.68
20100215,125.49,#N/A,#N/A,#N/A,#N/A,#N/A,3304.08,75.48,#N/A,247,3167.69,728.18,2284.72,947.35
20100208,124.12,#N/A,#N/A,#N/A,#N/A,#N/A,3076.82,75.53,3948.66,236.36,3038.28,691.93,2141.29,932.05
20100201,121.98,#N/A,#N/A,#N/A,#N/A,#N/A,3054.08,75.35,3867.09,244.53,3042.46,700.84,2149.15,918.7
20100125,120,#N/A,#N/A,#N/A,#N/A,#N/A,3272.44,74.64,3910.39,241.22,3073.59,694.82,2245.31,931.57
20100118,124.93,#N/A,#N/A,#N/A,#N/A,#N/A,3421.74,74.03,3936.61,254.92,3180.35,721.85,2353.57,951.31
20100111,126.5,#N/A,#N/A,#N/A,#N/A,#N/A,3456.42,73.07,4009.83,263.04,3288.43,753.98,2404.67,978.33
20100104,122.02,#N/A,#N/A,#N/A,#N/A,#N/A,3484.88,73.68,3944,265.49,3368.19,777.25,2408.89,1007.62
20091228,109.74,#N/A,#N/A,#N/A,#N/A,#N/A,3401.6,74.01,3907.94,257.34,3272.83,748.58,2324.03,994.6
20091221,106.78,#N/A,#N/A,#N/A,#N/A,#N/A,3286.7,74.19,3708.47,246.69,3179.05,718.91,2278.18,974.51
20091214,103.99,#N/A,#N/A,#N/A,#N/A,#N/A,3240.68,73.74,3672.54,241.94,3158.53,701.42,2268.16,988.87
20091207,99.32,#N/A,#N/A,#N/A,#N/A,#N/A,3193.8,72.82,3646.38,244.94,3132.45,700.95,2242.03,973.63
20091130,98.58,#N/A,#N/A,#N/A,#N/A,#N/A,3215.46,71.8,3619.91,249.85,3246.86,739.3,2293.82,995.69
20091123,102.33,#N/A,#N/A,#N/A,#N/A,#N/A,3136.38,72.06,3664.61,245.58,3218.37,737.71,2239.4,988.34
20091116,101.29,#N/A,#N/A,#N/A,#N/A,#N/A,3135.1,72.3,3720.85,249.64,3241.38,750.78,2228.85,990.35
20091109,97.36,#N/A,#N/A,#N/A,#N/A,#N/A,3004.78,72.28,3812.43,246.17,3169.1,748.08,2137.93,957.37
20091102,92.38,#N/A,#N/A,#N/A,#N/A,#N/A,3013.44,73.07,3737.57,245.35,3176.36,757.06,2128.72,951.99
20091026,88.77,#N/A,#N/A,#N/A,#N/A,#N/A,3050.8,73.19,3627.67,247.71,3159.67,756.55,2124.22,939.35
20091019,86.79,#N/A,#N/A,#N/A,#N/A,#N/A,3059.18,72.26,3508.77,249.91,3239.42,777.39,2152.61,966.88
20091012,85.19,#N/A,#N/A,#N/A,#N/A,#N/A,2930.52,72.24,3471.07,238.85,3110.4,736.55,2091.26,938.43
20091005,85.24,#N/A,#N/A,#N/A,#N/A,#N/A,2876.44,73.12,3190.71,224.34,2953.58,691.72,2051.44,886.58
20090928,85.3,#N/A,#N/A,#N/A,#N/A,#N/A,2816.68,73.96,3096.96,218.86,2890.64,676.4,1999.06,870.45
20090921,83.4,#N/A,#N/A,#N/A,#N/A,#N/A,2851.7,73.7,2972.81,222.63,2896.31,673.29,2021.53,874.57
20090914,79.58,#N/A,#N/A,#N/A,#N/A,#N/A,2896.76,73.58,2854.46,228.29,2962.65,699.92,2044.59,883.43
20090907,76.15,#N/A,#N/A,#N/A,#N/A,#N/A,2938.8,73.96,2839.78,230.76,2918.88,689.75,2042.1,862.52
20090831,77,#N/A,#N/A,#N/A,#N/A,#N/A,2876.88,75.37,2759.99,227.61,2882.01,671.04,1995.29,873
20090824,85.64,#N/A,#N/A,#N/A,#N/A,#N/A,2931.64,75.18,2689.15,235.91,2979.03,717.56,1974.33,888.43
20090817,94.75,#N/A,#N/A,#N/A,#N/A,#N/A,2861.66,75.68,2666.76,234.57,2955.13,718.14,1930.43,878.93
20090810,102.2,#N/A,#N/A,#N/A,#N/A,#N/A,2927.62,75.74,2625.51,244.33,3016.85,721.64,1976.72,914.84
20090803,99,#N/A,#N/A,#N/A,#N/A,#N/A,2910.16,74.87,2571.7,241.98,3073.81,741.95,1987.13,928.85
20090727,91.61,#N/A,#N/A,#N/A,#N/A,#N/A,2659.1,75.6,2488.05,231.74,2904.19,695.49,1848.03,895.42
20090720,87.05,#N/A,#N/A,#N/A,#N/A,#N/A,2582.3,75.71,2419.25,224.52,2872.18,684.89,1808.59,896.37
20090713,81.83,#N/A,#N/A,#N/A,#N/A,#N/A,2428.12,76.77,2356.99,209.85,2753.75,637.57,1712.75,897.09
20090706,79.85,#N/A,#N/A,#N/A,#N/A,#N/A,2331.56,77.81,2355.48,212.92,2715.3,635.5,1674.46,878.03
20090629,76.9,#N/A,#N/A,#N/A,#N/A,#N/A,2417.5,77.5,2324.27,232.47,2913.51,713.01,1743.26,908.3
20090622,76.05,#N/A,#N/A,#N/A,#N/A,#N/A,2386.72,77.67,2303.9,229.82,2918.85,712.75,1729.78,919.84
20090615,74.94,#N/A,#N/A,#N/A,#N/A,#N/A,2393.6,77.54,2323.56,239.32,2991.18,738.48,1739.2,939.79
20090608,72.24,#N/A,#N/A,#N/A,#N/A,#N/A,2466.18,77.06,2336.19,244.09,3058.59,738,1799.64,985.3
20090601,68.31,#N/A,#N/A,#N/A,#N/A,#N/A,2345.3,76.2,2393.45,235.45,3020.68,715.35,1742.4,1011.29
20090525,64.45,#N/A,#N/A,#N/A,#N/A,#N/A,2209.15,76.9,2385.03,219.89,2880.86,672.46,1646.18,989.6
20090518,64.15,#N/A,#N/A,#N/A,#N/A,#N/A,2165.96,78.42,2415.17,214.48,2791,640.14,1619.7,973.11
20090511,63.67,#N/A,#N/A,#N/A,#N/A,#N/A,2172.96,79.53,2432.27,216.42,2759.06,625.79,1620.85,969.34
20090504,61.38,#N/A,#N/A,#N/A,#N/A,#N/A,2227.38,80.59,2420.24,221.12,2708.16,609.09,1630.2,948.02
20090427,60.31,#N/A,#N/A,#N/A,#N/A,#N/A,2079.64,81.78,2369.3,201.64,2520.47,553.82,1538.24,901.65
20090420,58.73,#N/A,#N/A,#N/A,#N/A,#N/A,2113.94,82.95,2358.62,206.97,2499.58,543.67,1567.39,889.78
20090413,59.23,#N/A,#N/A,#N/A,#N/A,#N/A,2211.38,82.15,2283.16,216.87,2577.55,574.63,1603.47,896.33
20090406,59.96,#N/A,#N/A,#N/A,#N/A,#N/A,2060.48,82.75,2218.19,217,2557.81,579.03,1528.94,895
20090330,60.48,#N/A,#N/A,#N/A,#N/A,#N/A,1936.22,82.88,2230.2,211.39,2517.6,568.14,1483.79,880.23
20090323,59.7,#N/A,#N/A,#N/A,#N/A,#N/A,1914.16,81.83,2175.06,213.84,2567.13,603.53,1488.03,867.95
20090316,62.47,#N/A,#N/A,#N/A,#N/A,#N/A,1868.2,83.11,2130,199.81,2468.4,562.54,1454.69,862.61
20090309,62.37,#N/A,#N/A,#N/A,#N/A,#N/A,1779.08,85.46,2124.25,196.71,2344.4,524.01,1410.63,829.84
20090302,64.81,#N/A,#N/A,#N/A,#N/A,#N/A,1761.74,85.89,2168.8,197.31,2315.7,518.5,1393.32,817.83
20090223,69.04,#N/A,#N/A,#N/A,#N/A,#N/A,1692.68,84.51,2245.49,197.8,2314.4,511.81,1371.5,838.23
20090216,74.98,#N/A,#N/A,#N/A,#N/A,#N/A,1663.92,84.44,2277.95,191.24,2253.8,478.95,1376.96,840.13
20090209,81.86,#N/A,#N/A,#N/A,#N/A,#N/A,1765.68,82.59,2407.72,190.86,2423.58,533.23,1408.46,894.86
20090202,78.83,#N/A,#N/A,#N/A,#N/A,#N/A,1758.56,82.59,2468.83,183.39,2443.46,545.3,1386.18,899.95
20090126,74.25,#N/A,#N/A,#N/A,#N/A,#N/A,1726.94,81.85,2248.97,182.33,2483.19,559.67,1366.04,920.66
20090119,73.34,#N/A,#N/A,#N/A,#N/A,#N/A,1721.32,83.16,2249.57,175.05,2479.15,566.17,1335.76,915.9
20090112,74.09,#N/A,#N/A,#N/A,#N/A,#N/A,1772.2,81.49,2252.39,176.77,2503.72,578.44,1360.21,906.4
20090105,73.64,#N/A,#N/A,#N/A,#N/A,#N/A,1827.44,79.65,2222.14,189.9,2666.04,629.82,1406.77,954.32
20081229,72.54,#N/A,#N/A,#N/A,#N/A,#N/A,1700.4,79.13,2160.61,174.81,2531.64,588.15,1329.76,923.74
20081222,76.43,#N/A,#N/A,#N/A,#N/A,#N/A,1638.77,79.26,2174.42,169.31,2389.06,534.08,1266.86,901.22
20081215,74.15,#N/A,#N/A,#N/A,#N/A,#N/A,1656.48,78.94,2080.77,173.41,2500.77,613.66,1281.61,879.42
20081208,69.38,#N/A,#N/A,#N/A,#N/A,#N/A,1735.68,82.31,2077.93,171.18,2495.26,639.64,1289.19,833.16
20081201,65.82,#N/A,#N/A,#N/A,#N/A,#N/A,1792.3,83.76,2113.34,175.73,2500.83,643.41,1295.27,830.53
20081124,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1971.94,82.91,2198.03,194.51,2780.85,747.76,1419.33,886.41
20081117,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1957.06,84.23,2304.16,190.41,2721.36,730.31,1374.14,874.85
20081110,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2034.94,83.37,2369.37,202.5,2902.16,816.12,1415.34,903.28
20081103,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2176.52,81.64,2404,212.42,3084.05,892.45,1484.63,934.61
20081027,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2244.94,83.5,2422.9,207.03,3101.98,906.79,1487.83,930.05
20081020,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2174.6,82.55,2481.29,222.2,3160.33,957.59,1451.46,935.8
20081013,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2483.32,79.89,2547.84,246.59,3387.48,1041.15,1624.52,962.81
20081006,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2648.16,78.68,2587.63,269.16,3671.42,1169.64,1741.84,1007.18
20080929,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2954.92,76.38,2632.49,303.73,4067.33,1320.36,1873.91,1110.12
20080922,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3274.9,74.13,2719.17,319.61,4486.4,1461.46,2042.41,1223.45
20080915,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3242.96,75.84,2769.06,298.41,4235.32,1334.89,1961.89,1193.97
20080908,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3329.14,76.65,2793.44,319.69,4395.36,1414.97,1984.42,1227.4
20080901,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3424.76,75.77,2844.61,338.34,4602.37,1490.61,2074.34,1277.15
20080825,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3575.28,74.77,2981.09,356.95,4872.53,1598.13,2165.3,1342.41
20080818,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3575.08,74.58,3022.01,352.25,4866.99,1591.93,2134.61,1355.11
20080811,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3455.46,74.54,2998.73,355.53,4776.18,1579.03,2100.43,1310.92
