품목비교 Historical Data
조회기간 :,2008-07-20 ~ 2018-07-18
표시기준 :,Value(Price)로 표시
순서 :,최근부터(DESC)
병합기준 :,Union
[일간 기준]
,"철광석 Fines (Daily) [중국(수입가 CFR)] 현물USD/ton","Baltic Dry Index (BDI)1985.01.04","Baltic Capesize Index (BCI)1999.03.01","Baltic Panamax Index (BPI)1998.05.06","Baltic Clean Tanker Index (BCTI)1998.08.03","Baltic Dirty Tanker Index (BDTI)1998.08.03","Baltic Supramax index (BSI)2005.01.01","Baltic Handysize Index (BHSI)2006.05.23","SSY/Pacific Capesize Index1997.1.6=4114","SSY/Atlantic Capesize Index1997.1.6=5000","Howe Robinson Container Index1997.1.15=1000","China Containerized Freight Index (CCFI)1998.1.1=1000","Shanghai Containerized Freight Index (SCFI)2009.10.16=1000","China Coastal Bulk Freight Index (CBFI)2000.1.1=1000","China Newbuilding Price Index (CNPI)2011.07.01=1000","China Bulker Newbuilding Price Index (CNDPI)2011.07.01=1000","China Tanker Newbuilding Price Index (CNTPI)2011.07.01=1000","China Container Newbuilding Price Index (CNCPI)2011.07.01=1000"
20171108,62.26,1486,3259,1515,544,807,961,654,#N/A,#N/A,584,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20171107,62.66,1477,3101,1558,542,814,988,658,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20171106,63.36,1473,3044,1567,542,820,1001,661,5674,8277,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20171103,59.88,1476,3036,1562,540,843,1014,664,#N/A,#N/A,#N/A,779.47,818.73,1234.48,#N/A,#N/A,#N/A,#N/A
20171102,59.79,1482,3059,1539,539,855,1027,668,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20171101,59.35,1496,3137,1503,534,867,1043,673,#N/A,#N/A,588,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20171031,58.52,1522,3219,1492,528,871,1060,679,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20171030,58.75,1534,3217,1498,523,904,1081,685,5903,8452,#N/A,#N/A,#N/A,#N/A,765,780,822,786
20171027,60.08,1546,3220,1517,524,914,1100,687,#N/A,#N/A,#N/A,775.54,806.81,1241.43,#N/A,#N/A,#N/A,#N/A
20171026,61.47,1555,3182,1553,516,920,1117,688,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20171025,62.24,1573,3202,1592,515,912,1129,690,#N/A,#N/A,596,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20171024,62.42,1588,3202,1626,515,901,1130,687,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20171023,62,1586,3187,1642,520,899,1128,683,5729,8345,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20171020,62.46,1578,3145,1643,527,896,1126,679,#N/A,#N/A,#N/A,772.27,747.38,1279.6,#N/A,#N/A,#N/A,#N/A
20171019,60.88,1582,3186,1648,531,902,1116,673,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20171018,#N/A,1566,3134,1646,540,907,1105,666,#N/A,#N/A,613,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20171017,62.72,1552,3079,1651,544,916,1094,663,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20171016,62.94,1523,2980,1637,551,913,1082,656,5696,7893,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20171013,62.53,1485,2871,1606,563,903,1069,649,#N/A,#N/A,#N/A,772.65,724.93,1228.55,#N/A,#N/A,#N/A,#N/A
20171012,60.09,1458,2859,1556,573,870,1050,635,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20171011,59.65,1433,2882,1504,591,856,1020,623,#N/A,#N/A,615,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20171010,61.01,1418,2894,1465,599,818,996,618,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20171009,62.67,1411,2906,1438,609,783,978,613,5703,8060,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20171006,62.24,1405,2929,1406,615,776,971,610,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20171005,61.48,1382,2888,1345,617,766,965,607,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20171004,62.05,1320,2667,1276,622,760,968,609,#N/A,#N/A,616,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20171003,62.05,1308,2618,1247,634,758,984,612,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20171002,62.05,1328,2671,1268,651,775,1006,614,5343,7716,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170930,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,765,774,822,788
20170929,62.05,1356,2738,1308,667,776,1021,616,#N/A,#N/A,#N/A,803.25,715.97,1227.8,#N/A,#N/A,#N/A,#N/A
20170928,62.89,1391,2824,1352,671,782,1041,616,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170927,64.15,1429,2942,1406,666,783,1054,613,#N/A,#N/A,634,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170926,64.95,1476,3101,1446,652,780,1065,607,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170925,63.06,1503,3173,1474,629,781,1068,602,5948,8408,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170922,63.56,1502,3147,1493,621,772,1061,596,#N/A,#N/A,#N/A,812.38,735.91,1271.19,#N/A,#N/A,#N/A,#N/A
20170921,66.09,1470,2948,1514,617,760,1050,586,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170920,69.65,1449,2861,1531,610,751,1033,576,#N/A,#N/A,634,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170919,68.85,1415,2723,1536,587,740,1017,562,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170918,71.76,1398,2681,1529,575,744,997,551,5379,7588,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170915,72.13,1385,2685,1521,548,744,977,536,#N/A,#N/A,#N/A,823.76,774.6,1215.22,#N/A,#N/A,#N/A,#N/A
20170914,73.99,1361,2642,1499,545,739,950,529,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170913,76.56,1337,2628,1464,548,732,923,520,#N/A,#N/A,628,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170912,76.37,1344,2724,1429,560,725,908,513,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170911,74.49,1355,2813,1394,580,715,898,509,5381,7734,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170908,74.36,1332,2767,1375,590,707,888,504,#N/A,#N/A,#N/A,833.61,774.27,1112.74,#N/A,#N/A,#N/A,#N/A
20170907,75.61,1296,2614,1351,609,701,875,499,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170906,76.82,1250,2438,1314,607,699,868,494,#N/A,#N/A,624,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170905,78.39,1215,2313,1275,624,698,863,491,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170904,77.86,1187,2243,1227,674,691,860,487,4800,6998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170901,#N/A,1183,2264,1198,737,682,856,486,#N/A,#N/A,#N/A,839.84,801.95,1087.35,#N/A,#N/A,#N/A,#N/A
20170831,78.91,1184,2293,1189,703,677,853,486,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170830,76.08,1181,2282,1195,648,667,851,482,#N/A,#N/A,604,#N/A,#N/A,#N/A,760,768,818,782
20170829,76.36,1203,2381,1215,564,659,848,477,4917,7324,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170828,77.15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170825,78.38,1209,2406,1235,521,643,845,474,#N/A,#N/A,#N/A,846.73,821.35,1076.81,#N/A,#N/A,#N/A,#N/A
20170824,77.16,1200,2333,1259,508,627,840,473,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170823,77.82,1222,2382,1311,510,620,833,470,#N/A,#N/A,604,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170822,79.65,1249,2489,1345,511,621,824,468,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170821,79.93,1266,2584,1349,511,622,817,466,5105,7585,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170818,77.94,1260,2574,1345,511,621,806,465,#N/A,#N/A,#N/A,853.79,859.92,1137.33,#N/A,#N/A,#N/A,#N/A
20170817,75.41,1247,2542,1336,520,618,791,465,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170816,72.97,1207,2324,1310,517,620,776,464,#N/A,#N/A,580,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170815,73.68,1169,2155,1289,530,617,765,464,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170814,74.71,1155,2093,1272,546,618,760,465,4457,6874,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170811,75.19,1138,2013,1256,551,621,759,466,#N/A,#N/A,#N/A,856.5,878.27,1149.79,#N/A,#N/A,#N/A,#N/A
20170810,76.68,1092,1837,1228,552,620,756,466,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170809,#N/A,1050,1702,1192,555,618,756,467,#N/A,#N/A,570,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170808,75.46,1038,1659,1170,556,616,759,472,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170807,76.17,1036,1655,1158,556,614,762,475,4046,6151,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170804,74.12,1032,1637,1153,556,619,764,478,#N/A,#N/A,#N/A,865.5,897.28,1143.06,#N/A,#N/A,#N/A,#N/A
20170803,72.93,1023,1602,1143,556,628,767,482,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170802,72.3,993,1475,1118,552,632,772,488,#N/A,#N/A,561,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170801,73.56,965,1331,1098,543,632,779,492,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170731,73.7,946,1225,1095,541,639,783,496,3503,5186,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170730,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,759,763,819,784
20170728,68.73,933,1139,1109,544,640,789,498,#N/A,#N/A,#N/A,874.38,925.45,1155.56,#N/A,#N/A,#N/A,#N/A
20170727,70.2,942,1138,1146,545,644,798,500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170726,70.43,968,1206,1192,551,647,807,500,#N/A,#N/A,541,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170725,69.48,980,1221,1225,556,646,813,500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170724,67.86,977,1171,1248,549,649,814,500,3492,5172,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170721,67.14,977,1154,1258,550,655,812,499,#N/A,#N/A,#N/A,877.33,837.42,1152.94,#N/A,#N/A,#N/A,#N/A
20170720,68.05,964,1093,1260,548,649,807,497,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170719,70.24,948,1028,1252,545,642,798,495,#N/A,#N/A,547,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170718,68.84,932,984,1226,546,643,786,492,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170717,66.81,912,933,1202,549,648,776,489,3194,4798,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170714,65.74,900,933,1173,551,644,769,486,#N/A,#N/A,#N/A,859.88,861.91,1141.99,#N/A,#N/A,#N/A,#N/A
20170713,65.91,888,928,1141,557,644,758,484,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170712,64.05,859,846,1098,565,647,744,480,#N/A,#N/A,545,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170711,65.4,830,755,1069,567,651,733,477,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170710,64.05,820,730,1061,569,651,729,474,2874,4447,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170707,62.8,822,753,1062,580,649,732,471,#N/A,#N/A,#N/A,851.59,889.38,1079.09,#N/A,#N/A,#N/A,#N/A
20170706,61.96,829,818,1063,583,647,735,470,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170705,63.28,847,901,1060,566,656,742,470,#N/A,#N/A,523,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170704,63.23,871,997,1062,563,656,747,470,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170703,64.29,882,1032,1068,562,659,751,468,3203,4899,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170630,64.95,901,1086,1091,563,663,754,467,#N/A,#N/A,#N/A,851.6,918.83,1079.65,764,768,823,789
20170629,64.71,920,1146,1119,569,668,758,464,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170628,62.33,929,1170,1150,568,670,761,459,#N/A,#N/A,529,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170627,59.7,903,1066,1151,570,671,757,458,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170626,#N/A,884,1005,1145,564,681,750,454,3057,4757,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170623,56.75,870,987,1138,559,683,744,451,#N/A,#N/A,#N/A,851.26,827.27,1125.08,#N/A,#N/A,#N/A,#N/A
20170622,56.53,855,993,1109,546,686,734,447,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170621,56.82,844,1020,1070,537,688,724,445,#N/A,#N/A,538,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170620,56.45,847,1110,1017,527,690,717,441,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170619,56.3,848,1169,984,521,699,708,437,3474,5229,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170616,55.75,851,1213,964,522,702,701,435,#N/A,#N/A,#N/A,845.54,838.36,1107.26,#N/A,#N/A,#N/A,#N/A
20170615,55.23,855,1277,938,517,704,690,431,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170614,54.43,865,1362,903,522,705,679,427,#N/A,#N/A,549,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170613,53.36,870,1442,865,529,699,665,424,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170612,54.87,870,1481,833,533,700,658,424,3740,5498,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170609,55.43,849,1438,813,539,702,654,425,#N/A,#N/A,#N/A,841.59,869.5,993.93,#N/A,#N/A,#N/A,#N/A
20170608,55.36,824,1381,793,540,705,649,425,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170607,55.43,821,1379,783,545,708,652,429,#N/A,#N/A,565,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170606,56.03,818,1366,783,546,718,658,434,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170605,55.9,821,1353,789,548,733,666,441,3657,5363,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170602,57.79,830,1374,792,554,742,674,446,#N/A,#N/A,#N/A,840.09,894.86,983.21,#N/A,#N/A,#N/A,#N/A
20170601,55.97,850,1430,810,559,756,685,449,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170531,57.02,878,1511,829,558,768,698,455,#N/A,#N/A,588,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170530,58.5,900,1564,842,556,785,712,461,3923,5752,#N/A,#N/A,#N/A,#N/A,766,769,825,793
20170529,58.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170526,57.91,912,1591,845,549,807,721,469,#N/A,#N/A,#N/A,846.27,853.43,992.43,#N/A,#N/A,#N/A,#N/A
20170525,60.24,918,1595,848,540,814,728,473,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170524,60.52,934,1654,849,538,825,737,478,#N/A,#N/A,596,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170523,62,949,1706,850,520,821,746,486,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170522,63.19,954,1704,854,516,799,753,496,4048,5885,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170519,62.69,956,1668,870,513,785,759,502,#N/A,#N/A,#N/A,848.27,830.8,983.2,#N/A,#N/A,#N/A,#N/A
20170518,61.6,957,1638,894,516,765,764,504,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170517,62.2,960,1590,925,523,757,771,505,#N/A,#N/A,603,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170516,61.17,980,1632,956,522,737,778,507,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170515,60.8,994,1661,978,536,742,782,508,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170512,61.38,1014,1725,992,540,741,784,509,#N/A,#N/A,#N/A,837.74,865.03,957.28,#N/A,#N/A,#N/A,#N/A
20170511,60.38,1012,1695,1006,545,748,787,510,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170510,#N/A,1005,1645,1011,546,763,790,510,#N/A,#N/A,606,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170509,60.75,1007,1635,1007,550,772,794,512,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170508,60.15,1001,1571,1009,558,775,799,517,3734,5694,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170505,61.73,994,1480,1023,566,774,811,523,#N/A,#N/A,#N/A,818.61,894.43,979.57,#N/A,#N/A,#N/A,#N/A
20170504,65.2,1004,1458,1048,570,768,822,532,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170503,68.68,1034,1542,1096,579,767,835,540,#N/A,#N/A,613,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170502,68.72,1073,1668,1140,590,778,849,550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170430,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,766,766,827,795
20170428,68.8,1109,1779,1187,613,785,861,559,#N/A,#N/A,#N/A,818.99,909.25,1002.18,#N/A,#N/A,#N/A,#N/A
20170427,66.42,1134,1798,1260,620,786,870,569,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170426,66.62,1147,1790,1320,637,797,881,576,#N/A,#N/A,612,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170425,66.07,1154,1767,1371,646,802,887,577,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170424,66.53,1170,1780,1429,654,812,892,577,3970,6126,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170421,68.22,1195,1830,1494,661,812,895,575,#N/A,#N/A,#N/A,806.53,807.55,1015.7,#N/A,#N/A,#N/A,#N/A
20170420,65.36,1243,1991,1553,660,819,899,572,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170419,64.6,1278,2130,1612,643,800,900,568,#N/A,#N/A,610,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170418,63.2,1294,2220,1621,638,814,898,563,4474,6913,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170417,66.25,1296,2249,1611,645,800,899,560,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170414,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,803,810.17,1082.92,#N/A,#N/A,#N/A,#N/A
20170413,68.68,1296,2249,1611,645,800,899,560,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170412,68.04,1282,2252,1583,639,790,893,554,#N/A,#N/A,603,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170411,74.38,1262,2227,1533,646,776,891,552,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170410,74.71,1231,2165,1466,661,776,888,549,4374,6679,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170407,75.45,1223,2173,1427,665,775,886,547,#N/A,#N/A,#N/A,788.43,809.27,1127.72,#N/A,#N/A,#N/A,#N/A
20170406,80.92,1215,2184,1387,672,777,882,545,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170405,81.54,1223,2229,1371,679,773,880,543,#N/A,#N/A,587,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170404,79.45,1255,2382,1377,704,778,881,542,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170403,79.36,1282,2518,1379,739,781,882,541,4897,7453,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170331,80.39,1297,2597,1374,751,790,881,540,#N/A,#N/A,#N/A,778.83,830.02,1134.68,#N/A,#N/A,#N/A,#N/A
20170330,81.78,1324,2690,1366,771,794,882,539,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,762,756,824,795
20170329,82.25,1338,2755,1346,784,800,885,538,#N/A,#N/A,574,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170328,82.01,1333,2765,1306,792,802,893,535,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170327,81.57,1282,2620,1253,803,799,895,530,4909,7268,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170324,85.06,1240,2482,1218,806,804,896,526,#N/A,#N/A,#N/A,778.15,758.81,1245.52,#N/A,#N/A,#N/A,#N/A
20170323,86.36,1196,2345,1170,807,812,892,521,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170322,84.99,1190,2378,1119,767,826,888,516,#N/A,#N/A,515,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170321,87.59,1200,2441,1101,767,826,886,512,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170320,91.49,1205,2466,1103,748,824,884,510,4925,7245,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170317,92.34,1196,2413,1108,720,824,879,508,#N/A,#N/A,#N/A,785.66,747.03,1275.57,#N/A,#N/A,#N/A,#N/A
20170316,92.61,1172,2265,1129,701,832,877,508,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170315,90.93,1147,2136,1150,680,835,877,505,#N/A,#N/A,467,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170314,88.14,1112,1929,1185,660,847,877,502,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170313,88.26,1099,1843,1207,646,850,875,499,4323,6150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170310,86.72,1086,1789,1211,644,850,874,495,#N/A,#N/A,#N/A,791.09,761.15,1274.76,#N/A,#N/A,#N/A,#N/A
20170309,86.79,1064,1678,1220,638,862,872,491,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170308,87.19,1045,1578,1220,634,859,868,485,#N/A,#N/A,444,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170307,89.8,1033,1556,1194,620,839,861,477,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170306,89.73,979,1345,1154,617,838,852,468,3552,5082,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170303,91.32,939,1227,1118,611,841,846,462,#N/A,#N/A,#N/A,794.99,778.86,1152.26,#N/A,#N/A,#N/A,#N/A
20170302,92.36,904,1097,1084,603,837,840,457,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170301,91.26,871,994,1041,601,831,833,451,#N/A,#N/A,425,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20170228,91.27,859,1021,995,601,835,825,444,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,762,747,829,801
