,철광석 Fines (Daily) [중국(수입가 CFR)] 현물USD/ton,Bloomberg(DJ-UBS) Commodity Index1991=100,Bloomberg Commodity Total Return1991=100,TR/CC CRB Index1967=100,S&P GSCI1970=100,GSCI Energy1970=100,GSCI Petroleum1970=100,GSCI Non-Energy1970=100,GSCI Reduced Energy Index (CPW 2)1970=100,GSCI Light Energy Index (CPW 4)1970=100,GSCI Industrial Metals1970=100,GSCI Precious Metals1970=100,GSCI Agriculture1970=100,GSCI Livestock1970=100,GSCI Softs1970=100,Reuters Index of Commodity Prices1931.09.18=100,CRB BLS Spot Index1967=100,PDS 원자재 지수2015.01.02=100,PDS 귀금속 하위지수2015.01.02=100
20160127,42.43,76.12,153.43,164.1798,293.4082,112.6,120.18,302.86,301.54,304.57,249.71,1461.96,280.85,300.42,85.43,2100.1,381.63,71.619,88.861
20160126,41.08,75.5,152.17,162.6789,288.8254,109.35,116.46,302.33,298.2,302.33,246.25,1468.12,283.02,296.86,86.8,2130.93,380.19,71.074,88.264
20160125,41.57,74.5,150.15,160.4594,283.1458,105.99,112.63,299.78,293.44,298.41,240.72,1447.23,283.04,293.97,87.02,2137.35,378.93,71.47,87.395
20160122,42.2,75.24,151.64,163.8033,290.2003,111.12,118.55,300.23,298.46,301.66,242.12,1434.22,283.17,295.34,88.31,2140.54,376.83,70.25,86.867
20160121,41.29,73.79,148.73,159.1402,278.0414,102.45,108.64,298.98,289.66,295.79,241.87,1436.5,282.24,291.92,87.97,2108.74,377.64,69.647,87.247
20160120,41.61,72.88,146.88,156.3184,271.806,98.9,104.64,295.81,284.32,291.26,238.32,1446.8,280.66,284.51,86.69,2123.95,377.69,70.317,86.665
20160119,42.78,73.61,148.36,159.4819,277.8981,102.52,108.84,298.48,289.4,295.43,240.8,1426.49,283.85,288.51,89.33,2146.2,377.25,70.004,86.288
20160118,42.66,73.49,148.11,159.9347,279.1693,104.29,110.79,296.18,289.52,294.59,237.37,1426.05,282.39,285.53,89.14,2136.32,376.57,70.953,86.563
20160115,41.12,73.49,148.11,159.9347,279.1693,104.29,110.79,296.18,289.52,294.59,237.37,1426.05,282.39,285.53,89.14,2129.26,376.57,73.492,86.75
20160114,40.22,74.56,150.27,163.1224,287.0227,109.84,116.94,297.12,295.25,298.45,241.1,1404.45,280.7,290.99,89.21,2153.31,376.09,73.473,86.42
20160113,39.51,74.63,150.41,162.3914,284.6477,108.03,114.44,297.25,293.65,297.53,238.79,1424.8,281.13,291.34,88.22,2150.79,375.59,73.637,86.404
20160112,41.19,74.43,150.01,162.0748,284.7576,108.8,115.42,295.36,293.1,296.44,236.17,1418.1,279.82,289.5,86.74,2145.23,375.6,74.399,87.381
20160111,41.31,75.12,151.4,164.2365,287.6189,111.6,118.1,293.49,294.47,296.53,237.65,1432.27,276.15,286.12,87.11,2158.2,373.94,75.611,87.799
20160108,42.13,76.73,154.63,168.578,295.5682,116.3,123.16,297,301.11,301.98,242.94,1434.81,280.59,285.66,88.87,2173.35,377.84,76.31,87.882
20160107,42.65,76.68,154.54,168.54,295.708,116.62,123.88,296.37,301.01,301.66,243.2,1450.77,278.54,285.51,89.38,2169.84,375.89,76.638,87.251
20160106,42.91,76.64,154.46,169.4543,297.9527,117.83,125.72,297.69,302.99,303.41,246.47,1428.23,277.49,292.06,89.02,2195.81,377.3,77.732,86.834
20160105,43.11,77.66,156.51,173.0666,307.1594,124.62,133.25,297.84,309.42,307.39,247,1412.35,277.94,292.63,90.36,2212.05,375.01,78.128,87.045
20160104,44.37,77.91,157,174.4858,309.638,126.65,135.54,297.28,310.95,308.11,247.12,1407.22,278.16,290.06,91.7,2221.07,374.74,78.448,85.414
20160101,43.57,78.56,158.31,176.2706,311.6524,126.76,135.65,301.27,313.64,311.34,253.08,1389.23,283.58,290.77,93.34,2234.58,374.7,78.409,85.414
20151231,43.57,78.56,158.31,176.2706,311.6524,126.76,135.65,301.27,313.64,311.34,253.08,1389.23,283.58,290.77,93.34,2234.58,374.7,78.165,85.414
20151230,43.42,78.09,157.36,174.8947,309.116,124.77,133.86,301.59,311.99,310.45,254.85,1389.18,283.59,290.13,93.03,2232.86,373.69,78.932,86.379
20151229,42.31,79.04,159.28,177.3438,315.2288,129.44,138.58,301.21,316.1,312.82,254.62,1399.7,283.91,287.02,91.67,2232.86,371.76,78.227,86.564
20151228,41.3,77.88,156.94,174.4632,309.4641,125.68,134.74,299.7,311.62,309.48,252.39,1399.59,281.57,288,91.29,2230.46,371.17,78.439,86.564
20151225,41,78.49,158.16,176.0938,314.0067,128.52,138.69,301.23,315.26,312.31,252.39,1413.74,283.86,288.43,92.07,2230.46,372.37,78.454,86.564
20151224,41,78.49,158.16,176.0938,314.0067,128.52,138.69,301.23,315.26,312.31,252.39,1413.74,283.86,288.43,92.07,2230.46,372.37,77.598,86.84
20151223,40.82,78.11,157.39,175.2168,311.729,126.94,137.05,300.92,313.58,311.16,253.16,1403.85,285,284.66,92.27,2229.7,372.22,76.903,86.975
20151222,40.8,77.17,155.5,171.9529,305.0127,122.67,132.49,298.86,308.26,307.09,249.23,1410.94,285.27,278.8,91.7,2220.88,376.31,77.025,87.103
20151221,40.46,77.7,156.57,172.4232,305.9356,122.85,132.58,300.29,309.36,308.33,252.23,1418.57,287.72,275.62,91.49,2223.05,377.26,76.889,85.357
20151218,40.1,77.45,156.07,172.1576,307.3863,124.45,134.87,298.79,309.88,308.06,249.73,1397.96,290.23,268.4,92.23,2216.87,377.33,77.454,85.285
20151217,39.43,76.6,154.36,170.7013,305.491,124.69,135.13,294.06,307.04,304.44,243.53,1375.75,287.66,262.36,90.81,2205.38,376.42,77.858,86.005
20151216,39.18,77.08,155.32,171.8119,307.7379,125.6,136.19,296.25,309.3,306.69,246.59,1413.41,285.87,268.77,90.88,2210.59,371.42,78.402,85.143
20151215,39.36,77.58,156.32,174.2269,314.2444,129.97,141.11,297.59,314.24,310.25,244.55,1390.53,289.71,270.9,91.14,2218.81,378.88,78.555,85.399
20151214,39.06,77.96,157.09,174.2633,312.3952,128.03,138.61,299.2,313.49,310.42,249.62,1391.84,290.28,270.79,91.08,2231.37,379.74,78.988,85.843
20151211,38.3,78.42,158.02,174.8561,313.9194,128.93,139.27,299.87,314.76,311.47,249.66,1408.26,289.16,274.59,91.51,2249.13,380.46,80.312,86.528
20151210,38.52,79.15,159.49,177.0283,319.5453,133.02,143.89,300.14,318.75,314.01,246.66,1406.32,291.84,273.63,92.14,2249.13,381.66,80.678,87.162
20151209,39.08,79.25,159.67,177.5599,319.067,133.01,143.76,299.15,318.09,313.22,246.56,1412.43,291.23,270.08,94.11,2258.54,384.9,80.611,86.673
20151208,38.65,79.17,159.52,177.3932,318.9979,133.11,143.88,298.72,317.91,312.94,245.88,1410.25,289.15,273.71,93.33,2255.46,385.29,81.137,87.64
20151207,39.06,79.51,160.19,178.5675,320.0561,133.66,144.55,299.4,318.86,313.79,245.63,1412.42,290.66,273.5,94.6,2271.74,385.96,82.685,86.83
20151204,40.03,81.7,164.61,183.242,331.3569,140.5,151.96,303.85,328.13,321.22,249.28,1424.93,294.72,278.95,95.16,2288.73,386.75,82.725,85.204
20151203,40.75,81.3,163.8,183.3043,333.439,143.14,155,300.72,328.56,320.24,244.83,1393.31,292.08,278.99,94.81,2280.85,385.89,82.39,85.531
20151202,41.13,80.37,161.93,180.8467,328.3091,139.83,151.28,299.29,324.54,317.21,246.41,1383.91,287.14,282.48,93.23,2288.01,385.53,83.362,86.217
20151201,42.24,81.75,164.72,184.3933,337.6981,145.94,158,301.78,331.85,322.68,247.46,1396.07,288.55,288.04,93.45,2277.86,385.23,83.26,85.66
20151130,42.97,81.08,163.35,182.5396,336.1496,145.84,157.87,298.74,329.79,320.21,244.84,1398.21,286.88,281.07,91.72,2273.71,384.22,83.445,85.482
20151127,44.5,81.1,163.39,183.2406,337.2942,146.56,158.79,299.11,330.71,320.92,244.5,1387.14,286.55,284.87,92.8,2290.69,383.82,83.787,86.709
20151126,43.98,82.27,165.75,185.7001,343.7227,150.84,163.33,300.56,335.63,324.5,244.66,1404.31,288.98,284.15,92.62,2297.21,383.85,83.731,85.941
20151125,44.07,82.27,165.75,185.7001,343.7227,150.84,163.33,300.56,335.63,324.5,244.66,1404.31,288.98,284.15,92.62,2279.26,383.85,83.639,86.525
20151124,43.89,82.14,165.5,185.2654,343.3872,150.92,163.32,299.62,335.09,323.8,244.95,1408.67,287.46,282.57,92.27,2279.26,382.22,83.014,85.998
20151123,44.75,81.5,164.2,183.4305,338.7375,147.27,159.08,300.17,332.05,322.16,239.97,1399.47,290.08,285.91,92.81,2276.33,382.94,83.37,87.269
20151120,44.91,81.42,164.04,183.7335,337.7184,146.61,158.53,299.89,331.25,321.56,243.92,1411.53,288.36,282.69,93.5,2290.21,383.29,83.14,87.032
20151119,45.44,81.74,164.68,184.1165,337.4616,146.41,157.83,299.9,331.08,321.46,245.97,1414.99,288.15,280.52,92.44,2279.69,382.59,83.272,86.247
20151118,46.35,81.57,164.33,183.6041,337.0207,146.73,157.86,298.05,330.17,320.17,245.64,1402.74,284.53,281.74,90.12,2279.69,382.89,83.245,87.103
20151117,45.58,81.74,164.68,183.713,335.889,145.68,156.53,298.65,329.59,320.05,248.12,1403.76,286.18,277.88,91.25,2281.59,384.08,83.773,87.593
20151116,47.74,82.46,166.13,185.4164,339.2868,148.07,159.15,299.04,332.07,321.72,248.78,1422.01,287.79,273.58,92.28,2272.42,383.43,83.672,87.554
20151113,48.14,82.43,166.07,184.7668,339.4793,147.25,158.33,301.8,333.09,323.44,254.26,1418.73,286.67,282.19,91.29,2281.7,383.55,84.508,87.953
20151112,47.81,82.87,166.95,186.4276,343.682,149.66,161.4,303.86,336.68,326.45,254.21,1419.05,288.41,287.58,91.47,2294.68,383.65,85.311,88.097
20151111,48.58,83.62,168.46,188.3477,348.067,153.11,165.47,303.3,339.53,327.98,258.95,1423.97,287.01,282.2,90.84,2295.46,383.95,86.062,88.531
20151110,48.24,84.04,169.32,189.4155,351.537,156.76,169.63,300.22,340.93,327.61,257.47,1429.2,284.92,274.31,90.48,2296.18,384.22,86.153,89.287
20151109,48.24,84.24,169.7,189.2229,350.9773,155.44,168.35,302.83,341.39,328.93,259.34,1429.08,286.7,279.84,88.53,2282.29,385.27,86.532,90.113
20151106,48.21,85.23,171.71,191.0338,353.6779,155.99,168.81,307.02,344.62,332.57,260.64,1431.22,291.67,285.86,89.61,2287.84,391,86.724,90.915
20151105,48.71,85.83,172.9,192.4353,355.4139,157.06,170.19,307.64,346.03,333.67,260.51,1453.32,292.69,284.42,90.92,2286.84,392.15,87.103,91.975
20151104,49.18,86.51,174.29,194.1339,360.0661,159.27,173.11,311.24,350.42,337.78,263.52,1456.45,294.93,291.69,90.46,2301.99,394.1,87.686,92.486
20151103,49.11,87.69,176.66,197.5565,368.1716,164.64,179.29,313.12,356.64,342.34,263.46,1467.63,295.51,297.73,93.09,2289.55,393.58,87.027,93.149
20151102,49.5,86.87,175,194.9138,360.5356,159.09,172.94,312.74,351.23,338.88,263.34,1494.98,292.61,299.88,92.2,2280.6,393.48,87.586,94.164
20151030,49.83,87.43,176.13,195.6069,363.4441,160.72,174.54,314.27,353.74,341.02,262.52,1503.12,295.23,301.12,90.85,2281.38,395.15,87.277,94.896
20151029,49.65,86.87,175,194.1585,360.4427,158.59,172.36,314,351.57,339.59,263.18,1509.85,292.88,303.6,90.32,2284.02,393.89,87.429,96.842
20151028,49.95,87.64,176.56,195.0743,361.5774,158.85,172.5,315.66,352.9,341.05,266.81,1551.49,291.11,306.58,90.54,2279.63,395.12,86.271,95.57
20151027,51.5,86.62,174.51,191.3357,351.2399,151.55,163.9,314.56,345.38,336.02,266.76,1534.86,292.03,301.39,89.49,2288.25,395.88,86.605,96.279
20151026,51.03,86.96,175.19,192.2803,354.6495,153.61,166.28,315.94,348.19,338.29,266.13,1535.77,293.08,305.86,89.91,2281.25,395.66,87.527,95.933
20151023,51.62,87.45,176.17,193.7146,357.0905,155.78,168.21,314.92,349.55,338.71,267.01,1530.96,289.22,309.17,89.23,2292.26,396.26,88.053,95.68
20151022,52.18,88.17,177.63,195.6112,359.9578,157.34,169.63,316.55,352.07,340.9,267.81,1534.94,290.06,313.25,90.2,2275.18,396.05,87.869,95.715
20151021,52.79,88.18,177.65,195.5871,359.1479,156.59,168.7,316.97,351.64,340.8,266.96,1534.76,291.58,312.8,89.99,2261.95,396.82,88.408,96.484
20151020,52.93,88.83,178.95,197.4247,362.7341,159.06,171.25,317.54,354.31,342.66,270.46,1549.15,289.82,313.73,90.18,2276.85,398.04,88.517,96.39
20151019,53.3,88.52,178.33,196.7286,361.6075,158.85,171.07,315.72,352.94,341.1,271.36,1542.83,287.92,309.37,90.26,2285.43,398.03,89.433,96.94
20151016,53.76,89.78,180.87,199.4474,369.2053,163.86,176.82,317.56,358.8,345.42,275.39,1557.8,290.62,305.58,90.64,2291.59,397.35,89.989,97.187
20151015,53.74,89.84,180.99,198.9909,366.5813,161.65,174.16,318.3,357.22,344.75,276.11,1563.49,292.89,302.55,91.13,2293.54,397.63,90.143,96.029
20151014,55.12,90.14,181.59,199.8289,368.1917,162.38,174.81,319.63,358.77,346.22,276.73,1553.96,294.98,304.09,91.3,2289.21,397.79,90.15,95.082
20151013,54.97,89.98,181.27,199.4603,368.5896,162.4,174.87,320.45,359.31,346.88,276.04,1534.86,297.56,304.74,90.68,2293.83,399.12,90.893,95.916
20151012,56.61,90.05,181.42,199.7291,370.2623,164.26,177.05,318.66,359.89,346.52,277.89,1533.35,293.24,304.21,90.71,2306.78,396.52,91.857,95.23
20151009,56.01,91.01,183.34,202.6893,379.5216,171.22,185.31,318.43,366.23,350.31,277.81,1522.77,293.69,303.34,90.46,2297.34,394.16,89.566,93.449
20151008,55.97,90.35,182.01,201.303,378.0004,171.02,185.28,315.75,364.31,348.07,266.63,1508.62,294.54,303.88,89.25,2279.71,399.76,89.138,94.214
20151007,53.14,90.11,181.53,199.5947,372.5723,166.55,180.44,317.02,360.96,346.52,269.1,1517.25,296.64,301.24,89.04,2270.6,399.98,88.932,93.877
20151006,53.14,90.27,181.85,200.1336,374.6524,168.43,182.77,316.05,362.08,346.82,266.29,1513.39,297.93,297.77,88.47,2259.57,400.18,87.72,92.475
20151005,53.14,88.8,178.89,196.3824,363.648,161.43,174.84,312.68,353.37,340.16,266.9,1500.15,294.76,290.35,88.33,2242.32,399.37,87.072,90.749
20151002,53.14,87.89,177.06,194.1059,358.2474,157.91,170.82,311.24,349.16,337.02,265.48,1494.27,291.68,292.89,86.9,2242.32,401.85,87.332,89.998
20151001,56.04,87.23,175.74,192.5104,356.7047,157.23,170.11,309.9,347.66,335.56,266.02,1459.46,291.76,289.49,85.93,2231.74,402.35,87.643,89.988
20150930,56.32,87.82,176.92,193.7648,359.3369,158.75,171.48,311.16,349.89,337.43,269.28,1461.29,290.69,293.47,84.99,2221.36,403.13,87.559,90.631
20150929,56.05,87.56,176.4,193.5748,358.6688,158.68,171.16,309.93,349.03,336.42,262.57,1475.47,288.51,299.13,84.28,2221.36,403.57,87.349,90.997
20150928,56.86,87.33,175.94,192.8042,355.6992,156.43,168.25,310.06,347.01,335.23,261.33,1480.85,287.6,302.58,83.93,2202.67,404.82,88.08,92.545
20150925,56.98,88.49,178.28,195.7119,362.0137,160.36,172.91,312.24,352.09,339.21,263.95,1503.21,289.72,302.44,84.55,2202.67,406.07,87.791,92.364
20150924,55.3,87.87,177.02,193.5806,358.3102,158.81,170.96,308.8,348.41,335.59,266.2,1513.03,283.37,297.49,82.44,2202.67,405.93,87.681,91.38
20150923,55.3,87.19,175.64,192.3764,357.2586,158.09,170.28,308.61,347.62,335.03,265.65,1483.27,284.17,298.4,81.28,2214.21,405.57,88.177,91.397
20150922,56.21,87.67,176.61,194.8191,362.2761,161.85,174.57,308.54,351.07,337.11,266.29,1475.07,281.45,304.05,81.23,2215.75,405.19,88.419,92.638
20150921,57.3,88.56,178.41,196.8464,364.5834,162.24,175,312.35,353.91,340.36,273.31,1489.37,283.99,305.91,82.06,2227.72,406.9,88.297,93.342
20150918,57.69,87.73,176.73,194.184,357.5946,157.81,169.8,310.15,348.35,336.09,273.56,1494.62,280.59,302.77,82.19,2241.87,404.46,89.155,90.924
20150917,57.37,89.03,179.36,198.2152,365.7614,163.04,175.58,312.56,354.79,340.99,278.42,1468.33,283.14,304.83,84.24,2251.08,405.98,89.209,90.44
20150916,57.21,89.46,180.22,198.9758,368.3738,164.67,177.39,313.46,356.89,342.63,278.43,1469.63,286.01,302.43,84.54,2256.34,406.28,88.056,89.532
20150915,57.28,88.57,178.43,196.0151,360.4379,158.3,169.88,314.8,351.83,340.06,276.14,1444.48,287.98,309.15,84.4,2220.44,407.75,88.165,89.577
20150914,58.1,88.57,178.43,195.7993,359.6135,157.41,168.74,315.62,351.53,340.2,275.48,1450.86,289.79,308.98,84.95,2223.46,407.71,88.824,89.938
20150911,59.01,88.93,179.14,196.7208,363.4742,160.73,172.84,314.31,353.78,341.06,280.08,1447.2,284.77,309.15,84.37,2211.5,407.25,89.176,90.768
20150910,59.01,89.15,179.59,198.0067,366.6428,163.26,175.83,313.81,355.81,342.1,281.23,1455.72,280.07,314.99,83.35,2231.3,405.18,88.812,90.942
20150909,58.18,88.22,177.72,195.7951,359.9198,158.7,170.78,312.56,350.75,338.51,279.45,1446.43,278.25,316.37,83.71,2231.49,405.18,89.289,91.21
20150908,57.42,89.35,180,198.3872,366.926,163.79,176.45,312.88,355.7,341.67,278.71,1470.6,277.73,317.42,82.26,2195.09,404.98,88.344,90.819
20150907,56.85,88.49,178.26,196.6991,364.873,163.77,176.7,308.57,352.88,338.23,271.48,1468.89,274.25,314.4,81.57,2184.49,405.54,89.204,91.135
20150904,56.5,88.49,178.26,196.6991,364.873,163.77,176.7,308.57,352.88,338.23,271.48,1468.89,274.25,314.4,81.57,2196.87,405.54,88.745,91.725
20150903,56.5,89.42,180.13,198.4987,369.6658,166.73,179.81,310.29,356.76,341.29,276.81,1474.2,273.68,316.62,81.7,2205.99,405.54,88.18,91.892
20150902,56.7,88.93,179.14,196.7755,366.6423,164.53,177.6,310.16,354.63,339.93,272.12,1484.44,275.61,316.28,79.84,2203.88,406.02,88.154,92.306
20150901,56.59,88.74,178.76,195.9985,364.1357,162.56,175.13,310.46,352.99,339.05,271.13,1491.22,277.49,314.01,80.29,2212.63,405.46,89.999,91.473
20150831,56.21,90.93,183.18,202.0906,380.848,174.16,188.45,312.81,365.33,347.53,273.5,1482.3,279.97,317.14,80.7,2224.36,406.3,88.372,91.473
20150828,56.04,89.36,180.01,197.1006,365.6513,162.88,175.45,312.79,354.79,341.07,273.5,1483.66,280.16,316.48,81.44,2224.36,405.21,87.28,90.267
20150827,53.93,87.72,176.71,192.6349,353.6202,154.35,165.9,311.6,346.07,335.27,269.79,1469.11,281.09,314.92,81.88,2205.23,404.85,85.523,90.462
20150826,53.67,85.14,171.51,185.2763,335.507,142.37,152.05,307.35,332.14,325.06,261.18,1467.66,278.7,311.36,79.8,2185.28,402.81,85.815,92.401
20150825,53.45,86.28,173.8,187.6591,339.7486,144.21,154.19,311.11,336.3,329.1,266.83,1489.78,281.15,314.04,80.05,2195.29,404.94,85.386,93.751
20150824,53.28,85.85,172.95,186.221,336.8843,142.27,152.12,310.58,334.14,327.57,260.95,1509.28,282.97,312.64,79.97,2175.87,407.09,87.006,94.852
20150821,56.1,87.8,176.88,191.3411,348.1086,149.77,160.53,313.01,342.71,333.77,267.39,1522.14,284.17,312.11,81.88,2226.32,410.09,90.114,94.431
20150820,55.84,89.23,179.75,194.6576,355.1996,153.37,164.3,317.78,349.17,339.62,271.61,1516.9,288.82,318.75,83.37,2240.28,411.53,90.065,91.824
20150819,56.41,88.53,178.33,193.7534,354.7857,154.32,165.53,314.18,347.72,337.3,266.91,1483.63,285.49,318.68,83.39,2247.42,410.2,90.688,91.957
20150818,56.92,89.29,179.87,196.771,362.2699,159.5,171.49,315.26,353.25,341.11,267.22,1466.63,286.5,322.55,84.27,2244.92,410.95,90.899,92.293
20150817,56.66,89.81,180.92,196.5294,362.4,159.02,170.83,316.92,353.88,342.16,271.22,1473.83,287.19,323.08,83.8,2260.7,410.76,91.402,93.021
20150814,56.74,90.36,182.01,197.9689,365.0184,160.71,172.48,317.67,355.94,343.71,273.57,1466.25,288.78,320.94,84.07,2279.74,411.39,91.857,92.393
20150813,57.02,90.45,182.21,197.83,365.67,161.16,173.07,317.75,356.42,344.04,273.3,1471.62,288.31,322.14,83.43,2288.24,408.32,92.164,92.578
20150812,56.31,90.83,182.97,198.9,367.89,163.98,175.77,314.39,356.86,342.98,274.23,1481.72,282.2,318.5,82.25,2288.24,406.6,92.102,91.922
20150811,56.22,91.12,183.54,199.31,367.05,161.97,173.83,318.38,357.57,344.99,272.07,1460.93,291.34,320.77,82.02,2288.46,407.56,92.573,90.385
20150810,56.4,92.62,186.57,202.45,375.04,166.14,178.63,323.46,364.76,351.4,280.11,1456.69,297.13,321.83,81.39,2291.02,409.18,91.649,89.691
20150807,56.4,90.48,182.26,198.32,365.42,161.19,173.16,317.15,356.04,343.57,273.97,1439.87,288.03,322.33,80.72,2277.46,406.92,92.062,89.207
20150806,56.4,90.53,182.36,198.54,367.43,163.22,175.45,315.59,356.93,343.49,274.09,1433.54,284.56,323.47,80.28,2284.78,409.39,93.426,88.884
20150805,56.78,90.83,182.96,199.78,369.32,164.23,176.66,316.75,358.62,344.99,274.71,1426.95,286.09,325.2,81.39,2293.49,410.24,93.695,89.215
20150804,55.29,91.12,183.54,200.87,371.33,165.7,178.28,316.81,360.03,345.87,277.76,1432.98,283.97,325.96,82.09,2296.52,410.06,93.369,89.841
20150803,55.63,90.43,182.16,199.3026,368.6768,164.12,176.74,315.67,357.82,344.07,276.34,1431.01,283.68,323.39,81.8,2287.14,410.51,94.533,89.853
20150731,53.41,91.78,184.88,202.572,378.3843,171.19,184.95,316.09,364.68,348.43,277.64,1440.13,285.97,317.87,82.86,2302.21,410.37,96.037,89.592
20150730,55.64,92.62,186.57,204.7166,383.6512,174.54,188.57,317.7,368.86,351.63,280.36,1432.1,286.67,321.14,82.91,2311.41,410.72,96.381,89.64
20150729,55.89,93.05,187.42,205.4862,384.7555,175.17,188.91,318.24,369.8,352.41,283.82,1437.99,285.41,321.71,83.16,2306.81,410.42,96.128,89.682
20150728,53.45,92.9,187.12,204.3911,383.5371,173.85,187.59,319.44,369.34,352.61,283.01,1440.91,288.56,320.79,82.4,2301.59,411.4,96.103,90.168
20150727,52.35,92.15,185.62,202.686,380.6566,173.07,186.81,315.54,366.08,349.07,277.99,1440.75,286.09,314.77,82.23,2304.19,407.19,96.753,88.925
20150724,51.42,93.29,187.91,205.0399,386.6411,175.91,190.1,320.17,371.73,354.36,280.98,1426.74,294.04,315.81,82.8,2327.3,409.96,97.848,90.571
20150723,51.72,94.39,190.13,206.974,391.0101,177.95,192.27,323.64,375.88,358.27,281.53,1439.66,299.54,317.33,83.64,2346.77,412.59,98.41,89.727
20150722,51.76,95.32,192,209.2951,395.3517,180.48,194.8,325.63,379.53,361.3,285.71,1437.04,299.69,321.25,83.81,2359.4,412.97,99.008,90.606
20150721,52.1,96.36,194.1,212.0051,400.8619,183.87,198.75,327.66,384.01,364.84,289.01,1451.69,302.5,318.92,84.1,2383.8,414.11,98.716,90.742
20150720,52.39,96.2,193.78,211.8441,400.1103,182.55,197.48,329.85,384.2,365.82,291.82,1455.62,303.56,322.66,84.59,2374.81,414.4,99.347,92.532
20150717,50.66,97.57,196.53,214.5416,404.7307,184.18,199.17,335.01,389.08,370.86,292.6,1486.09,312.13,323.09,86.27,2390.63,415.48,99.404,92.95
20150716,50.66,98.08,197.56,215.5543,406.1479,183.96,199,338.69,391.25,373.64,295.78,1502.34,316.52,324.55,87.17,2397.65,418.56,100.56,94.036
20150715,50.55,98.48,198.37,216.6231,407.8479,184.84,199.78,339.79,392.78,375.02,295.45,1507.24,317.87,326.42,87.64,2413.47,418.29,100.698,94.531
20150714,50.06,99.4,200.23,219.3837,414.7912,189.6,205.5,340.93,397.96,378.64,295.24,1517.22,319.92,326.3,88.99,2403.09,419.59,100.774,94.667
20150713,50.3,99.58,200.58,218.5139,413.6597,188.33,203.94,342.17,397.58,378.9,296.34,1520.52,322.64,324.25,87.88,2399.78,420.06,100.833,94.997
20150710,50.1,99.33,200.09,218.2531,415.4817,190.11,206.34,340.94,398.45,378.94,293.28,1523.17,320.52,326.7,87.14,2379.89,419.76,102.487,95.068
20150709,48.99,99.04,199.49,217.5896,415.4541,190.09,206.5,340.92,398.42,378.92,294.88,1522.89,318.1,330.07,85.74,2379.23,420.55,101.277,93.818
20150708,44.59,97.84,197.09,215.2616,409.356,185.91,201.89,339.91,393.87,375.73,289.03,1525.29,316.26,336.11,86.43,2362.98,419.54,101.576,95.348
20150707,49.6,97.6,196.59,215.5343,409.2896,185.96,201.84,339.63,393.73,375.54,282.25,1509.92,317.21,342.07,86.73,2389.42,419.44,101.971,95.748
20150706,52.28,99.11,199.63,217.8697,412.5095,186.41,202.18,345.24,397.78,380.24,293.21,1542.37,321.93,340.86,87.68,2470.33,422.27,104.662,96.309
20150703,55.26,101.86,205.18,224.5519,433.8088,201.38,219.04,347.69,413.33,390.72,301.11,1528.98,322.63,342.38,87.73,2475.85,423.29,105.314,96.136
20150702,55.63,101.86,205.18,224.5519,433.8088,201.38,219.04,347.69,413.33,390.72,301.11,1528.98,322.63,342.38,87.73,2475.66,423.29,105.203,96.29
20150701,59.2,101.6,204.66,224.0623,432.6357,200.83,218.57,346.75,412.22,389.67,300.89,1535.94,321.35,340.59,88.07,2474.99,424.78,105.963,96.529
20150630,59.35,102.69,206.84,227.1702,440.6926,206.63,225.01,347.28,417.97,393.4,297.51,1538.91,326.59,335.18,89.01,2451.8,426.29,105.172,97.058
20150629,61.29,100.73,202.91,223.584,431.6089,202.35,220.22,340.19,409.37,385.32,299.01,1548.56,310.8,335.43,87.89,2453.9,423.96,105.701,96.741
20150626,62.01,101.13,203.71,224.8798,435.741,205.82,224.33,339.03,411.86,386.39,299.7,1542.53,308.79,334.49,87.81,2439.59,424.67,106.231,96.719
20150625,62.19,100.9,203.24,224.3456,434.1638,205.89,224.02,335.48,409.62,383.61,301.78,1541.66,300.65,334.17,86.77,2435.55,423.52,106.302,96.938
20150624,62.53,100.47,202.37,224.0417,435.1604,207.4,226.09,333.26,409.59,382.71,300.91,1543.47,294.83,337.77,86.88,2417.9,423.31,106.416,97.212
20150623,61.34,100.72,202.88,224.3574,438.791,209.77,228.93,334.21,412.41,384.81,302.77,1546.56,294.6,340.05,85.38,2419.29,423.95,105.88,98.106
20150622,60.02,100.05,201.52,223.2318,433.1497,206.64,225.29,331.16,407.51,380.61,297.51,1559.64,290.44,340.4,86.4,2410.93,422.14,105.923,98.929
20150619,61.36,99.84,201.09,222.1267,431.5521,206.3,224.6,328.71,405.61,378.47,297.79,1580.18,284.58,339.98,84.62,2405.73,422.14,107.005,99.147
20150618,61.77,100.6,202.64,224.1198,437.4697,210,228.99,330.72,410.36,382.17,301.19,1580.79,286.61,340.5,85.67,2393.46,422.18,106.926,97.381
20150617,61.51,100.52,202.48,223.5154,436.43,209.14,227.67,330.97,409.73,381.88,301.32,1549.05,287.15,343.33,85.23,2397.28,422.06,106.883,97.591
20150616,62.91,100.52,202.47,223.7738,435.7234,208.9,227.26,330.16,408.97,381.1,301.52,1554.06,285.26,343.12,85.58,2391.4,422.45,107.004,97.467
20150615,64.25,100.27,201.97,222.5452,434.3857,208.15,226.43,329.44,407.81,380.11,304.45,1561.09,282.15,342.67,85.06,2395.28,421.36,107.118,97.719
