품목비교 Historical Data
조회기간 :,2008-07-11 ~ 2018-07-09
표시기준 :,Value(Price)로 표시
순서 :,최근부터(DESC)
병합기준 :,Lag
[주간평균 기준]
,"철광석 Fines (Daily) [중국(수입가 CFR)] 현물USD/ton","Baltic Dry Index (BDI)1985.01.04","Baltic Capesize Index (BCI)1999.03.01","Baltic Panamax Index (BPI)1998.05.06","Baltic Clean Tanker Index (BCTI)1998.08.03","Baltic Dirty Tanker Index (BDTI)1998.08.03","Baltic Supramax index (BSI)2005.01.01","Baltic Handysize Index (BHSI)2006.05.23","SSY/Pacific Capesize Index1997.1.6=4114","SSY/Atlantic Capesize Index1997.1.6=5000","Howe Robinson Container Index1997.1.15=1000","China Containerized Freight Index (CCFI)1998.1.1=1000","Shanghai Containerized Freight Index (SCFI)2009.10.16=1000","China Coastal Bulk Freight Index (CBFI)2000.1.1=1000","China Newbuilding Price Index (CNPI)2011.07.01=1000","China Bulker Newbuilding Price Index (CNDPI)2011.07.01=1000","China Tanker Newbuilding Price Index (CNTPI)2011.07.01=1000","China Container Newbuilding Price Index (CNCPI)2011.07.01=1000"
20180709,63.92,1609,3016,1367,501,729,997,562,6034,9953,832,808.55,817.4,1088.39,801,828,855,821
20180702,64.05,1533,2720.25,1340,501.25,709.5,1015.75,568.5,4997,8625,832,808.55,817.4,1088.39,801,828,855,821
20180625,65.23,1335.8,2024.8,1330.2,497.6,728.6,1065.4,586,4977,8038,842,815.89,821.18,1105.5,801,828,855,821
20180618,66.13,1384.4,2110.8,1419.2,507.4,741.8,1093,593.4,5455,8331,843,812.18,751.13,1133.57,794,824,849,810
20180611,67.37,1411.8,2131.4,1481.2,519.6,754.2,1086,590,5372,7908,846,814.83,777.7,1150.02,794,824,849,810
20180604,66.3,1313.6,2001.2,1303.8,538.2,738.8,1067.6,583.4,4631,6911,843,796.65,806.04,1207.08,794,824,849,810
20180528,65.29,1086.25,1400.75,1166,559,767,1064,584,5019,7280,832,788.78,829.09,1217.83,794,824,849,810
20180521,64.66,1157.2,1703.2,1218.6,542.4,755.4,1072.8,589.8,5019,7280,826,789.76,764.34,1240.74,790,819,844,806
20180514,67.93,1385,2360.6,1238.8,530,682,1059.4,587.4,5553,8522,822,785.63,753.83,1222.31,790,819,844,806
20180507,66.95,1455.5,2573.25,1250.25,542,654.75,1051,584.5,5136,8079,812,763.12,778.83,1163.88,790,819,844,806
20180430,66.43,1354.8,2230.2,1269.8,552.6,651.2,1045.6,596.2,4915,8004,793,743.71,776.88,1132.6,790,819,844,806
20180423,66.5,1349.6,2202,1272.2,563.4,643.6,1035.2,613.4,4674,7323,785,744.06,760.67,1136.88,784,811,839,799
20180416,65.97,1136.6,1439.6,1327.2,548.4,636.6,1020.6,624.4,3814,5282,773,750.37,674.58,1058.65,784,811,839,799
20180409,64.69,982.4,948.8,1329,517,635,1016.2,633.2,3502,4995,761,748.16,659.74,989.45,784,811,839,799
20180402,64.05,973.5,849.5,1378,518.5,647,1049.25,646.25,3730,5312,755,757.66,654.17,998.58,784,811,839,799
20180326,64.21,1094.5,1115.75,1535.5,562.25,660.75,1098.75,648.75,3953,5514,746,769.67,658.68,1030.68,784,811,839,799
20180319,66.68,1122.8,1135.6,1604.4,559.6,643.4,1113.6,634.6,4019,5692,734,788.74,646.59,1064.33,778,799,833,797
20180312,70.66,1166.6,1308,1621.4,570.2,644.6,1063.6,621.4,4267,6063,703,809.75,675.46,1027.97,778,799,833,797
20180305,74.45,1202.2,1529.4,1557.6,589.8,654,1019.4,600.4,4432,6511,677,830.88,729.49,1022.71,778,799,833,797
20180226,78.99,1194.8,1599,1507,613,659.8,967.2,561,4652,6818,661,845.48,772.45,1079.79,778,799,833,797
20180219,78.51,1153.75,1710.5,1410,617.5,643,866.5,526,4374,6681,651,848.32,854.19,1063.33,771,791,827,790
20180212,77.61,1101,1721.8,1244,634.4,643.4,825.6,516.8,4674,7164,649,836.6,871.76,1063.38,771,791,827,790
20180205,76.52,1101,1596.4,1292.2,617.2,647,844.8,533.6,4072,6338,645,836.6,871.76,1063.38,771,791,827,790
20180129,73.5,1153.2,1628.6,1416.6,614.2,666.4,883.4,559.2,4387,6825,640,829,883.59,1221.69,771,791,827,790
20180122,75.47,1184.4,1634,1439,583.2,690.4,907.2,582.6,3955,6697,637,819.59,858.6,1386.07,768,787,823,789
20180115,75.69,1162.25,1714.25,1322.5,568,711,910.25,582,4783,7973,631,813,840.36,1416.08,768,787,823,789
20180108,78.33,1345.6,2600.6,1395,620.2,684.6,896.4,589.8,5379,8574,624,791.38,839.72,1477.53,768,787,823,789
20180101,75.76,1301,2553.25,1359.25,654.25,684.75,890.75,605.75,6312.5,8804.5,610,773.28,816.58,1387.18,768,787,823,789
20171225,73.48,1481.4,3265.4,1524.4,721.2,825.4,930.6,631.4,6312.5,8804.5,600,770.64,824.18,1470.86,768,787,823,789
20171218,74.02,1481.4,3265.4,1524.4,721.2,825.4,930.6,631.4,6312.5,8804.5,600,763.75,723.2,1597.83,766,783,822,786
20171211,70.47,1697.4,4097.8,1681,694.6,813.4,942,633.8,6986,10579,599,764.43,727.14,1577.71,766,783,822,786
20171204,69.77,1675.8,4142,1569,683,820.8,944,628.8,6907,10020,593,763.14,703.67,1462.26,766,783,822,786
20171127,68.24,1544.6,3762.4,1382.8,622.4,803.4,934.6,622,6209,8967,592,772.77,732.04,1395.47,766,783,822,786
20171120,65.35,1419.4,3328,1283,598,822.4,878.8,623.8,5830,8596,590,785.2,705.19,1379.5,765,780,822,786
20171113,62.28,1391.2,3181,1327.2,578.4,794.4,862.4,636.6,6066,8894,587,794.47,734.15,1320.85,765,780,822,786
20171106,62.64,1476.2,3222.6,1505.2,544.8,809.2,959.6,653,5674,8277,584,784.29,782.25,1246.06,765,780,822,786
20171030,59.26,1502,3133.6,1518.8,532.8,868,1045,673.8,5903,8452,588,779.47,818.73,1234.48,765,780,822,786
20171023,61.64,1569.6,3198.6,1586,518,909.2,1120.8,687,5729,8345,596,775.54,806.81,1241.43,765,774,822,788
20171016,62.25,1560.2,3104.8,1645,538.6,906.8,1104.6,667.4,5696,7893,613,772.27,747.38,1279.6,765,774,822,788
20171009,61.19,1441,2882.4,1513.8,587,846,1022.6,627.6,5703,8060,615,772.65,724.93,1228.55,765,774,822,788
20171002,61.97,1348.6,2754.6,1308.4,627.8,767,978.8,610.4,5343,7716,616,803.25,715.97,1227.8,765,774,822,788
20170925,63.42,1431,2955.6,1397.2,657,780.4,1049.8,610.8,5948,8408,634,803.25,715.97,1227.8,765,774,822,788
20170918,67.98,1446.8,2872,1520.6,602,753.4,1031.6,574.2,5379,7588,634,812.38,735.91,1271.19,760,768,818,782
20170911,74.71,1356.4,2698.4,1461.4,556.2,731,931.2,521.4,5381,7734,628,823.76,774.6,1215.22,760,768,818,782
20170904,76.61,1256,2475,1308.4,620.8,699.2,870.8,495,4800,6998,624,833.61,774.27,1112.74,760,768,818,782
20170828,77.13,1187.75,2305,1199.25,663,671.25,852,482.75,4917,7324,604,839.84,801.95,1087.35,760,768,818,782
20170821,78.59,1229.2,2438.8,1299.8,512.2,626.6,831.8,470.2,5105,7585,604,846.73,821.35,1076.81,759,763,819,784
20170814,74.94,1207.6,2337.6,1310.4,524.8,618.8,779.6,464.6,4457,6874,580,853.79,859.92,1137.33,759,763,819,784
20170807,75.88,1070.8,1773.2,1200.8,554,617.8,758.4,469.2,4046,6151,570,856.5,878.27,1149.79,759,763,819,784
20170731,73.32,991.8,1454,1121.4,549.6,630,773,487.2,3503,5186,561,865.5,897.28,1143.06,759,763,819,784
20170724,69.34,960,1175,1184,549,645.2,804.2,499.6,3492,5172,541,874.38,925.45,1155.56,759,763,819,784
20170717,68.22,946.6,1038.4,1239.6,547.6,647.4,795.8,494.4,3194,4798,547,877.33,837.42,1152.94,764,768,823,789
20170710,65.03,859.4,838.4,1108.4,561.8,647.4,746.6,480.2,2874,4447,545,859.88,861.91,1141.99,764,768,823,789
20170703,63.11,850.2,900.2,1063,570.8,653.4,741.4,469.8,3203,4899,523,851.59,889.38,1079.09,764,768,823,789
20170626,62.92,907.4,1094.6,1131.2,566.8,670.6,756,460.4,3057,4757,529,851.6,918.83,1079.65,764,768,823,789
20170619,56.57,852.8,1055.8,1063.6,538,689.2,725.4,444.2,3474,5229,538,851.26,827.27,1125.08,766,769,825,793
20170612,54.73,862.2,1355,900.6,524.6,702,678.6,428.2,3740,5498,549,845.54,838.36,1107.26,766,769,825,793
20170605,55.63,826.6,1383.4,792.2,543.6,713.2,655.8,430.8,3657,5363,565,841.59,869.5,993.93,766,769,825,793
20170529,57.56,864.5,1469.75,818.25,556.75,762.75,692.25,452.75,3923,5752,588,840.09,894.86,983.21,766,769,825,793
20170522,60.77,933.4,1650,849.2,532.6,813.2,737,480.4,4048,5885,596,846.27,853.43,992.43,766,766,827,795
20170515,61.69,969.4,1637.8,924.6,522,757.2,770.8,505.2,3734,5694,603,848.27,830.8,983.2,766,766,827,795
20170508,60.67,1007.8,1654.2,1005,547.8,759.8,790.8,511.6,3734,5694,606,837.74,865.03,957.28,766,766,827,795
20170501,66.08,1026.25,1537,1076.75,576.25,771.75,829.25,536.25,3970,6126,613,818.61,894.43,979.57,766,766,827,795
20170424,66.89,1142.8,1782.8,1313.4,634,796.4,878.2,571.6,3970,6126,612,818.99,909.25,1002.18,766,766,827,795
20170417,65.53,1261.2,2084,1578.2,649.4,809,898.2,567.6,4474,6913,610,806.53,807.55,1015.7,762,756,824,795
20170410,71.45,1267.75,2223.25,1548.25,647.75,785.5,892.75,553.75,4374,6679,603,803,810.17,1082.92,762,756,824,795
20170403,79.34,1239.6,2297.2,1388.2,691.8,776.8,882.2,543.6,4897,7453,587,788.43,809.27,1127.72,762,756,824,795
20170327,81.6,1314.8,2685.4,1329,780.2,797,887.2,536.4,4909,7268,574,778.83,830.02,1134.68,762,756,824,795
20170320,87.1,1206.2,2422.4,1142.2,779,818.4,889.2,517,4925,7245,515,778.15,758.81,1245.52,762,747,829,801
20170313,90.46,1145.2,2117.2,1155.8,681.4,837.6,877,504.4,4323,6150,467,785.66,747.03,1275.57,762,747,829,801
20170306,88.05,1041.4,1589.2,1199.8,630.6,849.6,865.4,483.2,3552,5082,444,791.09,761.15,1274.76,762,747,829,801
20170227,91.71,890.2,1098,1040.8,604.4,838.2,832.2,450,3411,5026,425,794.99,778.86,1152.26,762,747,829,801
20170220,92.67,814.4,979.4,919.4,612.4,856.2,780,411.2,2941,4503,420,815.46,815.1,985.34,769,761,833,804
20170213,91.08,702.4,618.2,931.2,595.2,859,696.4,383,2804,4516,415,845.43,830.46,924.63,769,761,833,804
20170206,83.58,712,770.8,934,581.2,847.4,666.6,376.8,3129,4938,406,873.75,886.26,934.38,769,761,833,804
20170130,83.05,784.8,1107.8,939.2,596,886,675.6,396,3447,5443,406,877.89,948.08,909.64,769,761,833,804
20170123,82.6,865.8,1388,967.8,618.6,974,702.4,428,3871,6228,406,876.1,954.27,921.87,775,766,844,807
20170116,81.73,933.2,1585,1001.4,633.8,1004.8,725.6,448.2,3692,5764,403,864.9,971.64,969.66,775,766,844,807
20170109,79.82,914.2,1414.2,1000.2,742.4,1019.8,756.6,477.8,3967,6178,399,840.35,990.24,1012.69,775,766,844,807
20170102,77.59,967,1657.25,836.75,857,1047.75,810.25,531.75,3853,6086,394,806.26,968.4,992.6,775,766,844,807
20161226,79.85,931,1166.2,926.2,633.6,926,927.4,602.4,3191,4748,392,811.14,951.66,1014.99,775,766,844,807
20161219,78.86,931,1166.2,926.2,633.6,926,927.4,602.4,3191,4748,392,781.43,824,1037.42,780,768,856,811
20161212,81.83,1007.2,1228.6,1316,474.2,898.2,968.6,589.2,3543,5165,392,770.56,824.39,1084.02,780,768,856,811
20161205,80.81,1151.2,1887.6,1544.8,440,882,945.4,557.2,4207,6285,393,766.15,797.62,1138.73,780,768,856,811
20161128,77.27,1196.8,2245.2,1456.6,440,889.8,912.4,536,4352,6344,394,774.05,794.98,1183.45,780,768,856,811
20161121,75.53,1215.6,2476,1386,458,868.8,873.2,499,4905,7291,398,777.13,782.1,1164.22,785,774,864,812
20161114,73.84,1156.4,2508.8,1244.8,424.6,785,739.8,446.4,4396,6741,403,774.58,814.01,1233.13,785,774,864,812
20161107,72.13,950.8,1937.8,937.2,397.4,699.2,706.2,429.8,3613,5104,404,763.78,825.1,1212.2,785,774,864,812
20161031,65.1,846.6,1513,891.2,452.4,662.6,719,434.4,3319,4913,405,752.92,860.48,1142.37,785,774,864,812
20161024,62.26,815.6,1351.8,921.4,429.4,664.4,714,430.6,3441,4951,406,738.03,884.95,1101.58,785,774,864,812
20161017,58.55,869.4,1798.2,880.6,414,684.8,685.4,420.4,3937,5606,408,729.64,795.16,999.01,789,776,869,818
20161010,57.09,905.4,2132,769.2,372,646,674.8,409.6,4121,5985,411,728.22,776.93,940.99,789,776,869,818
20161003,55.86,885.8,2083.2,707.6,349.2,618.2,679.4,415,3844,5502,412,741.81,707.68,854.99,789,776,869,818
20160926,56.48,907.8,2178.8,741.4,365.8,632.6,675.6,421.8,4240,5855,415,741.81,707.68,854.99,789,776,869,818
20160919,56.09,896.4,2141.4,680.4,383.2,594.6,664.4,418.4,3689,5060,416,736.07,733.56,851.04,794,777,881,821
20160912,56,784,1559.8,651,391.2,551.2,667.6,415.4,3542,4942,416,711.55,794.1,866.78,794,777,881,821
20160905,58.56,767.6,1335.2,648.4,421.2,532,703.2,423,3020,4169,417,702.65,781.21,893.35,794,777,881,821
20160829,59.13,714.5,1005,657.5,445,488.75,721,432.25,2912,4043,428,694.59,763.06,968.05,794,777,881,821
20160822,61.05,704.6,918.8,705.6,456.8,510.6,705.8,424,2667,3779,428,705.21,596.38,1013.6,799,783,883,827
20160815,60.96,683.6,885.2,722.8,460.2,499.8,665.4,405.2,2716,3773,428,711.28,597.47,1028.17,799,783,883,827
20160808,60.47,645.8,813.2,665.8,449.2,500.4,641.8,392.4,2461,3800,429,702.87,634.54,1040.46,799,783,883,827
20160801,61.22,642.6,760.2,652,457.8,517.6,658.2,397.4,2445,3749,431,702.25,680.53,1033.66,799,783,883,827
20160725,58.73,681,813.8,750.6,463.6,559.2,683.6,392.6,2616,3929,436,704.65,745.2,993.2,799,783,883,827
20160718,56.33,734.8,948,860.4,455.8,593.2,699.6,375,2707,4105,439,697.25,628.59,970.07,806,785,895,838
20160711,58.22,724.8,1006.2,826.4,435.6,630.6,675,359.6,2729,4068,438,684.43,670.29,957.34,806,785,895,838
20160704,55.66,695.2,1022.4,754.2,443.4,671.8,640,350.2,2777,4030,436,645.8,677.7,915.38,806,785,895,838
20160627,54.28,644,967.2,641.2,462.2,693.8,606.4,338.2,2612,3791,437,645.6,752.65,886.39,806,785,895,838
20160620,51.34,590.4,891.6,560.8,440.6,710.6,570.4,319.2,2592,3684,440,651.59,550.64,880.33,810,787,903,846
20160613,51.18,601.2,987,544.2,454.4,712.4,553.4,315.8,2700,3902,442,658.64,521.6,833.14,810,787,903,846
20160606,52.27,608.8,963.2,542.4,480.6,740,563.6,337.2,2488,3822,440,656.69,557.6,794.11,810,787,903,846
20160530,49.42,610,870.5,563,493.5,759.75,576.75,352.25,2417,3789,441,658.43,588.59,798.73,810,787,903,846
20160523,50.72,610.8,828,596.6,497.2,726.6,571.6,345.8,2481,3991,442,665.44,577.81,805.42,817,793,910,855
20160516,55.05,631.4,914.4,608.8,473.4,740.2,555.4,343.8,2295,3833,447,660.64,526.39,792,817,793,910,855
20160509,55.08,593.6,764.8,586.8,493,729.8,562,350,2387,3962,451,652.8,563.22,771.01,817,793,910,855
20160502,60.51,651.75,954,614.75,521.25,715.25,581.5,364.25,2582,4319,448,643.6,579.6,771.42,817,793,910,855
20160425,63.82,704.4,1127.2,700.2,552.2,754.2,571.8,361.6,2681,4194,441,632.36,603.64,774.09,817,793,910,855
20160418,64.95,671.4,1041.2,742.4,543.2,779.8,543,341.2,2526,3956,445,652.69,457.7,786.11,823,799,922,858
20160411,58.8,582.8,800.2,685,516.8,776.4,507,300.8,2170,3323,442,636.14,472.07,785.81,823,799,922,858
20160404,54.57,502.8,517,609.6,495.8,774.4,482.6,278.6,1892,2850,444,640.27,489.68,783.73,823,799,922,858
20160328,54.72,425.5,258,497.75,495,832,475.25,271.25,1786,2593,445,646.06,511.99,795.86,823,799,922,858
20160321,57.86,400.75,195.5,459.5,499,819.75,466.25,265,1821,2590,448,659.19,418.47,806.76,829,806,931,862
20160314,55.12,393.8,182.4,473.2,501.6,866.8,438.4,256.4,1652,2469,450,670.11,400.43,784.56,829,806,931,862
20160307,60.08,373.6,174.6,441.8,500.6,778.4,398.8,243,1620,2419,451,705.6,404.18,776.66,829,806,931,862
20160229,51.7,337.4,169.8,367,516.8,720.8,353.6,222,1633,2531,451,735.66,433.46,779.49,829,806,931,862
20160222,50.56,321.6,186.2,348,519.8,765,318,206,1664,2568,451,751.54,467.54,804.75,829,806,931,862
20160215,47.01,306.2,215.4,350,526.6,807.4,262.8,188.8,1621,2596,444,762.51,486.7,810.03,837,814,939,866
20160208,45.73,291,205.4,306.4,550.6,800.6,247.8,186.2,1629,2672,446,772.27,566.92,822.86,837,814,939,866
20160201,44.55,304.4,212.2,286.4,614.4,804,280.2,204.4,1657,2567,450,772.27,566.92,822.86,837,814,939,866
20160125,41.74,335.6,231.6,304,662.6,818.6,327,225.2,1617,2505,453,778.79,591.51,838.64,837,814,939,866
20160118,42.11,359.8,200.6,356.8,691.6,873.8,373,238.2,1594,2468,453,785.11,615.77,847.14,851,832,945,873
20160111,40.67,393.4,249.6,399.8,713.8,935.4,409.2,248.6,1738,2726,447,770.86,680.22,849.94,851,832,945,873
20160104,43.03,456.4,428.6,455.6,710.2,1046.4,440.4,262.2,2030,3344,446,734.95,745.91,856.91,851,832,945,873
20151228,42.65,476.25,484,449.25,576.5,877.5,449.5,271,2099,3530,449,723.26,836.96,898.23,851,832,945,873
20151221,40.77,476.25,484,449.25,576.5,877.5,449.5,271,2099,3530,449,726.91,488.68,936.57,859,841,953,878
20151214,39.43,482.2,588.4,416.6,564,898.6,448.8,275.4,2510,4088,455,716.42,487.26,938.56,859,841,953,878
20151207,38.72,540.8,836.4,415.2,553,940.2,458.4,285,2670,4195,468.7,712.58,527.17,912.35,859,841,953,878
20151130,41.42,581.8,975,444,541.6,942,470.2,285.8,2611,4318,476.4,718.58,494.1,853.74,859,841,953,878
20151123,44.24,546.6,824.6,459.8,523.8,894.4,467.4,284.6,2432,3593,481.9,750.54,535.22,825.85,865,848,958,884
20151116,46,521.6,679.8,479,522.2,876.6,492.4,293.6,2672,3894,487.9,775.69,484.14,795.77,865,848,958,884
20151109,48.19,597.6,935,553.4,502,846.4,543,311.4,2954,4302,491,762.64,544.33,785.98,865,848,958,884
20151102,48.94,662.8,1066.2,635,457.8,822.2,596,334,3088,4924,500,742.02,641.51,803.99,865,848,958,884
20151026,50.39,736.6,1293.6,682.2,467.8,755,639.2,354,3132,5389,521,744.44,759,799.45,865,848,958,884
20151019,52.56,769.8,1433.4,694.4,479,746.8,651.8,366.4,3132,5008,543,752.21,537.73,787.93,874,856,967,891
20151012,54.84,784,1445,752.6,484.2,772.2,662.2,378.4,3466,5270,563,764.84,568.71,786.29,874,856,967,891
20151005,54.28,843.4,1730,721,506,777.4,677.2,384.4,3964,6147,572,782.73,533.91,792.56,874,856,967,891
20150928,55.68,909.2,1976.8,716,513.8,717.2,705.2,397.6,3764,6520,593,814.09,571.95,812.02,874,856,967,891
20150921,56.45,936.6,1955.2,758.8,523.4,690.6,743.8,414.2,3779,6673,617,814.09,571.95,812.02,880,865,974,894
20150914,57.53,852.8,1455.4,727.8,525.6,643.6,781,438.6,3080,4932,631,827.16,622.6,820.32,880,865,974,894
20150907,57.87,850.4,1237,773.4,563,639.2,835.4,471.8,3097,5219,664,819.87,673.25,826.8,880,865,974,894
20150831,56.5,895.75,1188,892,584.25,621.5,890,482.25,2801,4616,666,820.91,718.97,835.03,880,865,974,894
20150824,54.07,927.2,1172.4,1020.8,605.4,599.6,931.2,475.6,3897,6193,669,833.25,690.38,841.58,880,865,974,894
20150817,56.39,1029.6,1752.4,1052.8,658.8,643.4,919.4,455,4200,6589,674,844.42,674.54,854.33,886,871,981,895
20150810,56.57,1110.6,2146.4,1047,680.2,677,901.2,446.6,4821,7989,681,819.62,745.6,867.49,886,871,981,895
20150803,56.03,1194.8,2490,1009.2,708.6,724.8,901.6,429.2,4424,7880,693.8,798.89,749.62,868.06,886,871,981,895
20150727,54.15,1103.8,2070.6,1069.2,738,777.8,899,424,3974,6864,706.1,818.85,822.39,872.91,886,871,981,895
20150720,51.88,1097.2,1894,1165.2,791,831.8,884.2,431,3977,6823,607.6,838.71,548.77,878.15,892,879,986,899
20150713,50.39,964.6,1513.6,1121,835.4,831.4,805.6,408.6,3119,4596,733.9,842.87,593.2,882.97,892,879,986,899
20150706,49.11,842.4,1285.2,982.6,832.8,870.6,748.2,372.6,3074,4500,763.4,804.8,666.02,880.09,892,879,986,899
20150629,58.15,801.2,1272.8,866.4,798.4,953,715.6,360.6,3248,4750,763.4,790.65,745.45,872.46,892,879,986,899
20150622,61.62,810,1360.2,833.6,761.6,1052.4,722.4,359,3169,4477,768.7,811.09,640.64,865.23,897,884,992,901
20150615,62.36,722.8,1052.8,805.8,735.6,970.6,704.4,348.2,2884,3728,776.6,825.97,556.72,864.73,897,884,992,901
20150608,64.95,622.2,827.2,663,722.8,907.2,663.4,333.8,2928,3776,779.3,851.4,581.25,894.01,897,884,992,901
20150601,63.89,598.2,822.6,552,708,858,653.8,332.2,2939,3763,782.6,862.1,623.47,922.25,897,884,992,901
20150525,62.25,587,814,529.75,675.75,868,638.75,328.25,2917,3816,780.5,890.42,661.55,928.48,897,884,992,901
20150518,58.83,606.8,884.4,564.4,659.8,899,625,326.2,2976,4230,778,891.69,676.05,901.49,899,889,990,897
20150511,62.42,614.4,851.8,582.4,630,778,622.8,326.8,2792,3694,771.5,875.21,757.66,857.68,899,889,990,897
20150504,59.78,575.5,588.75,612,623.5,745.75,618,331.75,2699,3475,753.2,888.23,830.13,833.68,905,897,991,897
20150427,58.07,594.8,558.8,670,603.8,763.2,625.4,344.2,2685,3404,749.5,898.97,761.02,837.21,905,897,991,897
20150420,53.86,599.6,543.6,667.8,632.4,792,620.4,353.2,2717,3431,730.5,926.83,702.46,834.62,911,905,992,901
20150413,50.13,587,495.4,626.4,712.2,793,611.2,363,2491,3330,713.2,951.55,721.61,821.35,911,905,992,901
20150406,47.81,580.75,456.25,590,676.5,770.75,621.25,379.75,2527,3186,686.1,969.06,792.92,807.94,915,911,993,900
20150330,50.16,596.25,463,595.75,672.75,800,645.25,390,2504,3230,652.7,994.83,763.95,813.21,915,911,993,900
20150323,55,596.6,450,604.8,674,802.8,645.6,388.8,2563,3250,627.6,1010.39,804.59,818.35,919,915,996,901
20150316,56.2,575.6,385,603.4,701.4,785.8,622.4,378,2563,3237,623.5,1034.29,821.39,825.97,919,915,996,901
20150309,57.99,564.6,425.6,588,689.2,822,588.8,361.2,2673,3429,609.7,1067.94,887.61,832.32,919,915,996,901
20150302,61.25,557.2,483.6,572.2,694.8,842.6,549,336.6,2801,3645,603.6,1064.23,960.29,838.94,926,926,995,902
20150223,63.06,525,530.4,523.2,655.8,838.4,499.8,287.4,2801,3645,541.6,1076.2,1023.04,845.98,926,926,995,902
20150216,63.91,514.2,569.6,511.4,592.4,844,482.2,264.2,2966,3777,588.9,1078.69,1088.28,858.85,928,929,994,902
20150209,62.24,546.6,676,467.4,591.2,877.2,505.8,281.2,2913,4087,571,1078.69,1088.28,858.85,928,929,994,902
20150202,62.47,571.8,673.2,445.8,650.2,910,547.2,317.8,3019,4071,570.4,1065.69,1087.32,864.13,931,934,995,903
20150126,63.12,659.4,775.4,599,685.2,873.6,615.2,356.2,3019,4416,561.1,1064.82,1054.13,877.24,931,934,995,903
20150119,67.45,746.6,847.4,721.2,719,939.6,673,399.8,2730,4054,557.7,1057.48,1091.48,878.48,935,940,996,901
20150112,68.92,746.4,534.4,763.8,741,935.2,748.8,429.6,2730,3209,556,1059.3,1055.09,883.21,935,940,996,901
20150105,71.17,739.2,383.4,785,744,890.4,839.4,465.6,2996,3636,543.9,1060.66,1006.34,892.58,939,946,996,896
20141229,70.6,771,456,827,775,885,884,488,2996,3636,542.3,1064.42,1048.88,900.76,939,946,996,896
20141222,67.26,788,475.33,873,788.33,865.33,896.67,495,2996,3636,542.3,1044.99,1076.63,904.62,940,948,996,896
20141215,68.66,825.4,570.4,944.4,787.2,880.6,932.6,495.4,4076,4430,542.3,1036.41,1120.33,910.24,940,948,996,896
20141208,69.27,909.2,972.2,1044.2,771.6,835.2,959.6,494.6,5252,5131,544.5,1016.55,1135.55,915.2,941,949,997,897
20141201,70.81,1067.2,1666.8,1107.2,780.75,823,982.2,496.4,5907,6581,542.3,1030.07,919,920.53,941,949,997,897
20141124,69.96,1241.8,2609.6,1083,792.2,921,975.2,481,5907,7860,544.2,1047.04,949.65,924.05,941,949,997,897
20141117,71.67,1304.4,3074.4,1058.6,742.4,951.6,905.6,455.6,6032,7785,545.8,1054.96,1012.67,921.31,943,953,996,897
20141110,75.86,1327,3232.8,1130.4,728.4,850.6,875.2,450.8,7002,9038,543.7,1040.62,1050.72,923.39,943,953,996,897
20141103,76.86,1455.4,3679.2,1218.2,723.4,826,886.4,457.4,6816,8816,536.6,1043.87,1062.46,924.49,947,957,1001,900
20141027,79.45,1392,3386.8,1193.2,728,774,895.2,476.2,5730,7188,533.8,1018.25,1112,927.61,947,957,1001,900
20141020,81.05,1109.2,2076.2,1062.6,640.4,703.8,908,494.4,4749,5123,478.6,1021.01,967.31,910.31,948,958,998,902
20141013,82.34,942.2,1411.8,913.6,581.6,692.8,942.2,506.6,5143,5386,533.5,1021.02,962.72,906.32,948,958,998,902
20141006,79.93,994.4,1637.8,874.2,573.2,664.4,993.4,523.4,5308,5962,540,1058.76,911.03,906.84,950,961,998,902
20140929,78.82,1051.6,1847.2,851.4,571.6,631.8,1042.2,529.8,5308,6177,540,1087.67,935.81,905.89,950,961,998,902
20140922,79.4,1058.6,1970.2,802.6,554.2,607,1043.4,518,6070,6661,536.4,1087.67,935.81,905.89,951,963,992,902
20140915,83.84,1122.2,2322.2,833,553.6,623.4,1026.8,488.6,6158,7238,538.6,1104.76,997.25,910.72,951,963,992,902
20140908,82.94,1185.4,2566.6,913.2,558,652.4,1001,474.2,6172,7103,540.6,1114.51,1069.11,917.26,952,965,995,903
20140901,86.06,1148.8,2522,913.6,555,682.6,987.6,460.6,5910,7333,542.3,1121.48,1133.85,918.17,952,965,995,903
20140825,88.54,1099.75,2493.5,833,547.25,724.5,957.25,431.5,5910,6927,536,1106.69,1107.19,927.9,952,965,995,903
20140818,92.17,1065.4,2400.6,826.2,547,759.2,913,399.8,4704,6863,531.3,1114.09,1076.47,926.34,953,965,995,905
20140811,94.2,891.2,1625.2,700.2,551.6,760.6,846.2,373.4,4662,5445,533.7,1109.96,1120.82,934.83,953,965,995,905
20140804,95.49,761.8,1162,613.6,547.8,805.4,769.8,358.8,4796,5380,533.3,1112.05,1171.63,935.81,956,969,998,906
20140728,95.95,750,1190.6,619,563.8,842.2,704,356.6,4796,5496,536.1,1096.44,1195.36,953.91,956,969,998,906
20140721,94.75,729,1195.4,587.6,560.8,928.2,665.2,361.8,4830,5571,540,1092.24,1060.75,932.43,957,971,998,906
20140714,97.79,761,1314.2,624,531.4,860.4,666.2,377.4,4924,6047,538.8,1088.14,1080.06,920.19,957,971,998,906
20140707,96.34,856.4,1639.8,695,527.2,757.4,683.4,396.4,5091,6695,537.6,1092.07,1100.15,917.61,959,974,1002,903
