품목비교 Historical Data
조회기간 :,2008-07-11 ~ 2018-07-09
표시기준 :,Value(Price)로 표시
순서 :,최근부터(DESC)
병합기준 :,Lag
[주간평균 기준]
,"철광석 Fines (Daily) [중국(수입가 CFR)] 현물USD/ton","Baltic Dry Index (BDI)1985.01.04","Baltic Capesize Index (BCI)1999.03.01","Baltic Panamax Index (BPI)1998.05.06","Baltic Clean Tanker Index (BCTI)1998.08.03","Baltic Dirty Tanker Index (BDTI)1998.08.03","Baltic Supramax index (BSI)2005.01.01","Baltic Handysize Index (BHSI)2006.05.23","SSY/Pacific Capesize Index1997.1.6=4114","SSY/Atlantic Capesize Index1997.1.6=5000","Howe Robinson Container Index1997.1.15=1000","China Containerized Freight Index (CCFI)1998.1.1=1000","Shanghai Containerized Freight Index (SCFI)2009.10.16=1000","China Coastal Bulk Freight Index (CBFI)2000.1.1=1000","China Newbuilding Price Index (CNPI)2011.07.01=1000","China Bulker Newbuilding Price Index (CNDPI)2011.07.01=1000","China Tanker Newbuilding Price Index (CNTPI)2011.07.01=1000","China Container Newbuilding Price Index (CNCPI)2011.07.01=1000"
20090511,63.67,2355.2,3158.6,2273.4,475.2,478.4,1678,789,6924,7575,361.8,813.97,,1097,,,,
20090504,61.38,2092.5,2851.25,1956.25,444.75,471,1486,724.75,5296,6700,362.9,819.06,,1120.54,,,,
20090427,60.31,1798.6,2374.6,1524,397.8,479.6,1439,695.2,5296,6700,360.5,822.77,,1135.23,,,,
20090420,58.73,1834.6,2442.4,1685.8,361.6,486.6,1353.6,672,4982,6122,360.5,819.55,,1164.36,,,,
20090413,59.23,1578,2114.75,1358.5,346.5,454.5,1191.75,628,4498,5781,366.6,833.92,,1188.72,,,,
20090406,59.96,1473.25,1987.5,1127,355.25,472.5,1178.75,648,4469,5477,369.1,838.24,,1175.82,,,,
20090330,60.48,1575.8,2029.2,1304,370.6,527.8,1271,680.6,4760,5667,379.3,824.45,,1161.37,,,,
20090323,59.7,1732.6,2161,1516.4,396,599.2,1406.2,727.6,4820,5958,379.5,827.87,,1109.64,,,,
20090316,62.47,1894,2224.8,1717.4,439.6,642.2,1624.6,786.4,4934,6694,378,835.23,,1079.23,,,,
20090309,62.37,2230.8,2675.6,2315.8,493.8,668.2,1722.6,768.8,5613,7539,387.4,841.44,,1072.66,,,,
20090302,64.81,2104.8,2854,1914.4,522.4,666.6,1619.6,670.4,5768,7942,389,848.28,,1080.27,,,,
20090223,69.04,1998,3212.2,1486.4,569.2,593.2,1412,591.2,7500,9148,407.7,875.32,,1097.03,,,,
20090216,74.98,1976.6,3522.8,1363,613.4,594.6,1244.8,499,6791,7526,421.1,869.85,,1133.88,,,,
20090209,81.86,1948.2,3538.8,1458.2,612.4,579.6,1080,457.2,6579,7925,444.4,872.82,,1160.32,,,,
20090202,78.83,1340.6,2442,1020.4,606,592,681.4,352.6,4127,5817,460.4,886.95,,1197.87,,,,
20090126,74.25,1023.8,2008.6,659.4,584.4,651,475.8,289.4,4416,5886,463.3,889.35,,1197.87,,,,
20090119,73.34,913,1839.8,506.8,553.2,730.2,432.4,282.4,3948,4914,465.4,889.35,,1217.63,,,,
20090112,74.09,901.8,1830,512,544.2,706.2,407.8,274.8,4389,4857,475.4,910.7,,1267.79,,,,
20090105,73.64,805.8,1507.2,529.8,582.2,757.8,394.2,272.2,3620,3353,487.4,915.77,,1277.58,,,,
20081229,72.54,773,1361,540,623,849,411,279,3514,3520,501.7,930.93,,1273.46,,,,
20081222,76.43,786.33,1351.67,570.67,839,1249,431,284.33,3514,3520,501.7,946.55,,1196.74,,,,
20081215,74.15,822.8,1476.4,512.4,837.2,1286.4,472.2,298.4,3454,3639,501.7,970.48,,1146.68,,,,
20081208,69.38,703.2,1092,455.8,859.8,1320,511,300.4,2513,2667,537.7,982.15,,1181.45,,,,
20081201,65.82,677,840.6,543.4,872,1251,579.6,307.2,2307,2518,545.7,1013.3,,1188.35,,,,
20081124,,767.8,893.2,729.2,900.2,1001.2,634.4,317.8,2714,2833,564.2,1025.67,,1212.09,,,,
20081117,,852.6,985.6,960.4,943.6,996.8,604.6,309.2,2734,2954,589.2,1046.41,,1253.46,,,,
20081110,,828.2,1052.8,895.4,963.8,1069,540,290.4,3046,3310,664.9,1082.68,,1290.77,,,,
20081103,,827.2,1182.2,756,1001.4,1191.4,530.6,305.4,3548,3738,709.1,1094.22,,1341.81,,,,
20081027,,938.2,1354.6,756.6,1089.4,1327.8,664.8,370.4,3956,4340,731.7,1103.86,,1422.83,,,,
20081020,,1223.8,1576,991.8,1142,1388.6,979.2,557.8,4608,5062,798.5,1117.38,,1491.43,,,,
20081013,,1668.8,2144,1326.2,1200.6,1328.4,1314.4,813.2,6782,8014,889.8,1124.92,,1553.99,,,,
20081006,,2680.4,3856.2,2133.2,1291.4,1400,1975,1024.8,9059,11387,927.9,1136.21,,1609.07,,,,
20080929,,3147.6,4286.2,2376,1377,1511.6,2599.4,1295.2,9199,12382,961.5,1133.83,,1699.73,,,,
20080922,,4425.8,5585,4599.2,1439.8,1584,3043.8,1616.2,13360,16222,1003.7,1129.66,,1737.72,,,,
20080915,,4859.2,6510.4,4989.8,1448.8,1533.8,3090.8,1705.8,13206,16449,1013,1133.46,,1774.2,,,,
20080908,,5093.2,6929.6,5128.4,1417.4,1426,3201.4,1822.2,15904,19274,1031.6,1138.01,,1847.03,,,,
20080901,,6168,8870.8,5963.6,1455.4,1425,3798.2,2053.6,21850,25115,1056.8,1136.38,,1927.3,,,,
20080825,,6975.75,10927.25,5983.5,1488.25,1423.75,4302,2184.25,23732,27344,1081.1,1146.24,,1958.43,,,,
20080818,,7369.2,11868.4,6303.2,1472.6,1370.8,4333.2,2211,27335,29356,1092,1128.34,,1994.97,,,,
20080811,,7224.2,11470.6,6254.8,1422.2,1447.6,4264.2,2240.4,21901,25810,1115.6,1128.6,,2011.47,,,,
20080804,,7780,11990.6,7042.2,1359.4,1713.4,4618.4,2454,25503,32682,1132.4,1123.63,,2049.57,,,,
20080728,,8391.2,13070,7536,1292.6,2073.6,4958.4,2578.4,25194,34701,1175.7,1129.36,,2098.17,,,,
20080721,,8825.8,13485.2,8210.8,1300.2,2303,5266.6,2638.6,24765,34886,1183.9,1139.03,,2144.28,,,,
20080714,,9098.8,13263,9171.6,1330.8,2078.2,5447.2,2635.6,24898,35248,1203.5,1134.2,,2340.45,,,,
20080707,,9230,13246,9574,1366,1933,5517,2620,,,,1127.61,,,,,,
