품목비교 Historical Data,,,,,,,,
조회기간 :,2008-09-02 ~ 2018-07-27,,,,,,,
표시기준 :,Value(Price)로 표시,,,,,,,
순서 :,최근부터(DESC),,,,,,,
병합기준 :,Union,,,,,,,
[일간 기준],,,,,,,,
Date,철광석 Fines (Daily) [중국(수입가 CFR)] 현물USD/ton,Bloomberg(DJ-UBS) Commodity Index1991=100,Bloomberg Commodity Total Return1991=100,Rogers International Commodities Index Metals1998.07.31=1000,전기동 [LME] 현물USD/ton,니켈 [LME] 현물USD/ton,알루미늄 [LME] 현물USD/ton,납 [LME] 현물USD/ton
20091116,100.81,136.083,273.03,2229.23,6700.5,16460,1940,2290.5
20091113,99.29,131.675,264.19,2138.71,6500,16185,1903.5,2241
20091112,98.34,131.47,263.77,2126.39,6475,16330,1918,2251
20091111,96.48,133.408,267.66,2149.03,6595.5,17050,1938.5,2312.5
20091110,96.61,132.667,266.17,2133.72,6475,16850,1918,2258
20091109,96.1,133.537,267.92,2141.79,6565,17430,1896,2278
20091106,95.8,131.419,263.67,2120.97,6532,17805,1887,2320
20091105,93.85,133.715,268.27,2142.82,6527.5,17810,1886,2320
20091104,92.23,134.878,270.61,2148.66,6571,18165,1892.5,2312
20091103,90.8,134.601,270.05,2119.37,6395.5,17805,1870,2250.5
20091102,89.23,133.156,267.15,2111.76,6473,18170,1869,2260
20091030,88.92,131.862,264.55,2095.91,6575,18465,1903,2322
20091029,88.86,134.771,270.39,2145.94,6424.5,18460,1900,2297
20091028,88.75,131.683,264.19,2081.21,6475,18500,1928.5,2243
20091027,89.08,134.871,270.59,2139.28,6563,18900,1981,2305
20091026,88.25,135.14,271.13,2158.78,6675.5,19150,1974,2376
20091023,88.02,137.318,275.5,2172.52,6640,19495,1948.5,2405.5
20091022,87.86,137.937,276.74,2167.77,6565.5,19455,1949,2410.5
20091021,86.66,138.906,278.68,2175.22,6346,18825,1860.5,2246
20091020,86.22,135.843,272.54,2117.72,6444,19170,1921,2315
20091019,85.2,136.569,273.99,2129.82,6260,18830,1870.5,2191
20091016,84.7,134.321,269.48,2083.72,6160.5,18645,1865,2180
20091015,84.41,133.317,267.46,2088.59,6077,18175,1836,2140
20091014,84.39,132.077,264.98,2089.04,6192,18130,1855,2169
20091013,86.38,131.402,263.62,2079.3,6282,18560,1905.5,2301
20091012,86.08,131.824,264.47,2115.66,6236,18810,1915,2263
20091009,85.98,129.177,259.16,2090.86,6265.5,18960,1866,2250
20091008,85.06,130.471,261.75,2115.26,6241.5,19175,1857.5,2221
20091007,85.06,127.163,255.11,2043.18,6060.5,18135,1795.5,2142
20091006,85.06,127.504,255.8,2030.72,6042,17825,1792.5,2128
20091005,85.06,125.545,251.87,1977.2,5856,17150,1760.5,2115
20091002,85.06,124.174,249.11,1969.46,5872,17175,1786,2085
20091001,85.06,125.447,251.67,1999.26,6082,17565,1858,2192
20090930,85.06,127.683,256.15,2046.05,6136,17335,1852,2276
20090929,85.68,124.118,249,1992.45,5934.5,16895,1782.5,2184
20090928,85.63,123.797,248.35,1988.07,5896,16525,1758,2150
20090925,85.37,123.367,247.49,1979.88,5966,17025,1790.5,2175
20090924,84.52,123.676,248.11,1989.97,6089.5,17650,1835.5,2200
20090923,84.08,126.132,253.04,2038.04,6111,17705,1848,2213
20090922,81.91,127.355,255.49,2063.54,6295.5,17650,1864.5,2234
20090921,81.14,125.201,251.17,2036.21,6089,16705,1836,2135.5
20090918,80.81,127.51,255.8,2044.66,6231,17305,1922,2171
20090917,81.49,128.945,258.67,2086.45,6302,17455,1913.5,2241
20090916,78.68,129.539,259.86,2082.51,6315.5,17155,1851,2220.5
20090915,78.17,126.582,253.93,2016.38,6156,16725,1813,2113
20090914,78.74,124.104,248.96,1992.95,6145.5,16655,1793,2045.5
20090911,77.25,123.792,248.33,2007.33,6290,17255,1820,2109.5
20090910,76.88,125.864,252.49,2014.45,6305,17405,1830,2181
20090909,75.78,125.362,251.48,2067.15,6415.5,17980,1868,2440
20090908,75.39,125.452,251.66,2079.47,6465.5,18555,1886,2447.5
20090907,75.44,#N/A,#N/A,#N/A,6297.5,17745,1822,2352.5
20090904,75.26,122.931,246.6,2025.49,6280,17955,1816,2255
20090903,76.23,123.601,247.94,2022.98,6280,18300,1826,2224
20090902,77.39,123.591,247.92,1970.43,6080,17900,1792.5,2060
20090901,79.11,123.486,247.71,1958.81,6240.5,18530,1830.5,2072
20090831,#N/A,125.719,252.19,1998.73,#N/A,#N/A,#N/A,#N/A
20090828,82.44,127.844,256.44,1998.94,6490.5,19595,1880.5,2118
20090827,83.85,126.726,254.2,1955.13,6261,19390,1833,2020.5
20090826,84.5,126.519,253.78,1959.38,6305,19500,1856.5,2077
20090825,88.32,126.923,254.59,1973.41,6285.5,19600,1885,2006
20090824,89.1,128.751,258.26,1984.79,6361,19695,1881,1945.5
20090821,91.41,127.588,255.92,1958.83,6135,19525,1908,1845
20090820,94.3,125.963,252.66,1917.91,6122,19250,1906,1821
20090819,93.89,127.262,255.27,1920.2,5947,19100,1905,1790
20090818,95.13,126.091,252.92,1935.57,6116,19880,1990.5,1825
20090817,99.04,125.17,251.07,1919.65,6096,18975,1910,1785.5
20090814,101.15,127.511,255.76,1975.51,6386,20755,2016.5,1905
20090813,101.94,130.963,262.68,2030.77,6419,21070,2035,1886.5
20090812,102.93,130.28,261.31,1972.28,6029,19270,1892,1775
20090811,102.54,128.837,258.41,1937.65,6136,20175,1954,1825
20090810,102.42,129.787,260.32,1967.39,6197,20475,1998,1891
20090807,102.94,130.241,261.23,1993.42,5964,19505,1972,1815.5
20090806,102.6,130.398,261.54,1969,6035,20075,2001.5,1897
20090805,97.83,132.918,266.59,2028.32,6132,19740,2015.5,1930.5
20090804,97.47,131.77,264.29,1982.52,5917,18680,1904.5,1894
20090803,94.17,131.246,263.24,1962.39,5972,18580,1930.5,1949
20090731,93.31,126.475,253.66,1890.69,5750,17650,1863.5,1842.5
20090730,93.05,124.159,249.02,1857.22,5497,16850,1819,1774.5
20090729,90.33,119.476,239.62,1800.49,5410.5,16350,1775.5,1732.5
20090728,90.83,122.509,245.71,1832.99,5615,16995,1814,1774
20090727,90.54,123.711,248.11,1858.74,5615,16895,1828,1789
20090724,89.26,123.316,247.32,1836.77,5551,16625,1798,1739
20090723,87.97,123.12,246.92,1829.36,5474,16300,1702.5,1699
20090722,87.76,121.616,243.91,1806.27,5342,15855,1707,1658
20090721,85.8,120.876,242.42,1783.36,5345,15780,1693,1674.5
20090720,84.44,121.624,243.92,1787.21,5400,16375,1713.5,1699
20090717,83.82,120.289,241.24,1763.25,5230,15880,1671.5,1604
20090716,81.16,118.359,237.37,1740.12,5231.5,15850,1636,1600.5
20090715,81.76,117.489,235.62,1732.89,5181.5,15880,1622.5,1611
20090714,80.78,115.599,231.83,1684.34,5011,15455,1566,1569
20090713,81.62,114.075,228.77,1643.17,4883,14360,1531.5,1567
20090710,80.84,113.989,228.59,1644.56,4840,14455,1534,1594
20090709,81.21,114.803,230.23,1666.61,4821,14975,1540,1594.5
20090708,80.08,113.237,227.09,1644.5,4850,15450,1561.5,1625
20090707,79.46,116.25,233.13,1702.94,5012,16070,1610,1714.5
20090706,77.68,118.109,236.85,1713.67,4859,15380,1559,1653
20090703,78.47,#N/A,#N/A,#N/A,4991,16255,1596,1690.5
20090702,77.58,121.019,242.68,1738.53,5006,16185,1611,1708
20090701,76.5,123.597,247.85,1763.14,5042,15775,1610,1695
20090630,76.29,122.536,245.72,1722.33,5108,16010,1616,1730
20090629,75.65,124.824,250.31,1749.02,5085.5,15780,1616,1709
20090626,75.82,123.919,248.49,1754.52,5101.5,15875,1646.5,1718
20090625,75.37,124.841,250.34,1774.99,5023.5,15355,1622,1710
20090624,76.43,123.338,247.32,1750.12,4890.5,15195,1594,1645
20090623,76.39,122.809,246.26,1693.13,4810,14750,1563,1633
20090622,76.26,120.964,242.56,1676.16,4821,14700,1585,1600
20090619,75.5,124.73,250.11,1756.79,5020,15200,1642,1700
20090618,75.17,126.26,253.17,1739.47,4901,14760,1589.5,1639
20090617,75.59,126.457,253.57,1732.48,4903,14650,1562.5,1610
20090616,75.7,125.688,252.02,1734.06,5049,14950,1601,1690
20090615,72.72,126.03,252.71,1733.18,5075,15050,1586,1720
20090612,72.31,128.892,258.44,1807.06,5240.5,15600,1641,1796.5
20090611,72.52,131.116,262.9,1848.95,5266,15435,1642,1787
20090610,72.58,128.296,257.25,1798.63,5180,15395,1638,1744.5
20090609,71.2,128.239,257.13,1795.91,5047,14650,1599,1690
20090608,72.61,125.786,252.21,1747.66,4936,14325,1571,1616
20090605,70.33,127.061,254.77,1754.22,5055,14605,1556.5,1654.5
20090604,70.65,128.004,256.65,1766.25,4870,13805,1442,1565.5
20090603,66.93,124.2,249.03,1710.36,4951.5,14260,1443,1612.5
20090602,66.34,128.49,257.63,1740.69,5026,14505,1441,1627.5
20090601,67.28,129.149,258.95,1740.49,4947,14275,1425,1640
20090529,64.06,124.932,250.49,1692.15,4776,13770,1384,1530
20090528,64.06,123.116,246.85,1640.67,4637,13340,1363,1437
20090527,65.22,121.449,243.5,1620.19,4661,13310,1394.5,1427.5
20090526,#N/A,121.343,243.29,1631.71,4538,12800,1405,1409
20090522,64.15,120.653,241.9,1628.75,4586,12525,1407,1422.5
20090521,#N/A,119.499,239.58,1595.99,4504,12300,1430,1420
20090520,#N/A,121.32,243.24,1631.57,4539,12435,1452,1436
20090519,#N/A,119.866,240.32,1622.48,4601,12700,1489.5,1527.5
20090518,#N/A,119.85,240.29,1619.73,4400,12060,1472,1460
20090515,63.67,117.697,235.96,1614.13,4348,12280,1477,1422.5
20090514,#N/A,120.202,240.99,1611.8,4309,12175,1473,1395
20090513,#N/A,119.709,240,1609.78,4508,12455,1483,1451
20090512,#N/A,121.213,243.01,1643.18,4626,13335,1519,1461
20090511,#N/A,120.346,241.27,1625.37,4527,12775,1482.5,1440.5
20090508,61.38,120.834,242.25,1646.93,4752,13255,1515.5,1473.5
20090507,#N/A,119.338,239.25,1658.98,4760,13035,1550.5,1481
20090506,#N/A,118.48,237.52,1648.68,4591,12005,1491,1408
20090505,#N/A,115.259,231.06,1600.48,4640,11900,1478.5,1426.5
20090504,#N/A,115.738,232.02,1595.94,#N/A,#N/A,#N/A,#N/A
20090501,60.31,114.129,228.8,1581.83,4501,11605,1481.5,1334.5
20090430,#N/A,110.571,221.66,1542.51,4515,11505,1430.5,1355
20090429,#N/A,109.871,220.26,1533.37,4300.5,11100,1419,1318
20090428,#N/A,107.494,215.49,1493.44,4185,10825,1389.5,1309
20090427,#N/A,108.603,217.71,1540.03,4305.5,11010,1398.5,1375
20090424,58.73,111.03,222.58,1573.23,4362,11050,1416.5,1410.5
20090423,#N/A,109.73,219.97,1559.2,4541,11410,1426.5,1461.5
20090422,#N/A,110,220.51,1573.29,4447,11385,1410,1443
20090421,#N/A,109.778,220.07,1561.42,4402.5,11470,1398.5,1438
20090420,#N/A,109.629,219.77,1569.79,4636,12230,1419,1509
20090417,59.23,113.575,227.67,1618.06,4725,12430,1441,1525
20090416,#N/A,113.268,227.06,1599.64,4766,12270,1456.5,1525
20090415,#N/A,113.763,228.05,1628.57,4750,12400,1469,1502
20090414,#N/A,113.349,227.22,1595.38,4582,11405,1472,1425
20090413,#N/A,113.156,226.83,1575.71,#N/A,#N/A,#N/A,#N/A
20090410,59.96,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20090409,#N/A,113.121,226.75,1561.37,4465,10755,1451,1352.5
20090408,#N/A,111.367,223.24,1531.37,4305,10615,1417,1302.5
20090407,#N/A,110.698,221.89,1519.87,4309,10585,1426,1315
20090406,#N/A,111.809,224.12,1503.16,4330.5,10800,1448,1312
20090403,60.48,113.675,227.86,1525.04,4130,10310,1410.5,1283
20090402,#N/A,112.295,225.09,1499.24,4110.5,10210,1381,1259
20090401,#N/A,108.687,217.86,1469.09,3963.5,9555,1337,1242
20090331,#N/A,109.782,220.05,1471.28,4035,9405,1365.5,1272
20090330,#N/A,107.156,214.78,1454.28,3872,9455,1362.5,1235
20090327,59.7,110.182,220.85,1485.27,3946,9500,1381,1255
20090326,#N/A,112.908,226.31,1506.11,4078,9780,1410,1310.5
20090325,#N/A,112.43,225.35,1474.21,3890,9485,1360,1252
20090324,#N/A,113.443,227.38,1467.51,3911,9625,1370,1251
20090323,#N/A,114.204,228.9,1507.07,4006.5,9815,1403,1341
20090320,62.47,112.806,226.1,1495.03,3911,9905,1434,1302
20090319,#N/A,112.481,225.44,1495.69,3930,10015,1401,1335
20090318,#N/A,106.458,213.37,1406.18,3740,9705,1339,1320.5
20090317,#N/A,108.268,217,1438.9,3761,10005,1316.5,1333.5
20090316,#N/A,107.394,215.24,1437.63,3690,9835,1311,1285
20090313,62.37,105.941,212.33,1418.7,3671,9535,1335,1266.5
20090312,#N/A,106.115,212.67,1402.41,3494,9540,1303,1230.5
20090311,#N/A,102.687,205.8,1410.08,3636,9755,1301,1280
20090310,#N/A,104.762,209.96,1418.4,3667.5,9780,1282,1250
20090309,#N/A,104.833,210.1,1403.58,3567,9575,1261.5,1216
20090306,64.81,105.834,212.1,1425.24,3693,9780,1292.5,1190
20090305,#N/A,104.728,209.88,1412.27,3640.5,9785,1302,1160.5
20090304,#N/A,106.812,214.06,1415.01,3545,9760,1302,1104
20090303,#N/A,103.28,206.98,1361.7,3480,9675,1285.5,1042
20090302,#N/A,101.999,204.41,1352.38,3330,9605,1270.5,1024
20090227,69.04,105.988,212.4,1374.13,3390,9675,1290,1025
20090226,#N/A,106.689,213.8,1378.65,3443,10105,1311.5,1050
20090225,#N/A,105.299,211.01,1382.41,3350.5,9730,1293.5,1008
20090224,#N/A,103.929,208.26,1360.22,3190.5,9475,1253.5,991.5
20090223,#N/A,102.583,205.57,1362.07,3205.5,9510,1261.5,1026
20090220,74.98,102.884,206.16,1367,3150,9575,1264.5,1015.5
20090219,#N/A,104.057,208.51,1384.48,3291,9860,1296,1085
20090218,#N/A,102.551,205.49,1380.99,3151.5,9725,1280.5,1060
20090217,#N/A,103.519,207.43,1375.37,3271,9980,1310.5,1102.5
20090216,#N/A,#N/A,#N/A,#N/A,3271.5,9920,1315.5,1135.5
20090213,81.86,108.16,216.72,1407.19,3407,10400,1347,1145
20090212,#N/A,109.054,218.51,1403.14,3350.5,10135,1341,1135
20090211,#N/A,109.827,220.06,1415.32,3377,10550,1362.5,1145
20090210,#N/A,110.556,221.52,1399.42,3461,10925,1390,1152
20090209,#N/A,112.817,226.04,1417.23,3527,11505,1420,1180
20090206,78.83,113.143,226.69,1425.98,3440.5,11500,1422,1165
20090205,#N/A,111.753,223.91,1383.19,3350.5,11510,1408.5,1165
20090204,#N/A,110.245,220.88,1396.94,3320,11605,1384,1195
20090203,#N/A,109.776,219.94,1376.94,3201,11285,1336,1114
20090202,#N/A,109.438,219.26,1347.85,3145.5,11205,1316,1115.5
20090130,74.25,110.93,222.25,1347.07,3106,10870,1311.5,1152
20090129,#N/A,110.849,222.08,1351.15,3125.5,10985,1309,1145
20090128,#N/A,111.255,222.9,1362.16,3295,11655,1332,1160
20090127,#N/A,110.311,221.01,1358.79,3330.5,11210,1309,1150
20090126,#N/A,114.248,228.89,1411.03,3281,11605,1300.5,1153
20090123,73.34,113.235,226.86,1359.15,3050.5,11045,1290,1075
20090122,#N/A,110.292,220.96,1302.87,3155,11105,1311,1105.5
20090121,#N/A,111.18,222.74,1317.72,3211,11030,1325.5,1120.5
20090120,#N/A,110.388,221.16,1363.28,3275.5,10815,1351,1145
20090119,#N/A,#N/A,#N/A,#N/A,3321,10880,1401,1131
20090116,74.09,112.829,226.04,1366.92,3343,10755,1445.5,1162
20090115,#N/A,111.401,223.18,1342.41,3210.5,10610,1431,1130
20090114,#N/A,111.769,223.92,1347.07,3274,10475,1454,1136
20090113,#N/A,113.463,227.31,1381.06,3139,10355,1440.5,1080
20090112,#N/A,113.325,227.03,1363.59,3171.5,10150,1475.5,1150
20090109,73.64,118.268,236.93,1423.63,3280,11375,1520.5,1185
20090108,#N/A,116.999,234.39,1380.63,3170.5,11475,1516.5,1145.5
20090107,#N/A,118.925,238.24,1406.46,3390.5,12515,1575,1177
20090106,#N/A,123.458,247.33,1435.02,3332,13420,1569,1165
20090105,#N/A,120.556,241.51,1388.09,3101.5,12405,1515.5,1079.5
20090102,72.54,119.806,240.01,1398.37,3071,12710,1492,1040.5
20081231,#N/A,117.244,234.87,1344.55,2902,10810,1455,949
20081230,#N/A,113.468,227.31,1293.51,2812,9860,1445.5,945
20081229,#N/A,113.441,227.26,1282.59,2843,9755,1460,900.5
20081226,76.43,112.572,225.51,1267.88,#N/A,#N/A,#N/A,#N/A
20081224,#N/A,110.94,222.24,1255.26,2770,9500,1495.5,900
20081223,#N/A,111.445,223.26,1257.07,2850.5,9700,1506.5,907
20081222,#N/A,110.772,221.91,1287.21,2910.5,9970,1478,880
20081219,74.15,111.277,222.92,1266.9,2826,9655,1438.5,882
20081218,#N/A,112.279,224.92,1272.57,2885.5,9460,1431,945.5
20081217,#N/A,113.936,228.24,1299.51,3000,9705,1431,967
20081216,#N/A,113.691,227.75,1276.86,3020.5,9660,1423,980
20081215,#N/A,112.641,225.65,1292.19,3075.5,10105,1442,1016
20081212,69.38,112.644,225.66,1282.99,2982,10210,1466,982
20081211,#N/A,114.311,228.99,1322.5,3232.5,10610,1525.5,1031
20081210,#N/A,111.462,223.29,1297.8,3180.5,9330,1462.5,970.5
20081209,#N/A,108.775,217.9,1263.43,3120,9200,1463,968
20081208,#N/A,109.741,219.84,1279.23,3141,9150,1466,936
20081205,65.82,106.092,212.53,1224.97,3050.5,9080,1446,915
20081204,#N/A,110.578,221.52,1274.93,3360.5,9055,1544,1000
20081203,#N/A,114.711,229.79,1293.21,3423,9260,1587,1003
20081202,#N/A,116.351,233.08,1337.53,3530.5,9580,1642.5,1060
20081201,#N/A,118.201,236.79,1345.72,3595.5,9760,1690.5,1083
20081128,#N/A,122.753,245.9,1398.21,3581,9705,1701,1080
20081127,#N/A,#N/A,#N/A,#N/A,3665,10160,1720.5,1086
20081126,#N/A,124.067,248.53,1425.85,3742,10205,1740,1176
20081125,#N/A,120.977,242.34,1425.47,3565.5,10110,1749,1186
20081124,#N/A,123.636,247.66,1427.77,3715.5,10105,1758,1189
20081121,#N/A,117.704,235.78,1359.05,3470.5,10105,1750,1217
20081120,#N/A,117.454,235.28,1333.56,3430.5,9655,1751.5,1171
20081119,#N/A,121.741,243.86,1369.61,3565,10205,1825.5,1240
20081118,#N/A,122.351,245.08,1414.24,3511,10350,1835.5,1245
20081117,#N/A,122.987,246.36,1394.24,3580.5,10450,1820.5,1258
20081114,#N/A,124.103,248.58,1430.49,3722,11100,1888,1349
20081113,#N/A,123.534,247.44,1396.59,3591,10405,1871.5,1302
20081112,#N/A,123.097,246.57,1393,3592,10550,1860,1257
20081111,#N/A,125.928,252.23,1404.21,3690.5,10960,1906.5,1285
20081110,#N/A,130.572,261.53,1452.42,4005,11905,1971,1411
20081107,#N/A,127.705,255.78,1431.16,3761,11405,1956,1446
20081106,#N/A,128.574,257.52,1455.35,3890,11455,1975.5,1470
20081105,#N/A,133.271,266.92,1516.19,4071,12035,2012,1478
20081104,#N/A,137.628,275.64,1540.77,4231,11810,1990.5,1521
20081103,#N/A,131.323,263.01,1479.67,3960,11355,1966,1455
20081031,#N/A,131.972,264.29,1467.8,3995,11305,1970.5,1469
20081030,#N/A,131.257,262.85,1493.65,4497,12625,2036,1520.5
20081029,#N/A,135.488,271.32,1566.74,4420.5,12505,2104.5,1531
20081028,#N/A,128.049,256.41,1474.34,4129,11640,2015.5,1445
20081027,#N/A,127.642,255.59,1436.61,3686,9800,1886,1206
20081024,#N/A,126.196,252.67,1389.72,3721,8810,1876,1140
20081023,#N/A,129.568,259.41,1412.99,3986,9105,1910.5,1150.5
20081022,#N/A,130.653,261.58,1424.42,4286,10410,1982,1240
20081021,#N/A,136.57,273.41,1500.04,4490,10450,2044,1336
20081020,#N/A,138.545,277.36,1530.14,4875.5,10155,2101,1407
20081017,#N/A,138.051,276.36,1549.01,4701,10335,2104,1326
20081016,#N/A,135.468,271.18,1537.28,4880,11430,2110.5,1440
20081015,#N/A,138.635,277.52,1624.21,5126,11675,2135.5,1512
20081014,#N/A,144.865,289.99,1719.8,5555,13220,2242,1615
20081013,#N/A,146.085,292.42,1692.3,5031,12400,2194,1518
20081010,#N/A,142.165,284.57,1654.92,5000,11950,2162,1484
20081009,#N/A,151.564,303.38,1766.44,5402,12850,2240,1605
20081008,#N/A,151.506,303.26,1738.23,5505,13410,2272,1605
20081007,#N/A,152.101,304.44,1785.15,5739,14005,2228,1650.5
20081006,#N/A,150.865,301.97,1764.46,5706,14405,2206,1615
20081003,#N/A,159.017,318.25,1813.15,5960,15125,2250,1681
20081002,#N/A,159.872,319.95,1797.06,6221,15605,2346,1740
20081001,#N/A,167.484,335.17,1900.65,6379,16000,2376.5,1806
20080930,#N/A,167.776,335.75,1909.49,6419,15755,2395,1801
20080929,#N/A,167.545,335.28,1949.22,6590,16355,2410,1835.5
20080926,#N/A,176.79,353.73,2012.22,6926,16950,2462,1980
20080925,#N/A,179.307,358.76,2035.28,6905,16725,2431,1946
20080924,#N/A,178.439,357,2042.28,6995,16800,2461,2001
20080923,#N/A,179.352,358.82,2038.49,7090,16510,2465,1920.5
20080922,#N/A,181.705,363.51,2083.76,7166,17105,2500.5,1921
20080919,#N/A,175.376,350.82,2004.98,6900,16215,2461.5,1832.5
20080918,#N/A,171.847,343.75,1977.95,6932,16850,2475.5,1805
20080917,#N/A,173.177,346.4,1942.3,6932,17475,2482,1813
20080916,#N/A,167.391,334.82,1917.76,6841,17570,2491,1784
20080915,#N/A,172.495,345.01,1966.45,6879,17900,2518,1803.5
20080912,#N/A,175.763,351.5,2014.17,7096,18925,2583,1885
20080911,#N/A,173.038,346.04,1951.63,6900,18430,2561.5,1806
20080910,#N/A,174.312,348.57,1950.7,6861,18400,2555,1788
20080909,#N/A,175.991,351.91,1975.06,6926,18625,2571,1805
20080908,#N/A,178.73,357.37,2030.55,6990,18660,2597,1850
20080905,#N/A,178.582,357.02,2022.7,7075,18560,2596,1806
20080904,#N/A,181.885,363.61,2084.6,7420,19575,2638,1975
20080903,#N/A,182.659,365.14,2096.12,7360,19425,2635,1920
20080902,#N/A,183.773,367.35,2093.94,7225,19255,2632,1875
