,Ã¶±¤¼® Fines (Daily) [Áß±¹(¼öÀÔ°¡ CFR)] Çö¹°USD/ton,Baltic Dry Index (BDI)1985.01.04,Baltic Capesize Index (BCI)1999.03.01,Baltic Panamax Index (BPI)1998.05.06,Baltic Clean Tanker Index (BCTI)1998.08.03,Baltic Dirty Tanker Index (BDTI)1998.08.03,Baltic Supramax index (BSI)2005.01.01,Baltic Handysize Index (BHSI)2006.05.23,SSY/Pacific Capesize Index1997.1.6=4114,SSY/Atlantic Capesize Index1997.1.6=5000,Howe Robinson Container Index1997.1.15=1000,China Containerized Freight Index (CCFI)1998.1.1=1000,Shanghai Containerized Freight Index (SCFI)2009.10.16=1000,China Coastal Bulk Freight Index (CBFI)2000.1.1=1000,China Newbuilding Price Index (CNPI)2011.07.01=1000,China Bulker Newbuilding Price Index (CNDPI)2011.07.01=1000,China Tanker Newbuilding Price Index (CNTPI)2011.07.01=1000,China Container Newbuilding Price Index (CNCPI)2011.07.01=1000
20180703,64.55,1476,2478,1336,501,702,1025,571,4997,8625,842,815.89,821.18,1105.5,801,828,855,821
20180702,64.54,1422,2304,1338,500,705,1034,575,4997,8625,842,815.89,821.18,1105.5,801,828,855,821
20180630,65.02,1385,2170,1336,496,712,1042,581,4977,8038,842,815.89,821.18,1105.5,801,828,855,821
20180629,65.02,1385,2170,1336,496,712,1042,581,4977,8038,842,815.89,821.18,1105.5,794,824,849,810
20180628,64.44,1329,2025,1331,493,724,1055,583,4977,8038,842,812.18,751.13,1133.57,794,824,849,810
20180627,64.6,1309,1942,1324,496,727,1067,585,4977,8038,842,812.18,751.13,1133.57,794,824,849,810
20180626,66.62,1323,1986,1321,500,735,1078,589,4977,8038,843,812.18,751.13,1133.57,794,824,849,810
20180625,65.49,1333,2001,1339,503,745,1085,592,4977,8038,843,812.18,751.13,1133.57,794,824,849,810
20180622,65.34,1341,2011,1355,506,745,1092,593,5455,8331,843,812.18,751.13,1133.57,794,824,849,810
20180621,64.88,1347,2038,1382,507,742,1094,592,5455,8331,843,814.83,777.7,1150.02,794,824,849,810
20180620,65.49,1373,2090,1419,506,743,1094,593,5455,8331,843,814.83,777.7,1150.02,794,824,849,810
20180619,66.45,1419,2187,1458,507,743,1093,594,5455,8331,846,814.83,777.7,1150.02,794,824,849,810
20180618,68.49,1442,2228,1482,511,736,1092,595,5455,8331,846,814.83,777.7,1150.02,794,824,849,810
20180615,68.49,1445,2223,1495,515,746,1091,593,5372,7908,846,814.83,777.7,1150.02,794,824,849,810
20180614,68.49,1433,2184,1498,518,760,1089,592,5372,7908,846,796.65,806.04,1207.08,794,824,849,810
20180613,67.02,1404,2091,1488,518,768,1088,591,5372,7908,846,796.65,806.04,1207.08,794,824,849,810
20180612,67.23,1390,2068,1474,522,751,1084,588,5372,7908,843,796.65,806.04,1207.08,794,824,849,810
20180611,66.75,1387,2091,1451,525,746,1078,586,5372,7908,843,796.65,806.04,1207.08,794,824,849,810
20180608,66.84,1391,2151,1418,531,734,1075,584,4631,6911,843,796.65,806.04,1207.08,794,824,849,810
20180607,66.84,1395,2220,1344,535,731,1072,583,4631,6911,843,788.78,829.09,1217.83,794,824,849,810
20180606,66.56,1340,2088,1290,538,735,1065,583,4631,6911,843,788.78,829.09,1217.83,794,824,849,810
20180605,66.34,1249,1835,1250,541,745,1065,584,4631,6911,832,788.78,829.09,1217.83,794,824,849,810
20180604,65.47,1193,1712,1217,546,749,1061,583,4631,6911,832,788.78,829.09,1217.83,794,824,849,810
20180601,66.16,1156,1602,1192,549,754,1061,583,5019,7280,832,788.78,829.09,1217.83,794,824,849,810
20180531,65.32,1090,1401,1160,555,754,1063,583,5019,7280,832,789.76,764.34,1240.74,794,824,849,810
20180530,65.78,1042,1276,1149,569,779,1064,584,5019,7280,832,789.76,764.34,1240.74,794,824,849,810
20180529,63.89,1057,1324,1163,563,781,1068,586,5019,7280,826,789.76,764.34,1240.74,790,819,844,806
20180528,63.89,1077,1395,1187,558,776,1071,587,5019,7280,826,789.76,764.34,1240.74,790,819,844,806
20180525,63.94,1077,1395,1187,558,776,1071,587,5019,7280,826,789.76,764.34,1240.74,790,819,844,806
20180524,65.54,1109,1551,1202,558,776,1074,590,5019,7280,826,785.63,753.83,1222.31,790,819,844,806
20180523,64.11,1162,1759,1222,535,748,1074,591,5019,7280,826,785.63,753.83,1222.31,790,819,844,806
20180522,64.41,1199,1854,1239,535,748,1074,590,5019,7280,822,785.63,753.83,1222.31,790,819,844,806
20180521,65.3,1239,1957,1243,526,729,1071,591,5019,7280,822,785.63,753.83,1222.31,790,819,844,806
20180518,67.49,1273,2053,1241,525,714,1069,590,5553,8522,822,785.63,753.83,1222.31,790,819,844,806
20180517,67.49,1305,2106,1239,524,692,1064,589,5553,8522,822,763.12,778.83,1163.88,790,819,844,806
20180516,68.03,1403,2407,1237,529,681,1056,587,5553,8522,822,763.12,778.83,1163.88,790,819,844,806
20180515,67.28,1468,2602,1237,532,667,1053,586,5553,8522,812,763.12,778.83,1163.88,790,819,844,806
20180514,68.93,1476,2635,1240,540,656,1055,585,5553,8522,812,763.12,778.83,1163.88,790,819,844,806
20180511,67.42,1472,2630,1245,542,657,1053,584,5136,8079,812,763.12,778.83,1163.88,790,819,844,806
20180510,66.83,1453,2565,1246,540,656,1052,584,5136,8079,812,743.71,776.88,1132.6,790,819,844,806
20180509,66.46,1465,2616,1253,541,656,1048,585,5136,8079,812,743.71,776.88,1132.6,790,819,844,806
20180508,66.8,1432,2482,1257,545,650,1051,585,5136,8079,793,743.71,776.88,1132.6,790,819,844,806
20180507,67.26,1384,2337,1265,545,650,1050,589,4915,8004,793,743.71,776.88,1132.6,790,819,844,806
20180504,66.87,1384,2337,1265,545,650,1050,589,4915,8004,793,743.71,776.88,1132.6,790,819,844,806
20180503,66.87,1376,2308,1266,546,648,1047,591,4915,8004,793,744.06,760.67,1136.88,790,819,844,806
20180502,66.98,1346,2197,1271,545,647,1043,597,4915,8004,793,744.06,760.67,1136.88,790,819,844,806
20180501,65.43,1327,2136,1271,560,655,1043,601,4915,8004,785,744.06,760.67,1136.88,790,819,844,806
20180430,65.43,1341,2173,1276,567,656,1045,603,4915,8004,785,744.06,760.67,1136.88,790,819,844,806
20180427,65.68,1361,2251,1275,571,655,1042,605,4674,7323,785,744.06,760.67,1136.88,784,811,839,799
20180426,66.258,1375,2306,1272,571,648,1040,610,4674,7323,785,750.37,674.58,1058.65,784,811,839,799
20180425,66.38,1376,2314,1264,563,639,1037,614,4674,7323,785,750.37,674.58,1058.65,784,811,839,799
20180424,67.67,1330,2130,1269,557,637,1030,617,4674,7323,773,750.37,674.58,1058.65,784,811,839,799
20180423,67.67,1306,2009,1281,555,639,1027,621,4674,7323,773,750.37,674.58,1058.65,784,811,839,799
20180420,67.06,1281,1915,1289,558,637,1025,621,3814,5282,773,750.37,674.58,1058.65,784,811,839,799
20180419,68.45,1201,1668,1306,557,637,1022,623,3814,5282,773,748.16,659.74,989.45,784,811,839,799
20180418,65.88,1124,1402,1329,554,635,1022,626,3814,5282,773,748.16,659.74,989.45,784,811,839,799
20180417,64.51,1052,1152,1353,538,636,1018,626,3814,5282,761,748.16,659.74,989.45,784,811,839,799
20180416,63.93,1025,1061,1359,535,638,1016,626,3814,5282,761,748.16,659.74,989.45,784,811,839,799
20180413,64.96,1014,1038,1351,529,640,1013,628,3502,4995,761,748.16,659.74,989.45,784,811,839,799
20180412,64.47,993,982,1335,525,639,1014,630,3502,4995,761,757.66,654.17,998.58,784,811,839,799
20180411,64.79,979,940,1325,523,628,1014,634,3502,4995,761,757.66,654.17,998.58,784,811,839,799
20180410,65.3,974,930,1319,510,631,1016,636,3502,4995,755,757.66,654.17,998.58,784,811,839,799
20180409,63.95,952,854,1315,498,637,1024,638,3502,4995,755,757.66,654.17,998.58,784,811,839,799
20180406,63.57,948,824,1317,501,643,1032,643,3730,5312,755,757.66,654.17,998.58,784,811,839,799
20180405,63.57,953,809,1343,510,646,1042,644,3730,5312,755,757.66,654.17,998.58,784,811,839,799
20180404,63.57,977,841,1397,520,648,1056,648,3730,5312,755,757.66,654.17,998.58,784,811,839,799
20180403,63.76,1016,924,1455,543,651,1067,650,3730,5312,746,769.67,658.68,1030.68,784,811,839,799
20180402,65.8,1055,1010,1495,560,661,1080,652,3953,5514,746,769.67,658.68,1030.68,784,811,839,799
20180330,63.12,1055,1010,1495,560,661,1080,652,3953,5514,746,769.67,658.68,1030.68,784,811,839,799
20180329,63.12,1055,1010,1495,560,661,1080,652,3953,5514,746,788.74,646.59,1064.33,778,799,833,797
20180328,63.12,1080,1065,1520,563,662,1093,650,3953,5514,746,788.74,646.59,1064.33,778,799,833,797
20180327,65.17,1117,1191,1552,563,662,1106,648,3953,5514,734,788.74,646.59,1064.33,778,799,833,797
20180326,64.33,1126,1197,1575,563,658,1116,645,3953,5514,734,788.74,646.59,1064.33,778,799,833,797
20180323,64.58,1122,1157,1587,554,652,1121,641,4019,5692,734,788.74,646.59,1064.33,778,799,833,797
20180322,67.18,1117,1129,1593,560,649,1122,639,4019,5692,734,809.75,675.46,1027.97,778,799,833,797
20180321,67.25,1117,1109,1606,561,645,1117,634,4019,5692,734,809.75,675.46,1027.97,778,799,833,797
20180320,66.94,1122,1112,1615,559,636,1109,630,4019,5692,703,809.75,675.46,1027.97,778,799,833,797
20180319,67.45,1136,1171,1621,564,635,1099,629,4019,5692,703,809.75,675.46,1027.97,778,799,833,797
20180316,69.84,1143,1203,1618,564,639,1091,627,4267,6063,703,809.75,675.46,1027.97,778,799,833,797
20180315,72.11,1150,1238,1619,563,641,1077,626,4267,6063,703,830.88,729.49,1022.71,778,799,833,797
20180314,71.64,1169,1312,1623,567,642,1061,622,4267,6063,703,830.88,729.49,1022.71,778,799,833,797
20180313,69.78,1179,1362,1623,577,648,1049,617,4267,6063,677,830.88,729.49,1022.71,778,799,833,797
20180312,69.93,1192,1425,1624,580,653,1040,615,4267,6063,677,830.88,729.49,1022.71,778,799,833,797
20180309,70.09,1201,1479,1615,580,653,1032,611,4432,6511,677,830.88,729.49,1022.71,778,799,833,797
20180308,73.23,1197,1489,1590,585,651,1026,607,4432,6511,677,845.48,772.45,1079.79,778,799,833,797
20180307,75.84,1191,1495,1553,590,648,1020,599,4432,6511,677,845.48,772.45,1079.79,778,799,833,797
20180306,76.07,1212,1587,1528,596,654,1013,595,4432,6511,661,845.48,772.45,1079.79,778,799,833,797
20180305,77.03,1210,1597,1502,598,664,1006,590,4432,6511,661,845.48,772.45,1079.79,778,799,833,797
20180302,78.43,1207,1592,1500,600,669,1004,586,4652,6818,661,845.48,772.45,1079.79,778,799,833,797
20180301,79.39,1196,1568,1505,604,662,992,579,4652,6818,661,848.32,854.19,1063.33,778,799,833,797
20180228,78.61,1192,1560,1513,622,658,973,557,4652,6818,661,848.32,854.19,1063.33,778,799,833,797
20180227,79.15,1188,1595,1513,621,658,948,545,4652,6818,651,848.32,854.19,1063.33,771,791,827,790
20180226,79.36,1191,1680,1504,618,652,919,538,4652,6818,651,848.32,854.19,1063.33,771,791,827,790
20180223,78.82,1185,1722,1481,622,646,892,534,4374,6681,651,848.32,854.19,1063.33,771,791,827,790
20180222,78.2,1167,1725,1438,618,645,871,529,4374,6681,651,836.6,871.76,1063.38,771,791,827,790
20180221,78.43,1146,1717,1388,617,640,856,522,4374,6681,651,836.6,871.76,1063.38,771,791,827,790
20180220,78.43,1117,1678,1333,613,641,847,519,4374,6681,649,836.6,871.76,1063.38,771,791,827,790
20180219,78.43,1084,1608,1273,628,649,837,515,4374,6681,649,836.6,871.76,1063.38,771,791,827,790
20180216,78.43,1084,1608,1273,628,649,837,515,4674,7164,649,836.6,871.76,1063.38,771,791,827,790
20180215,78.43,1089,1663,1251,630,649,832,515,4674,7164,649,836.6,871.76,1063.38,771,791,827,790
20180214,78.41,1095,1721,1231,638,642,823,516,4674,7164,649,836.6,871.76,1063.38,771,791,827,790
20180213,77.36,1114,1793,1228,642,637,817,518,4674,7164,645,836.6,871.76,1063.38,771,791,827,790
20180212,76.24,1123,1824,1237,634,640,819,520,4674,7164,645,836.6,871.76,1063.38,771,791,827,790
20180209,76.46,1125,1790,1250,632,642,825,526,4072,6338,645,836.6,871.76,1063.38,771,791,827,790
20180208,77.32,1106,1662,1263,619,643,833,529,4072,6338,645,829,883.59,1221.69,771,791,827,790
20180207,77.2,1097,1578,1293,614,648,844,532,4072,6338,645,829,883.59,1221.69,771,791,827,790
20180206,75.92,1095,1519,1316,615,648,857,538,4072,6338,640,829,883.59,1221.69,771,791,827,790
20180205,75.7,1082,1433,1339,606,654,865,543,4072,6338,640,829,883.59,1221.69,771,791,827,790
20180202,74.39,1095,1470,1359,606,658,872,547,4387,6825,640,829,883.59,1221.69,771,791,827,790
20180201,72.88,1114,1528,1378,598,661,877,552,4387,6825,640,819.59,858.6,1386.07,771,791,827,790
20180131,72.92,1152,1613,1411,602,664,884,558,4387,6825,640,819.59,858.6,1386.07,771,791,827,790
20180130,72.97,1191,1748,1450,628,670,889,566,4387,6825,637,819.59,858.6,1386.07,771,791,827,790
20180129,74.33,1214,1784,1485,637,679,895,573,4387,6825,637,819.59,858.6,1386.07,768,787,823,789
20180126,74.4,1219,1772,1492,623,682,900,577,3955,6697,637,819.59,858.6,1386.07,768,787,823,789
20180125,75.04,1217,1752,1481,589,683,904,581,3955,6697,637,813,840.36,1416.08,768,787,823,789
20180124,74.53,1200,1676,1456,571,691,908,584,3955,6697,637,813,840.36,1416.08,768,787,823,789
20180123,76.75,1157,1525,1404,569,694,911,586,3955,6697,631,813,840.36,1416.08,768,787,823,789
20180122,76.61,1129,1445,1362,564,702,913,585,3955,6697,631,813,840.36,1416.08,768,787,823,789
20180119,76.75,1125,1493,1333,567,705,911,584,4783,7973,631,813,840.36,1416.08,768,787,823,789
20180118,74.87,1139,1611,1311,570,707,910,580,4783,7973,631,791.38,839.72,1477.53,768,787,823,789
20180117,74.51,1164,1743,1317,566,715,910,581,4783,7973,631,791.38,839.72,1477.53,768,787,823,789
20180116,75.71,1221,2010,1329,569,717,910,583,4783,7973,624,791.38,839.72,1477.53,768,787,823,789
20180115,76.59,1279,2296,1348,602,684,907,587,4783,7973,624,791.38,839.72,1477.53,768,787,823,789
20180112,78.05,1279,2296,1348,602,684,907,587,5379,8574,624,791.38,839.72,1477.53,768,787,823,789
20180111,79.08,1303,2384,1371,609,681,902,587,5379,8574,624,773.28,816.58,1387.18,768,787,823,789
20180110,78.31,1366,2677,1404,616,685,898,589,5379,8574,624,773.28,816.58,1387.18,768,787,823,789
20180109,78.47,1395,2820,1428,628,691,889,592,5379,8574,610,773.28,816.58,1387.18,768,787,823,789
20180108,77.74,1385,2826,1424,646,682,886,594,5379,8574,610,773.28,816.58,1387.18,768,787,823,789
20180105,76.8,1371,2791,1400,656,680,884,600,5938,8236,610,773.28,816.58,1387.18,768,787,823,789
20180104,76.54,1341,2715,1365,653,676,884,604,5938,8236,610,770.64,824.18,1470.86,768,787,823,789
20180103,74.97,1262,2426,1332,653,683,894,607,5938,8236,610,770.64,824.18,1470.86,768,787,823,789
20180102,74.71,1230,2281,1340,655,700,901,612,5938,8236,600,770.64,824.18,1470.86,768,787,823,789
20171230,72.61,1366,2830,1395,720,827,914,625,5938,8236,600,770.64,824.18,1470.86,768,787,823,789
20171229,72.61,1366,2830,1395,720,827,914,625,5938,8236,600,770.64,824.18,1470.86,766,783,822,786
20171228,72.62,1366,2830,1395,720,827,914,625,5938,8236,600,763.75,723.2,1597.83,766,783,822,786
20171227,72.62,1366,2830,1395,720,827,914,625,5938,8236,600,763.75,723.2,1597.83,766,783,822,786
20171226,76.08,1366,2830,1395,720,827,914,625,5938,8236,600,763.75,723.2,1597.83,766,783,822,786
20171222,76.36,1366,2830,1395,720,827,914,625,5938,8236,600,763.75,723.2,1597.83,766,783,822,786
20171221,72.82,1430,3115,1445,719,831,925,627,6687,9373,600,764.43,727.14,1577.71,766,783,822,786
20171220,72.84,1476,3216,1546,722,825,933,632,6687,9373,600,764.43,727.14,1577.71,766,783,822,786
20171219,73.93,1547,3510,1593,723,824,938,636,6687,9373,599,764.43,727.14,1577.71,766,783,822,786
20171218,74.15,1588,3656,1643,722,820,943,637,6687,9373,599,764.43,727.14,1577.71,766,783,822,786
20171215,71.5,1619,3777,1677,707,815,942,636,6986,10579,599,764.43,727.14,1577.71,766,783,822,786
20171214,69.94,1668,3936,1714,702,814,944,635,6986,10579,599,763.14,703.67,1462.26,766,783,822,786
20171213,70.85,1730,4211,1718,694,812,943,633,6986,10579,599,763.14,703.67,1462.26,766,783,822,786
20171212,71.25,1743,4293,1672,686,812,942,633,6986,10579,593,763.14,703.67,1462.26,766,783,822,786
20171211,68.82,1727,4272,1624,684,814,939,632,6986,10579,593,763.14,703.67,1462.26,766,783,822,786
20171208,69.35,1702,4193,1588,686,814,943,631,6907,10020,593,763.14,703.67,1462.26,766,783,822,786
20171207,65.7,1679,4147,1564,679,823,944,630,6907,10020,593,772.77,732.04,1395.47,766,783,822,786
20171206,69.36,1670,4126,1563,685,824,945,629,6907,10020,593,772.77,732.04,1395.47,766,783,822,786
20171205,71.77,1666,4115,1571,688,822,944,628,6907,10020,592,772.77,732.04,1395.47,766,783,822,786
20171204,72.68,1662,4129,1559,677,821,944,626,6907,10020,592,772.77,732.04,1395.47,766,783,822,786
20171201,70.11,1626,4025,1494,649,820,944,626,6209,8967,592,772.77,732.04,1395.47,766,783,822,786
20171130,68.13,1578,3848,1433,634,806,941,623,6209,8967,592,785.2,705.19,1379.5,766,783,822,786
20171129,67.92,1536,3740,1368,615,794,936,622,6209,8967,592,785.2,705.19,1379.5,765,780,822,786
20171128,67.76,1506,3659,1320,611,799,929,620,6209,8967,590,785.2,705.19,1379.5,765,780,822,786
20171127,67.27,1477,3540,1299,603,798,923,619,6209,8967,590,785.2,705.19,1379.5,765,780,822,786
20171124,67.94,1458,3453,1295,602,812,914,620,5830,8596,590,785.2,705.19,1379.5,765,780,822,786
20171123,67.69,1445,3420,1284,600,820,899,622,5830,8596,590,794.47,734.15,1320.85,765,780,822,786
20171122,65.17,1413,3298,1281,599,826,875,624,5830,8596,590,794.47,734.15,1320.85,765,780,822,786
20171121,62.5,1396,3255,1275,595,827,856,625,5830,8596,587,794.47,734.15,1320.85,765,780,822,786
20171120,63.47,1385,3214,1280,594,827,850,628,5830,8596,587,794.47,734.15,1320.85,765,780,822,786
20171117,62.61,1371,3153,1285,590,809,845,630,6066,8894,587,794.47,734.15,1320.85,765,780,822,786
20171116,61.57,1361,3084,1298,594,790,849,634,6066,8894,587,784.29,782.25,1246.06,765,780,822,786
20171115,61.84,1374,3108,1320,582,787,858,637,6066,8894,587,784.29,782.25,1246.06,765,780,822,786
20171114,63.17,1405,3209,1346,570,790,872,640,6066,8894,584,784.29,782.25,1246.06,765,780,822,786
20171113,62.19,1445,3351,1387,556,796,888,642,6066,8894,584,784.29,782.25,1246.06,765,780,822,786
20171110,62.6,1464,3360,1418,550,803,912,644,5674,8277,584,784.29,782.25,1246.06,765,780,822,786
20171109,62.32,1481,3349,1468,546,802,936,648,5674,8277,584,779.47,818.73,1234.48,765,780,822,786
20171108,62.26,1486,3259,1515,544,807,961,654,5674,8277,584,779.47,818.73,1234.48,765,780,822,786
20171107,62.66,1477,3101,1558,542,814,988,658,5674,8277,588,779.47,818.73,1234.48,765,780,822,786
20171106,63.36,1473,3044,1567,542,820,1001,661,5674,8277,588,779.47,818.73,1234.48,765,780,822,786
20171103,59.88,1476,3036,1562,540,843,1014,664,5903,8452,588,779.47,818.73,1234.48,765,780,822,786
20171102,59.79,1482,3059,1539,539,855,1027,668,5903,8452,588,775.54,806.81,1241.43,765,780,822,786
20171101,59.35,1496,3137,1503,534,867,1043,673,5903,8452,588,775.54,806.81,1241.43,765,780,822,786
20171031,58.52,1522,3219,1492,528,871,1060,679,5903,8452,596,775.54,806.81,1241.43,765,780,822,786
20171030,58.75,1534,3217,1498,523,904,1081,685,5903,8452,596,775.54,806.81,1241.43,765,780,822,786
20171027,60.08,1546,3220,1517,524,914,1100,687,5729,8345,596,775.54,806.81,1241.43,765,774,822,788
20171026,61.47,1555,3182,1553,516,920,1117,688,5729,8345,596,772.27,747.38,1279.6,765,774,822,788
20171025,62.24,1573,3202,1592,515,912,1129,690,5729,8345,596,772.27,747.38,1279.6,765,774,822,788
20171024,62.42,1588,3202,1626,515,901,1130,687,5729,8345,613,772.27,747.38,1279.6,765,774,822,788
20171023,62,1586,3187,1642,520,899,1128,683,5729,8345,613,772.27,747.38,1279.6,765,774,822,788
20171020,62.46,1578,3145,1643,527,896,1126,679,5696,7893,613,772.27,747.38,1279.6,765,774,822,788
20171019,60.88,1582,3186,1648,531,902,1116,673,5696,7893,613,772.65,724.93,1228.55,765,774,822,788
20171018,62.72,1566,3134,1646,540,907,1105,666,5696,7893,613,772.65,724.93,1228.55,765,774,822,788
20171017,62.72,1552,3079,1651,544,916,1094,663,5696,7893,615,772.65,724.93,1228.55,765,774,822,788
20171016,62.94,1523,2980,1637,551,913,1082,656,5696,7893,615,772.65,724.93,1228.55,765,774,822,788
20171013,62.53,1485,2871,1606,563,903,1069,649,5703,8060,615,772.65,724.93,1228.55,765,774,822,788
20171012,60.09,1458,2859,1556,573,870,1050,635,5703,8060,615,803.25,715.97,1227.8,765,774,822,788
20171011,59.65,1433,2882,1504,591,856,1020,623,5703,8060,615,803.25,715.97,1227.8,765,774,822,788
20171010,61.01,1418,2894,1465,599,818,996,618,5703,8060,616,803.25,715.97,1227.8,765,774,822,788
20171009,62.67,1411,2906,1438,609,783,978,613,5703,8060,616,803.25,715.97,1227.8,765,774,822,788
20171006,62.24,1405,2929,1406,615,776,971,610,5343,7716,616,803.25,715.97,1227.8,765,774,822,788
20171005,61.48,1382,2888,1345,617,766,965,607,5343,7716,616,803.25,715.97,1227.8,765,774,822,788
20171004,62.05,1320,2667,1276,622,760,968,609,5343,7716,616,803.25,715.97,1227.8,765,774,822,788
20171003,62.05,1308,2618,1247,634,758,984,612,5343,7716,634,803.25,715.97,1227.8,765,774,822,788
20171002,62.05,1328,2671,1268,651,775,1006,614,5343,7716,634,803.25,715.97,1227.8,765,774,822,788
20170930,62.05,1356,2738,1308,667,776,1021,616,5948,8408,634,803.25,715.97,1227.8,765,774,822,788
20170929,62.05,1356,2738,1308,667,776,1021,616,5948,8408,634,803.25,715.97,1227.8,760,768,818,782
20170928,62.89,1391,2824,1352,671,782,1041,616,5948,8408,634,812.38,735.91,1271.19,760,768,818,782
20170927,64.15,1429,2942,1406,666,783,1054,613,5948,8408,634,812.38,735.91,1271.19,760,768,818,782
20170926,64.95,1476,3101,1446,652,780,1065,607,5948,8408,634,812.38,735.91,1271.19,760,768,818,782
20170925,63.06,1503,3173,1474,629,781,1068,602,5948,8408,634,812.38,735.91,1271.19,760,768,818,782
20170922,63.56,1502,3147,1493,621,772,1061,596,5379,7588,634,812.38,735.91,1271.19,760,768,818,782
20170921,66.09,1470,2948,1514,617,760,1050,586,5379,7588,634,823.76,774.6,1215.22,760,768,818,782
20170920,69.65,1449,2861,1531,610,751,1033,576,5379,7588,634,823.76,774.6,1215.22,760,768,818,782
20170919,68.85,1415,2723,1536,587,740,1017,562,5379,7588,628,823.76,774.6,1215.22,760,768,818,782
20170918,71.76,1398,2681,1529,575,744,997,551,5379,7588,628,823.76,774.6,1215.22,760,768,818,782
20170915,72.13,1385,2685,1521,548,744,977,536,5381,7734,628,823.76,774.6,1215.22,760,768,818,782
20170914,73.99,1361,2642,1499,545,739,950,529,5381,7734,628,833.61,774.27,1112.74,760,768,818,782
20170913,76.56,1337,2628,1464,548,732,923,520,5381,7734,628,833.61,774.27,1112.74,760,768,818,782
20170912,76.37,1344,2724,1429,560,725,908,513,5381,7734,624,833.61,774.27,1112.74,760,768,818,782
20170911,74.49,1355,2813,1394,580,715,898,509,5381,7734,624,833.61,774.27,1112.74,760,768,818,782
20170908,74.36,1332,2767,1375,590,707,888,504,4800,6998,624,833.61,774.27,1112.74,760,768,818,782
20170907,75.61,1296,2614,1351,609,701,875,499,4800,6998,624,839.84,801.95,1087.35,760,768,818,782
20170906,76.82,1250,2438,1314,607,699,868,494,4800,6998,624,839.84,801.95,1087.35,760,768,818,782
20170905,78.39,1215,2313,1275,624,698,863,491,4800,6998,604,839.84,801.95,1087.35,760,768,818,782
20170904,77.86,1187,2243,1227,674,691,860,487,4800,6998,604,839.84,801.95,1087.35,760,768,818,782
20170901,78.91,1183,2264,1198,737,682,856,486,4917,7324,604,839.84,801.95,1087.35,760,768,818,782
20170831,78.91,1184,2293,1189,703,677,853,486,4917,7324,604,846.73,821.35,1076.81,760,768,818,782
20170830,76.08,1181,2282,1195,648,667,851,482,4917,7324,604,846.73,821.35,1076.81,760,768,818,782
20170829,76.36,1203,2381,1215,564,659,848,477,4917,7324,604,846.73,821.35,1076.81,759,763,819,784
20170828,77.15,1209,2406,1235,521,643,845,474,5105,7585,604,846.73,821.35,1076.81,759,763,819,784
20170825,78.38,1209,2406,1235,521,643,845,474,5105,7585,604,846.73,821.35,1076.81,759,763,819,784
20170824,77.16,1200,2333,1259,508,627,840,473,5105,7585,604,853.79,859.92,1137.33,759,763,819,784
20170823,77.82,1222,2382,1311,510,620,833,470,5105,7585,604,853.79,859.92,1137.33,759,763,819,784
20170822,79.65,1249,2489,1345,511,621,824,468,5105,7585,580,853.79,859.92,1137.33,759,763,819,784
20170821,79.93,1266,2584,1349,511,622,817,466,5105,7585,580,853.79,859.92,1137.33,759,763,819,784
20170818,77.94,1260,2574,1345,511,621,806,465,4457,6874,580,853.79,859.92,1137.33,759,763,819,784
20170817,75.41,1247,2542,1336,520,618,791,465,4457,6874,580,856.5,878.27,1149.79,759,763,819,784
20170816,72.97,1207,2324,1310,517,620,776,464,4457,6874,580,856.5,878.27,1149.79,759,763,819,784
20170815,73.68,1169,2155,1289,530,617,765,464,4457,6874,570,856.5,878.27,1149.79,759,763,819,784
20170814,74.71,1155,2093,1272,546,618,760,465,4457,6874,570,856.5,878.27,1149.79,759,763,819,784
20170811,75.19,1138,2013,1256,551,621,759,466,4046,6151,570,856.5,878.27,1149.79,759,763,819,784
20170810,76.68,1092,1837,1228,552,620,756,466,4046,6151,570,865.5,897.28,1143.06,759,763,819,784
20170809,75.46,1050,1702,1192,555,618,756,467,4046,6151,570,865.5,897.28,1143.06,759,763,819,784
20170808,75.46,1038,1659,1170,556,616,759,472,4046,6151,561,865.5,897.28,1143.06,759,763,819,784
20170807,76.17,1036,1655,1158,556,614,762,475,4046,6151,561,865.5,897.28,1143.06,759,763,819,784
20170804,74.12,1032,1637,1153,556,619,764,478,3503,5186,561,865.5,897.28,1143.06,759,763,819,784
20170803,72.93,1023,1602,1143,556,628,767,482,3503,5186,561,874.38,925.45,1155.56,759,763,819,784
20170802,72.3,993,1475,1118,552,632,772,488,3503,5186,561,874.38,925.45,1155.56,759,763,819,784
20170801,73.56,965,1331,1098,543,632,779,492,3503,5186,541,874.38,925.45,1155.56,759,763,819,784
20170731,73.7,946,1225,1095,541,639,783,496,3503,5186,541,874.38,925.45,1155.56,759,763,819,784
20170730,68.73,933,1139,1109,544,640,789,498,3492,5172,541,874.38,925.45,1155.56,759,763,819,784
20170728,68.73,933,1139,1109,544,640,789,498,3492,5172,541,874.38,925.45,1155.56,764,768,823,789
20170727,70.2,942,1138,1146,545,644,798,500,3492,5172,541,877.33,837.42,1152.94,764,768,823,789
20170726,70.43,968,1206,1192,551,647,807,500,3492,5172,541,877.33,837.42,1152.94,764,768,823,789
20170725,69.48,980,1221,1225,556,646,813,500,3492,5172,547,877.33,837.42,1152.94,764,768,823,789
