날짜,GSCI Precious Metals,날짜,GSCI Agriculture,날짜,GSCI Livestock,날짜,GSCI Softs,날짜,Reuters Index of Commodity Prices,날짜,CRB BLS Spot Index,날짜,PDS 원자재 지수,날짜,PDS 귀금속 하위지수,날짜,PDS 에너지 하위지수,날짜,PDS 비철금속 하위지수
20170221,1644.39,20170221,311.03,20170221,265.04,20170221,112.09,20170209,2662.82,20170303,434.42,20170309,103.62,20170309,100.5,20170309,96.16,20170309,98.45
20170217,1644.94,20170217,310.61,20170217,264.8,20170217,110.49,20170208,2655.56,20170302,433.97,20170308,104.58,20170308,101.61,20170308,98.9,20170308,98.36
20170216,1648.33,20170216,313.77,20170216,261.44,20170216,111.09,20170207,2651.57,20170301,435.59,20170307,104.89,20170307,102.68,20170307,99.33,20170307,98.89
20170215,1637.16,20170215,317.24,20170215,262.78,20170215,111.26,20170206,2646.88,20170228,432.61,20170306,104.95,20170306,102.19,20170306,98.75,20170306,100.29
20170214,1627.35,20170214,314.43,20170214,264.17,20170214,110.98,20170203,2646.66,20170227,431.02,20170303,105.5,20170303,104.27,20170303,97.94,20170303,101.58
20170213,1627.06,20170213,315.06,20170213,259.86,20170213,110.25,20170202,2654.08,20170224,431.92,20170302,106.13,20170302,104.52,20170302,99.43,20170302,102.2
20170210,1639.93,20170210,314.26,20170210,262.39,20170210,111.07,20170201,2650.67,20170223,431.95,20170301,105.47,20170301,105.23,20170301,98.48,20170301,100.32
20170209,1638.76,20170209,310.89,20170209,264.58,20170209,111.35,20170131,2655.67,20170222,433.27,20170228,105.4,20170228,105.47,20170228,98.36,20170228,100.38
20170208,1641.39,20170208,308.84,20170208,265.22,20170208,111.06,20170130,2667.97,20170221,433.41,20170227,105.23,20170227,105.1,20170227,97.97,20170227,99.55
20170207,1637.82,20170207,305.98,20170207,268.47,20170207,110.68,20170127,2670.7,20170217,432.94,20170224,106,20170224,104.14,20170224,98.21,20170224,100.77
20170206,1632.31,20170206,304,20170206,266.01,20170206,112.34,20170126,2672.19,20170216,434.9,20170223,105.69,20170223,103.48,20170223,97.18,20170223,100.73
20170203,1616.78,20170203,305.35,20170203,264.87,20170203,112.84,20170125,2669.99,20170215,436.88,20170222,106.04,20170222,102.98,20170222,97.92,20170222,101.47
20170202,1614.6,20170202,305.99,20170202,263.94,20170202,111.59,20170124,2671.19,20170214,435.07,20170221,106.21,20170221,103.5,20170221,98.62,20170221,101.02
20170201,1601.85,20170201,306.98,20170201,260.65,20170201,112.81,20170123,2657.57,20170213,434.57,20170220,106.12,20170220,103.85,20170220,98.53,20170220,100.36
20170131,1606.48,20170131,300.93,20170131,261.63,20170131,111.08,20170120,2651.59,20170210,433.64,20170217,106.61,20170217,104.02,20170217,98.57,20170217,101.22
20170130,1584.24,20170130,298.96,20170130,261.57,20170130,110.52,20170119,2661.63,20170209,433.83,20170216,106.82,20170216,102.61,20170216,99.03,20170216,101.54
20170127,1578.34,20170127,303.13,20170127,265.85,20170127,111.09,20170118,2661.65,20170208,434.34,20170215,107.11,20170215,103.07,20170215,99.19,20170215,103.17
20170126,1576.88,20170126,304.24,20170126,264.79,20170126,110.89,20170117,2656.32,20170207,432.69,20170214,106.98,20170214,102.78,20170214,99.2,20170214,102.51
20170125,1587.64,20170125,304.92,20170125,270.44,20170125,111.1,20170116,2663.09,20170206,432.75,20170213,107.21,20170213,102.25,20170213,100.83,20170213,99.85
20170124,1605.18,20170124,305.25,20170124,267.21,20170124,111.55,20170113,2639.68,20170203,432.95,20170210,107.5,20170210,103.1,20170210,100.47,20170210,99.65
20170123,1610.92,20170123,308.25,20170123,268.51,20170123,112.44,20170112,2630.38,20170202,435.04,20170209,107.18,20170209,103.35,20170209,99.65,20170209,99.24
20170120,1596.62,20170120,306.27,20170120,269.26,20170120,110.21,20170111,2633.17,20170201,435.61,20170208,106.98,20170208,102.47,20170208,99.73,20170208,98.09
20170119,1592.32,20170119,304.71,20170119,270.65,20170119,109.81,20170110,2630.16,20170131,432.47,20170207,107.06,20170207,102.33,20170207,100.15,20170207,97.86
20170118,1607.78,20170118,307.63,20170118,269.7,20170118,111.72,20170109,2627.76,20170130,430.98,20170206,107.54,20170206,100.93,20170206,101.44,20170206,98.11
20170117,1607.47,20170117,307.17,20170117,270.41,20170117,111.11,20170106,2613.86,20170127,432.79,20170203,107.26,20170203,102.27,20170203,101.96,20170203,99.35
20170113,1583.68,20170113,302.73,20170113,268.72,20170113,110.48,20170105,2624.11,20170126,432.39,20170202,107.18,20170202,101.12,20170202,101.82,20170202,99.36
20170112,1588.05,20170112,302.84,20170112,265.75,20170112,111.23,20170104,2603.18,20170125,433.1,20170201,106.59,20170201,100.84,20170201,100.28,20170201,99.31
20170111,1583.61,20170111,299.05,20170111,267.4,20170111,110.62,20170103,2594.54,20170124,433.15,20170131,106.46,20170131,99.42,20170131,100.67,20170131,98.04
20170110,1570.07,20170110,300.52,20170110,267.18,20170110,110.52,20161230,2578.71,20170123,432.85,20170130,106.82,20170130,98.07,20170130,101.96,20170130,98.17
20170109,1566.89,20170109,299.79,20170109,259.83,20170109,109.72,20161229,2579.64,20170120,432.75,20170127,106.49,20170127,98.7,20170127,102.65,20170127,99.37
20170106,1550.96,20170106,299.24,20170106,256.51,20170106,111.06,20161228,2576.27,20170119,431.81,20170126,105.92,20170126,99.31,20170126,100.9,20170126,99.07
20170105,1561.48,20170105,301.49,20170105,257.89,20170105,111.18,20161223,2565.06,20170118,432.55,20170125,106.08,20170125,100.57,20170125,101.07,20170125,99.56
20170104,1541.84,20170104,300.13,20170104,258.31,20170104,111.23,20161222,2558.42,20170117,432.38,20170124,105.78,20170124,100.42,20170124,100.52,20170124,98.52
20170103,1536.44,20170103,293.76,20170103,256.36,20170103,108.47,20161221,2576.62,20170113,433.87,20170123,105.62,20170123,99.15,20170123,100.44,20170123,97.26
20161230,1519.86,20161230,290.99,20161230,261.02,20161230,105.24,20161220,2585.08,20170112,433.94,20170120,104.84,20170120,99.01,20170120,99.76,20170120,97.43
20161229,1529.82,20161229,290.31,20161229,262.11,20161229,105.04,20161219,2572.05,20170111,433.06,20170119,104.75,20170119,100.32,20170119,99.4,20170119,97.09
20161228,1507.75,20161228,288.1,20161228,261.97,20161228,103.3,20161216,2586.31,20170110,431.72,20170118,105.54,20170118,100.34,20170118,101.7,20170118,97.3
20161227,1504.77,20161227,290.48,20161227,259.54,20161227,102.34,20161215,2584.44,20170109,429.45,20170117,105.78,20170117,99.33,20170117,102.16,20170117,98.6
20161223,1496.2,20161223,283.97,20161223,258.28,20161223,101.74,20161214,2589.61,20170106,425.39,20170116,105.41,20170116,98.51,20170116,101.84,20170116,97.28
20161222,1494.02,20161222,285.45,20161222,260.87,20161222,102.05,20161213,2587.53,20170105,424.2,20170113,105.23,20170113,99.58,20170113,102.54,20170113,96.64
20161221,1498.11,20161221,287.53,20161221,260.07,20161221,103.17,20161212,2573.9,20170104,424.14,20170112,104.2,20170112,98.11,20170112,100.17,20170112,95.68
20161220,1500.06,20161220,288.38,20161220,257.99,20161220,102.8,20161209,2574.62,20170103,423.56,20170111,103.77,20170111,98.29,20170111,99.07,20170111,95.2
20161219,1510.41,20161219,290.45,20161219,261.34,20161219,103.06,20161208,2570.33,20161230,423.08,20170110,103.6,20170110,97.53,20170110,99.72,20170110,93.05
20161216,1505.56,20161216,292.62,20161216,258.76,20161216,103.17,20161207,2574.55,20161229,422.42,20170109,104.23,20170109,97.08,20170109,103.28,20170109,92.87
20161215,1493.9,20161215,293.15,20161215,252.96,20161215,104.29,20161206,2557.07,20161228,424.34,20170106,103.11,20170106,97.5,20170106,103.37,20170106,93.4
20161214,1547.17,20161214,294.6,20161214,252.71,20161214,103.35,20161205,2562.91,20161227,425.76,20170105,102.65,20170105,96.39,20170105,102.85,20170105,91.84
20161213,1539.05,20161213,295.72,20161213,253.46,20161213,104.79,20161202,2551.95,20161223,423.18,20170104,102.39,20170104,94.61,20170104,102.19,20170104,92.47
20161212,1549.26,20161212,296.7,20161212,252.57,20161212,106.05,20161201,2571.39,20161222,422.88,20170103,103.58,20170103,94.67,20170103,106.05,20170103,91.95
20161209,1542.33,20161209,295.68,20161209,248.24,20161209,105.06,20161130,2578.32,20161221,423.55,20170102,103.37,20170102,94.67,20170102,105.79,20170102,91.95
20161208,1556.01,20161208,293.58,20161208,247.93,20161208,106.48,20161129,2610.38,20161220,424.03,20161230,103.12,20161230,94.29,20161230,105.52,20161230,91.99
20161207,1563.9,20161207,295.07,20161207,247.13,20161207,107.01,20161128,2592.74,20161219,426.31,20161229,103.38,20161229,93.35,20161229,106.35,20161229,92.29
20161206,1550.24,20161206,296.27,20161206,244.9,20161206,106.96,20161125,2587.65,20161216,427.09,20161228,102.96,20161228,93.05,20161228,104.89,20161228,92.72
20161205,1558.68,20161205,294.99,20161205,238.37,20161205,105.73,20161124,2580.84,20161215,426.32,20161227,102.26,20161227,93.05,20161227,103.11,20161227,92.72
20161202,1559.48,20161202,291.62,20161202,237.4,20161202,106.48,20161123,2561.29,20161214,425.84,20161226,101.87,20161226,93.05,20161226,103.11,20161226,92.72
20161201,1546.14,20161201,289.83,20161201,241.52,20161201,106.95,20161122,2569.64,20161213,425.42,20161223,101.31,20161223,93.11,20161223,101.59,20161223,92.19
20161130,1551.15,20161130,294.31,20161130,243.81,20161130,109.12,20161121,2560.42,20161212,424.9,20161222,101.44,20161222,93.83,20161222,101.24,20161222,93.44
20161129,1573.7,20161129,295.96,20161129,240.69,20161129,109.04,20161118,2541.84,20161209,427.07,20161221,101.15,20161221,92.95,20161221,100.49,20161221,93.31
20161128,1576.51,20161128,301.38,20161128,242.89,20161128,110.5,20161117,2530.8,20161208,424.23,20161220,101.42,20161220,94.02,20161220,100.83,20161220,93.83
20161125,1560.23,20161125,300.55,20161125,245.59,20161125,109.8,20161116,2530.89,20161207,423.37,20161219,101.35,20161219,93.69,20161219,100.85,20161219,95.56
20161123,1572.83,20161123,300.66,20161123,241.72,20161123,109.68,20161115,2520.13,20161206,423.27,20161216,100.7,20161216,93.78,20161216,99.88,20161216,96.09
20161122,1600.91,20161122,301.93,20161122,240.69,20161122,110.94,20161114,2524.42,20161205,421.99,20161215,101.19,20161215,97.7,20161215,100.56,20161215,96.88
20161121,1598.05,20161121,302.51,20161121,240.96,20161121,112.68,20161111,2535.09,20161202,421.92,20161214,101.84,20161214,97.24,20161214,102.26,20161214,97.39
20161118,1597.84,20161118,299.21,20161118,237.66,20161118,111.99,20161110,2531.98,20161201,420.83,20161213,101.69,20161213,96.72,20161213,102.67,20161213,96.83
20161117,1608.86,20161117,297.64,20161117,237.64,20161117,112.36,20161109,2519.71,20161130,420.96,20161212,101.52,20161212,97.24,20161212,102.07,20161212,97.19
20161116,1619.07,20161116,295.98,20161116,237.74,20161116,112.54,20161108,2511.5,20161129,418.23,20161209,100.65,20161209,98.11,20161209,101.59,20161209,97.35
20161115,1620.87,20161115,298.92,20161115,232.65,20161115,114.16,20161107,2518.28,20161128,417.61,20161208,100.29,20161208,97.68,20161208,100,20161208,98.51
20161114,1615.83,20161114,297.54,20161114,233.28,20161114,115.01,20161104,2498.16,20161125,417.22,20161207,100.55,20161207,97.47,20161207,101.36,20161207,97.32
20161111,1623.89,20161111,299.77,20161111,233.52,20161111,114.93,20161103,2502.93,20161123,416.96,20161206,100.89,20161206,96.53,20161206,102.65,20161206,97.31
20161110,1687.75,20161110,300.55,20161110,230.61,20161110,115.23,20161102,2502.85,20161122,414.77,20161205,99.44,20161205,96.33,20161205,100.56,20161205,95.74
20161109,1691.57,20161109,300.54,20161109,226.57,20161109,117.05,20161101,2538.66,20161121,414.15,20161202,98.26,20161202,95.59,20161202,100.26,20161202,96.91
20161108,1691.37,20161108,304.39,20161108,223.87,20161108,116.47,20161031,2550.01,20161118,412.41,20161201,96.42,20161201,97.24,20161201,94.8,20161201,96.36
20161107,1693.78,20161107,301.4,20161107,219.57,20161107,117.89,20161028,2553.64,20161117,413,20161130,95.19,20161130,97.31,20161130,90.29,20161130,97.88
20161104,1724.31,20161104,299.74,20161104,218.32,20161104,116.3,20161027,2549.21,20161116,411.48,20161129,96.21,20161129,97.56,20161129,92.07,20161129,100.07
20161103,1723.39,20161103,298.14,20161103,221.29,20161103,115.09,20161026,2538.58,20161115,411.59,20161128,95.19,20161128,97.08,20161128,90.76,20161128,97.71
20161102,1732.11,20161102,298.86,20161102,224.54,20161102,115.52,20161025,2540.15,20161114,411.16,20161125,95.28,20161125,96.77,20161125,92.62,20161125,97.68
20161101,1705.51,20161101,297.83,20161101,222.94,20161101,113.8,20161024,2518.76,20161111,412.73,20161124,94.86,20161124,97.36,20161124,92.74,20161124,94.6
20161031,1681.38,20161031,301.95,20161031,220.68,20161031,115.55,20161021,2507.15,20161110,412.41,20161123,94.97,20161123,99.15,20161123,92.63,20161123,94.74
20161028,1685.71,20161028,303.16,20161028,220.59,20161028,118.13,20161020,2505.72,20161109,410.01,20161122,94.57,20161122,98.96,20161122,91.97,20161122,93.52
20161027,1675.47,20161027,305.84,20161027,220.63,20161027,118.63,20161019,2495.39,20161108,407.73,20161121,92.78,20161121,98.39,20161121,88.73,20161121,92.29
20161026,1671.94,20161026,304.44,20161026,218.24,20161026,118.61,20161018,2501.73,20161107,405.03,20161118,93.2,20161118,100.34,20161118,89.17,20161118,91.76
20161025,1681.79,20161025,301.6,20161025,217.93,20161025,118.96,20161017,2491.08,20161104,404.73,20161117,93.51,20161117,100.28,20161117,89.65,20161117,92.72
20161024,1668.31,20161024,300.96,20161024,216.78,20161024,118.77,20161014,2480.11,20161103,404.57,20161116,93.51,20161116,100.24,20161116,89.53,20161116,92.54
20161021,1671.8,20161021,301.98,20161021,211.43,20161021,117.45,20161013,2459.86,20161102,404.75,20161115,93.01,20161115,100.09,20161115,87.09,20161115,94.53
20161020,1672.17,20161020,301.6,20161020,207.98,20161020,117.46,20161012,2468.37,20161101,403.57,20161114,93.27,20161114,104.46,20161114,87.09,20161114,97.35
20161019,1676.2,20161019,305.29,20161019,203.31,20161019,119.14,20161011,2458.28,20161031,403.58,20161111,92.78,20161111,106.28,20161111,88.17,20161111,95.09
20161018,1667.74,20161018,304.01,20161018,206.74,20161018,119.38,20161010,2460.06,20161028,403.39,20161110,92.22,20161110,107.34,20161110,87.9,20161110,91.8
20161017,1658.6,20161017,304.94,20161017,206.95,20161017,119.51,20161007,2458.29,20161027,402.92,20161109,91.55,20161109,106.1,20161109,87.26,20161109,88.81
20161014,1656.96,20161014,302.7,20161014,205.31,20161014,118.47,20161006,2456.92,20161026,402.6,20161108,91.89,20161108,105.97,20161108,88.41,20161108,88.76
20161013,1659.6,20161013,299.78,20161013,205.91,20161013,117.53,20161005,2457.53,20161025,401.22,20161107,91.39,20161107,107.09,20161107,87.65,20161107,87.74
20161012,1655.66,20161012,293.55,20161012,209.04,20161012,117.73,20161004,2456.42,20161024,399.63,20161104,92.37,20161104,106.35,20161104,88.06,20161104,87.54
20161011,1658.16,20161011,296.95,20161011,209.54,20161011,117.23,20161003,2452.81,20161021,398.7,20161103,92.6,20161103,107.55,20161103,88.92,20161103,86.79
20161010,1665.04,20161010,295.89,20161010,210.61,20161010,117.16,20160930,2452.59,20161020,398.82,20161102,93.4,20161102,106.25,20161102,91.44,20161102,87.16
20161007,1652.09,20161007,294.2,20161007,215.68,20161007,117.52,20160929,2453.76,20161019,399.74,20161101,93.3,20161101,104.3,20161101,92.47,20161101,86.68
20161006,1653,20161006,293.88,20161006,216.67,20161006,116.72,20160928,2447.17,20161018,400.04,20161031,93.91,20161031,103.98,20161031,94.62,20161031,85.67
20161005,1675.02,20161005,298.89,20161005,214.57,20161005,119.07,20160927,2440.32,20161017,400.15,20161028,93.83,20161028,103.77,20161028,92.83,20161028,85.3
20161004,1677.17,20161004,297.07,20161004,216.81,20161004,118.24,20160926,2433.89,20161014,399.45,20161027,93.41,20161027,103.86,20161027,91.97,20161027,84.67
20161003,1739.26,20161003,295.46,20161003,212.92,20161003,116.18,20160923,2450.9,20161013,399.5,20161026,93.77,20161026,103.93,20161026,93.26,20161026,84.54
20160930,1748.14,20160930,294.44,20160930,212.98,20160930,117.29,20160922,2453.27,20161012,400.44,20161025,93.89,20161025,103.45,20161025,94.49,20161025,82.83
20160929,1758.27,20160929,292.67,20160929,221.57,20160929,117.75,20160921,2439.8,20161011,401.19,20161024,94.32,20161024,102.99,20161024,95.69,20161024,82.63
20160928,1754.86,20160928,294.93,20160928,222.08,20160928,119.9,20160920,2437.16,20161010,402.48,20161021,93.99,20161021,103.51,20161021,95.34,20161021,82.69
20160927,1763.17,20160927,295.79,20160927,220.79,20160927,119.76,20160919,2410.67,20161007,401.76,20161020,94.62,20161020,103.66,20161020,97.07,20161020,82.78
20160926,1783.85,20160926,292.9,20160926,228.43,20160926,118.98,20160916,2390.73,20161006,401.83,20161019,94.44,20161019,103.08,20161019,96.28,20161019,83.82
20160923,1783.34,20160923,295.26,20160923,230.23,20160923,117.62,20160915,2383.7,20161005,402.45,20161018,94.29,20161018,102.31,20161018,95.99,20161018,83.51
20160922,1789.97,20160922,297.8,20160922,229.94,20160922,118.96,20160914,2392.52,20161004,401.71,20161017,94.57,20161017,102.34,20161017,96.87,20161017,83.83
20160921,1770.84,20160921,298.98,20160921,231.33,20160921,119.19,20160913,2387.68,20161003,401.86,20161014,94.55,20161014,103.02,20161014,96.83,20161014,84.58
20160920,1750.1,20160920,299.14,20160920,230.44,20160920,118.7,20160912,2395.31,20160930,402.44,20161013,94.28,20161013,102.63,20161013,95.9,20161013,85.3
20160919,1749.78,20160919,295.96,20160919,230.02,20160919,117.36,20160909,2395.11,20160929,402.14,20161012,94.51,20161012,102.7,20161012,96.64,20161012,85.14
20160916,1736.27,20160916,293.67,20160916,233.28,20160916,115.3,20160908,2404.97,20160928,401.75,20161011,94.85,20161011,103.69,20161011,97.45,20161011,85.47
20160915,1747.33,20160915,288.09,20160915,230.93,20160915,112.26,20160907,2408.88,20160927,402.46,20161010,94.18,20161010,102.79,20161010,95.83,20161010,84.95
20160914,1757.08,20160914,287.44,20160914,229.41,20160914,110.99,20160906,2428.67,20160926,400.91,20161007,92.65,20161007,103.49,20161007,94.99,20161007,84.74
20160913,1753.29,20160913,286.72,20160913,231.87,20160913,110.9,20160905,2435.18,20160923,403.2,20161006,92.54,20161006,104.34,20161006,94.25,20161006,85.07
20160912,1755.78,20160912,290.93,20160912,237.87,20160912,110.54,20160902,2432.43,20160922,403.55,20161005,92.05,20161005,107.11,20161005,92.31,20161005,85.6
20160909,1770.16,20160909,291.32,20160909,237.35,20160909,110.59,20160901,2424.6,20160921,402.44,20161004,92.03,20161004,109.53,20161004,92.22,20161004,85.29
20160908,1781.8,20160908,291.95,20160908,236.33,20160908,111.81,20160831,2431.3,20160920,401.89,20161003,91.29,20161003,110.52,20161003,89.8,20161003,85.8
20160907,1792.53,20160907,290.16,20160907,239.27,20160907,111.86,20160830,2440.19,20160919,401.49,20160930,91.19,20160930,109.47,20160930,89.76,20160930,85.26
20160906,1801.27,20160906,287.27,20160906,233.19,20160906,111.42,20160826,2453.66,20160916,400.44,20160929,90.77,20160929,109.86,20160929,88.6,20160929,84.77
20160902,1761.01,20160902,286.08,20160902,238.47,20160902,110.32,20160825,2449.38,20160915,399.77,20160928,89.91,20160928,110.86,20160928,85.97,20160928,84.65
20160901,1745.22,20160901,282.57,20160901,244.74,20160901,108.95,20160824,2460.52,20160914,400.57,20160927,90.23,20160927,111.53,20160927,87.3,20160927,83.77
20160831,1736.01,20160831,279.24,20160831,249.05,20160831,108.5,20160823,2461.24,20160913,400.27,20160926,89.87,20160926,112.45,20160926,85.68,20160926,84.32
20160830,1741.61,20160830,281.39,20160830,249.57,20160830,109.82,20160822,2462.32,20160912,401.39,20160923,90.11,20160923,112.63,20160923,87.57,20160923,84.11
20160829,1756.02,20160829,284.59,20160829,244.54,20160829,110.47,20160819,2474.12,20160909,404.37,20160922,89.71,20160922,110.94,20160922,86.98,20160922,82.79
20160826,1753.38,20160826,287.96,20160826,246.25,20160826,111.02,20160818,2473.16,20160908,406.86,20160921,89.22,20160921,109.63,20160921,85.58,20160921,82.67
20160825,1750.46,20160825,292.38,20160825,246.47,20160825,110.86,20160817,2477.31,20160907,406.45,20160920,88.96,20160920,109.56,20160920,85.15,20160920,82.23
20160824,1757.22,20160824,294.37,20160824,249.14,20160824,109.67,20160816,2463.88,20160906,406.08,20160919,88.8,20160919,108.73,20160919,84.98,20160919,81.93
20160823,1780.47,20160823,297.15,20160823,250.84,20160823,111.91,20160815,2464.14,20160902,406.08,20160916,89.63,20160916,109.14,20160916,85.63,20160916,82.17
20160822,1776.59,20160822,298.59,20160822,252.69,20160822,110.74,20160811,2464.69,20160901,405.43,20160915,89.29,20160915,109.81,20160915,84.85,20160915,81.62
20160819,1784.72,20160819,297.8,20160819,253.39,20160819,108.68,20160810,2464.51,20160831,402.81,20160914,89.8,20160914,110.29,20160914,86.4,20160914,81.53
20160818,1802.11,20160818,298.84,20160818,252.17,20160818,109.66,20160809,2444.9,20160830,404.47,20160913,90.31,20160913,109.37,20160913,88.18,20160913,80.67
20160817,1791.18,20160817,297.04,20160817,255.34,20160817,108.33,20160808,2425.5,20160829,405.47,20160912,90.21,20160912,111.43,20160912,87.12,20160912,81.77
20160816,1803.09,20160816,296.74,20160816,255.32,20160816,109.94,20160805,2421.67,20160826,406.94,20160909,89.69,20160909,113.24,20160909,89.05,20160909,81.7
20160815,1791.8,20160815,295.96,20160815,259.53,20160815,109.15,20160804,2407.6,20160825,409.67,20160908,88.69,20160908,113.54,20160908,85.77,20160908,82.33
20160812,1785.25,20160812,293.79,20160812,257.34,20160812,109.04,20160803,2398.4,20160824,411,20160907,88.34,20160907,112.26,20160907,85.12,20160907,82.08
20160811,1796.63,20160811,293.45,20160811,255.44,20160811,109.41,20160802,2381.54,20160823,411.96,20160906,88.65,20160906,111.25,20160906,86.2,20160906,81.94
20160810,1800.2,20160810,293.11,20160810,257.24,20160810,109.45,20160801,2380.03,20160822,411.58,20160905,88.07,20160905,109.53,20160905,84.71,20160905,82.07
20160809,1790.39,20160809,293.88,20160809,256.64,20160809,112.13,20160729,2365.34,20160819,412.46,20160902,88.34,20160902,108.55,20160902,83.28,20160902,81.97
20160808,1783.32,20160808,294.76,20160808,256.65,20160808,113.83,20160728,2362.52,20160818,413.99,20160901,89.11,20160901,108.81,20160901,85.95,20160901,81.87
20160805,1786.82,20160805,292.66,20160805,257.24,20160805,113.71,20160727,2360.44,20160817,413.69,20160831,89.66,20160831,109.47,20160831,87.29,20160831,82.18
20160804,1820.23,20160804,285.9,20160804,256.15,20160804,111.42,20160726,2366.58,20160816,410.32,20160830,90.07,20160830,109.36,20160830,88.36,20160830,82.37
20160803,1817.38,20160803,285.62,20160803,257.99,20160803,108.86,20160725,2390.08,20160815,410.93,20160829,90.42,20160829,109.36,20160829,89.28,20160829,82.37
20160802,1829.1,20160802,283.7,20160802,257.92,20160802,108.55,20160722,2387.32,20160812,410.91,20160826,90.31,20160826,109.09,20160826,88.96,20160826,82.06
20160801,1811.72,20160801,285.17,20160801,257.15,20160801,108.49,20160721,2381.35,20160811,410.75,20160825,90.22,20160825,110.24,20160825,88.03,20160825,82.95
20160729,1807.62,20160729,290.17,20160729,251.04,20160729,109.05,20160720,2374.14,20160810,410.63,20160824,90.62,20160824,111.38,20160824,88.77,20160824,83.43
20160728,1786.87,20160728,286.97,20160728,251.86,20160728,107.49,20160719,2378.43,20160809,412.56,20160823,90.23,20160823,110.98,20160823,87.63,20160823,83.33
20160727,1776.91,20160727,289.86,20160727,255.84,20160727,108.36,20160718,2375.97,20160808,410.34,20160822,90.87,20160822,112.47,20160822,89.03,20160822,83.86
20160726,1766.3,20160726,289.59,20160726,258.28,20160726,109.65,20160715,2394.81,20160805,409.46,20160819,90,20160819,113.58,20160819,89.33,20160819,84.78
20160725,1764.62,20160725,291.98,20160725,257.06,20160725,109.87,20160714,2393.23,20160804,408.4,20160818,89.26,20160818,112.7,20160818,87.54,20160818,84.05
20160722,1770.1,20160722,292.34,20160722,251.45,20160722,109.47,20160713,2376.24,20160803,408.2,20160817,89.11,20160817,113.87,20160817,86.85,20160817,84.23
20160721,1780.12,20160721,292.93,20160721,245.84,20160721,110.23,20160712,2372.42,20160802,407.67,20160816,88.48,20160816,113.26,20160816,85.52,20160816,83.11
20160720,1763.9,20160720,292.15,20160720,251.93,20160720,109.5,20160711,2370.07,20160801,406.44,20160815,88.04,20160815,114.12,20160815,83.64,20160815,82.96
20160719,1783.36,20160719,295.45,20160719,254.56,20160719,110.12,20160708,2354.89,20160729,408.07,20160812,87.03,20160812,115.16,20160812,81.84,20160812,83.63
20160718,1780.46,20160718,303.6,20160718,257.69,20160718,111.11,20160707,2355.4,20160728,407.6,20160811,86.54,20160811,115.28,20160811,79.81,20160811,84.66
20160715,1779.21,20160715,300.95,20160715,256.94,20160715,110.76,20160706,2351.45,20160727,409.56,20160810,86.75,20160810,113.23,20160810,81.1,20160810,83.26
20160714,1786.52,20160714,305.76,20160714,262.18,20160714,113.08,20160705,2382.57,20160726,409.38,20160809,87.24,20160809,113.02,20160809,82.37,20160809,83.67
20160713,1799.18,20160713,308.25,20160713,262.55,20160713,111.01,20160701,2374.33,20160725,409.87,20160808,86.53,20160808,114.34,20160808,81.18,20160808,83.38
20160712,1785.01,20160712,304.52,20160712,263.18,20160712,110.53,20160630,2396.12,20160722,410.61,20160805,86.02,20160805,115.32,20160805,81.21,20160805,83.08
20160711,1809.56,20160711,300.96,20160711,266.24,20160711,110.96,20160629,2375.77,20160721,411.45,20160804,85.65,20160804,116.1,20160804,79.76,20160804,83.64
20160708,1807.71,20160708,300.36,20160708,274.22,20160708,107.59,20160628,2382.41,20160720,411.49,20160803,85.09,20160803,116.71,20160803,77.74,20160803,84.32
20160707,1807.52,20160707,293.99,20160707,277.76,20160707,107.46,20160627,2365.54,20160719,412.84,20160802,85.37,20160802,115.4,20160802,78.5,20160802,84.71
20160706,1817.3,20160706,299.23,20160706,279.89,20160706,109.8,20160624,2348.23,20160718,414.63,20160801,85.68,20160801,113.99,20160801,79.64,20160801,83.35
20160705,1804.28,20160705,303.03,20160705,283.95,20160705,110.8,20160623,2361.69,20160715,414.93,20160729,86.65,20160729,114.77,20160729,79.86,20160729,83.07
20160701,1777.79,20160701,307.54,20160701,283.46,20160701,110.36,20160622,2360.5,20160714,415.97,20160728,86.53,20160728,112.04,20160728,79.64,20160728,83.02
20160630,1745.87,20160630,310.46,20160630,285.52,20160630,108.65,20160621,2360.26,20160713,415.01,20160727,87.16,20160727,111.8,20160727,81.43,20160727,83.16
20160629,1750.91,20160629,312.73,20160629,284.33,20160629,111.17,20160620,2360.58,20160712,412.24,20160726,87.42,20160726,110.59,20160726,81.84,20160726,84.05
20160628,1734.8,20160628,314.51,20160628,282.66,20160628,107.79,20160617,2347.47,20160711,411.62,20160725,87.98,20160725,111.79,20160725,83.1,20160725,84.44
20160627,1741.65,20160627,312.14,20160627,281.07,20160627,105.72,20160616,2343.67,20160708,411.09,20160722,88.55,20160722,111.02,20160722,83.41,20160722,84.44
20160624,1739.53,20160624,310.92,20160624,281.18,20160624,104.76,20160615,2366.07,20160707,409.13,20160721,88.84,20160721,111.32,20160721,84.2,20160721,83.91
20160623,1665.52,20160623,314.81,20160623,286.33,20160623,106.57,20160614,2367.27,20160706,411.97,20160720,88.99,20160720,112.8,20160720,83.86,20160720,84.91
20160622,1673.13,20160622,317.11,20160622,283.37,20160622,105.62,20160613,2378.5,20160705,413.35,20160719,89.07,20160719,112.36,20160719,84.34,20160719,83.81
20160621,1676.13,20160621,318.16,20160621,286.02,20160621,106.14,20160610,2384.34,20160701,413.56,20160718,89.72,20160718,113,20160718,85.2,20160718,85.6
