,날짜,AUD/KRW (호주 달러 / 한국 원),AUD/USD (호주 달러 / 미국 달러),Baltic Capesize Index (BCI)1999.03.01,Baltic Clean Tanker Index (BCTI)1998.08.03,Baltic Dirty Tanker Index (BDTI)1998.08.03,Baltic Dry Index (BDI)1985.01.04,Baltic Handysize Index (BHSI)2006.05.23,Baltic Panamax Index (BPI)1998.05.06,Baltic Supramax index (BSI)2005.01.01,Bloomberg Commodity Total Return,CNY/KRW (중국 인민폐 / 한국 원),CRB BLS Spot Index,DRAMeXchange Index (DXI)2001.10.01=1000,LMEX Index1999.04=1000,Reuters Index of Commodity Prices,Rogers International Commodities Index Agriculture1998.07.31=1000,Rogers International Commodities Index Energy1998.07.31=1000,Rogers International Commodities Index Metals1998.07.31=1000,Rogers International Commodities Index1998.07.31=1000,S&P GSCI,TOCOM Index2002.05.31=100,TR/CC CRB Index,US Dollar IndexMar 1973=100,USD/CNY (미국 달러 / 중국 인민폐),USD/KRW (미국 달러 / 한국 원),USD/RMB (미국 달러 / 중국 인민폐),철광석 Fines (Daily) [중국(수입가 CFR)] 현물
1312,20130319,1158.61,1.04,1290.0,707.0,659.0,912.0,522.0,1184.0,950.0,276.48,179.35,481.69,4633.77,3270.0,2929.74,1169.28,801.01,2441.12,3678.28,643.16,354.06,293.13,76.4915,6.22,1114.8,6.28,134.18
1313,20130318,1150.47,1.04,1295.0,709.0,662.0,899.0,513.0,1172.0,937.0,276.77,178.63,480.83,4675.1,3284.3,2924.15,1165.65,813.4,2449.86,3701.75,650.3,348.87,294.45,76.2159,6.22,1109.9,6.27,134.85
1314,20130315,1146.82,1.04,1299.0,708.0,663.0,892.0,506.0,1162.0,925.0,278.47,177.78,483.09,4672.35,3354.9,2948.32,1178.13,813.48,2481.14,3725.63,652.5,357.72,296.44,75.9273,6.22,1105.0,6.27,135.28
1315,20130314,1130.04,1.04,1302.0,708.0,669.0,880.0,494.0,1147.0,913.0,278.2,176.62,483.36,4682.77,3381.4,2946.12,1174.9,807.96,2494.5,3715.03,650.23,354.43,296.26,76.4877,6.22,1097.5,6.28,133.02
1316,20130313,1129.55,1.03,1314.0,707.0,661.0,875.0,490.0,1138.0,903.0,276.3,176.15,482.0,4679.88,3362.3,2946.7,1168.61,802.27,2490.81,3695.36,647.17,355.48,294.8,76.6056,6.22,1095.0,6.27,139.52
1317,20130312,1129.55,1.03,1314.0,705.0,661.0,865.0,486.0,1131.0,889.0,277.26,176.63,481.9,4671.77,3379.6,2947.37,1171.59,804.82,2499.28,3706.46,649.62,358.22,295.7,76.3946,6.22,1098.3,6.27,145.09
1318,20130311,1113.09,1.03,1260.0,702.0,666.0,847.0,485.0,1128.0,876.0,276.55,175.44,481.61,4637.24,3341.9,2935.17,1170.3,804.78,2474.53,3697.32,648.72,359.61,294.73,76.4722,6.22,1090.3,6.28,146.38
1319,20130308,1115.73,1.02,1262.0,701.0,674.0,843.0,483.0,1124.0,864.0,276.22,174.66,480.93,4442.28,3344.9,2937.17,1165.41,805.98,2481.21,3696.3,648.81,356.28,294.38,76.5266,6.22,1086.4,6.27,148.2
1320,20130307,1108.36,1.03,1260.0,700.0,681.0,834.0,478.0,1112.0,852.0,275.26,174.27,478.37,4283.89,3353.8,2924.32,1160.39,802.66,2482.18,3684.25,646.65,350.1,292.73,76.1327,6.22,1083.6,6.28,148.03
1321,20130306,1115.43,1.02,1251.0,697.0,686.0,820.0,472.0,1090.0,837.0,272.63,174.73,477.58,4242.2,3322.5,2935.91,1150.81,795.44,2463.38,3653.15,641.74,348.27,289.84,76.2475,6.22,1087.0,6.27,148.04
1322,20130305,1112.85,1.03,1246.0,696.0,690.0,806.0,466.0,1080.0,818.0,274.7,175.32,477.92,4138.38,3357.3,2946.58,1161.71,799.45,2480.96,3678.9,645.94,344.49,291.58,76.0582,6.22,1091.4,6.28,147.03
1323,20130304,1103.48,1.02,1239.0,695.0,696.0,789.0,454.0,1058.0,801.0,273.59,173.86,477.71,3932.97,3339.8,2952.46,1158.41,791.21,2468.65,3654.84,640.41,345.19,290.72,76.1461,6.23,1081.9,6.28,148.25
1324,20130228,1109.98,1.02,1249.0,693.0,697.0,757.0,436.0,990.0,764.0,274.83,174.3,477.73,3754.32,3386.4,2969.26,1161.91,802.4,2502.47,3691.7,648.21,346.66,292.95,75.7251,6.22,1085.4,6.28,152.24
1325,20130227,1113.4,1.02,1264.0,690.0,692.0,745.0,426.0,961.0,745.0,274.87,174.65,476.53,3754.32,3413.1,2969.14,1153.34,805.93,2526.3,3696.52,650.13,349.11,292.9,75.5488,6.23,1088.0,6.28,152.24
1326,20130226,1116.38,1.02,1291.0,689.0,686.0,741.0,419.0,939.0,734.0,275.86,174.43,475.38,3741.29,3408.7,2954.58,1147.2,810.16,2535.83,3701.11,653.56,351.4,293.23,75.6699,6.23,1087.4,6.29,151.98
1327,20130225,1118.5,1.03,1323.0,688.0,683.0,743.0,414.0,922.0,724.0,275.94,174.24,475.09,3725.21,3410.4,2974.43,1145.47,818.79,2528.97,3714.51,658.64,360.23,293.81,75.6135,6.24,1086.4,6.29,151.91
1328,20130222,1115.54,1.03,1335.0,686.0,677.0,740.0,412.0,909.0,717.0,275.08,173.72,475.81,3706.48,3405.9,2987.36,1155.53,816.01,2522.31,3718.12,658.12,356.98,293.52,75.4733,6.24,1084.1,6.29,152.86
1329,20130221,1105.77,1.03,1344.0,686.0,673.0,737.0,411.0,892.0,705.0,275.36,172.79,479.46,3694.15,3428.6,2974.99,1160.75,812.08,2540.31,3721.55,657.31,356.31,293.13,75.2643,6.24,1077.8,6.28,156.5
1330,20130220,1119.79,1.03,1355.0,688.0,669.0,735.0,410.0,875.0,695.0,278.53,173.18,481.45,3652.97,3482.1,2988.77,1173.04,828.5,2568.03,3777.02,668.28,364.78,296.59,74.911,6.24,1081.4,6.28,160.78
1331,20130219,1115.89,1.04,1377.0,693.0,658.0,738.0,411.0,859.0,687.0,280.21,173.42,481.39,3626.22,3514.4,2979.23,1169.65,842.03,2604.06,3811.61,675.63,366.71,298.38,74.6646,6.25,1082.6,6.28,160.11
1337,20130208,1120.24,1.03,1461.0,724.0,640.0,748.0,421.0,723.0,669.0,284.16,174.78,484.43,3610.98,3604.9,3003.63,1182.37,839.19,2677.52,3842.64,678.14,369.11,301.06,74.2714,6.23,1089.3,6.28,155.89
1338,20130207,1122.93,1.03,1481.0,725.0,638.0,749.0,425.0,695.0,671.0,284.1,174.72,483.94,3607.12,3565.8,3003.8,1185.8,834.3,2660.64,3831.43,674.01,371.55,300.95,74.2807,6.23,1088.8,6.29,155.89
1339,20130206,1128.7,1.03,1484.0,729.0,636.0,740.0,431.0,657.0,674.0,286.6,174.46,487.64,3603.25,3582.6,3020.65,1192.95,838.34,2675.39,3852.14,676.14,369.94,302.91,73.9175,6.23,1086.8,6.29,155.83
1340,20130205,1136.53,1.04,1466.0,728.0,632.0,739.0,438.0,651.0,677.0,287.48,174.72,489.68,3571.45,3602.5,3016.99,1196.65,837.18,2683.17,3856.33,676.7,362.5,304.14,73.8105,6.23,1089.0,6.29,154.75
1341,20130204,1138.8,1.04,1461.0,728.0,634.0,745.0,444.0,653.0,681.0,286.62,175.5,490.15,3566.15,3614.1,3020.52,1197.72,830.79,2683.83,3844.8,673.87,365.79,302.91,73.7688,6.24,1092.9,6.29,154.79
1342,20130201,1135.56,1.04,1454.0,728.0,635.0,750.0,449.0,664.0,682.0,287.54,175.1,491.81,3493.35,3613.2,3014.28,1198.92,840.4,2684.09,3865.69,679.05,360.82,305.07,73.42399999999999,6.23,1088.9,6.28,153.34
1343,20130131,1128.12,1.04,1468.0,706.0,636.0,760.0,455.0,677.0,684.0,286.54,174.05,491.52,3493.35,3557.9,3013.19,1199.47,835.85,2650.92,3846.88,675.37,356.37,303.99,73.4819,6.22,1082.7,6.28,153.25
1344,20130130,1139.08,1.04,1477.0,700.0,636.0,767.0,461.0,690.0,688.0,287.69,174.8,490.05,3461.75,3582.2,3013.48,1200.41,835.88,2674.01,3855.04,675.95,354.24,304.75,73.6164,6.22,1088.0,6.28,150.25
1345,20130129,1127.48,1.05,1491.0,703.0,632.0,779.0,467.0,703.0,695.0,283.69,173.96,487.22,3454.73,3519.4,2998.49,1189.85,830.59,2626.31,3818.03,670.51,351.75,301.83,73.7635,6.23,1082.5,6.29,149.34
1346,20130128,1116.23,1.04,1507.0,697.0,637.0,792.0,472.0,713.0,710.0,282.79,172.3,488.11,3445.86,3494.9,2988.6,1187.5,823.14,2606.22,3794.03,665.33,351.05,300.19,73.9772,6.22,1071.8,6.28,149.58
1347,20130125,1116.69,1.04,1520.0,694.0,646.0,798.0,475.0,718.0,711.0,283.02,171.82,487.46,3434.16,3484.1,3007.32,1181.18,821.8,2611.87,3786.0,662.75,349.42,299.31,73.9971,6.22,1068.4,6.28,149.52
1348,20130124,1122.29,1.05,1541.0,690.0,647.0,808.0,478.0,723.0,712.0,283.85,171.34,490.7,3429.2,3516.7,2999.44,1183.14,822.14,2634.29,3795.65,664.22,344.79,300.42,73.9236,6.22,1065.4,6.28,149.21
1349,20130123,1124.43,1.05,1564.0,688.0,636.0,817.0,478.0,727.0,713.0,284.93,171.13,487.28,3434.58,3518.4,3008.01,1182.28,818.83,2640.93,3789.92,661.98,342.21,300.6,73.74600000000001,6.22,1064.4,6.28,148.99
1350,20130122,1114.48,1.06,1577.0,689.0,632.0,825.0,477.0,729.0,721.0,285.52,170.38,490.35,3447.62,3515.1,3003.85,1184.44,823.74,2633.96,3800.28,664.07,346.23,301.5,73.6509,6.22,1060.0,6.28,148.07
1352,20130118,1115.92,1.05,1605.0,690.0,630.0,837.0,470.0,740.0,730.0,284.69,170.24,487.44,3435.03,3491.2,3009.87,1185.44,818.98,2613.9,3785.51,660.84,348.44,301.2,73.8624,6.22,1058.2,6.28,144.26
1353,20130117,1118.78,1.05,1573.0,692.0,630.0,820.0,464.0,743.0,735.0,283.42,170.34,485.77,3432.12,3489.1,2998.98,1180.71,814.73,2613.79,3771.5,658.21,339.51,300.33,73.4391,6.22,1058.9,6.28,145.12
1354,20130116,1114.66,1.06,1431.0,696.0,631.0,781.0,457.0,754.0,738.0,281.75,169.85,485.79,3428.24,3453.0,2986.45,1182.99,804.29,2594.21,3746.61,653.31,337.64,298.2,73.4224,6.22,1055.4,6.27,145.4
1355,20130115,1115.19,1.06,1365.0,700.0,633.0,765.0,454.0,768.0,740.0,281.56,169.81,486.2,3439.71,3471.8,2992.23,1179.08,800.44,2602.38,3736.85,652.18,342.07,297.63,73.2803,6.21,1056.1,6.27,150.42
1357,20130111,1123.97,1.05,1367.0,715.0,641.0,760.0,448.0,772.0,745.0,278.79,170.48,484.79,3386.91,3505.3,2990.41,1160.88,800.31,2598.54,3715.35,649.58,341.28,296.66,73.2755,6.22,1061.0,6.27,150.6
1358,20130110,1116.11,1.06,1367.0,718.0,646.0,751.0,443.0,754.0,743.0,278.59,170.59,485.11,3371.25,3527.3,2996.41,1154.44,804.26,2618.57,3722.43,653.11,338.14,296.53,73.4655,6.23,1062.1,6.28,157.99
1359,20130109,1116.94,1.05,1384.0,716.0,654.0,743.0,443.0,717.0,741.0,276.28,170.82,483.17,3363.74,3496.3,2979.58,1150.01,799.15,2587.38,3697.59,649.31,335.3,293.97,73.8354,6.23,1063.2,6.28,159.04
1360,20130108,1117.9,1.05,1386.0,719.0,663.0,734.0,442.0,682.0,740.0,277.52,170.7,482.29,3356.24,3485.5,2986.55,1151.73,801.38,2582.54,3702.59,650.18,332.58,294.61,73.7873,6.23,1063.4,6.28,159.51
1361,20130107,1116.93,1.05,1319.0,717.0,671.0,712.0,443.0,670.0,739.0,277.61,170.79,483.41,3351.97,3476.7,2983.28,1155.15,800.03,2567.79,3699.13,648.69,332.62,295.23,73.7169,6.23,1064.1,6.29,155.45
1362,20130104,1113.21,1.05,1285.0,721.0,679.0,706.0,446.0,670.0,739.0,277.15,170.75,483.35,3346.17,3488.9,2987.85,1147.3,798.51,2574.39,3689.34,646.71,333.52,294.13,73.9242,6.23,1063.8,6.29,153.21
1370,20121221,1124.82,1.04,1228.0,763.0,774.0,700.0,446.0,710.0,732.0,280.22,172.29,485.52,3226.99,3437.0,2961.68,1179.44,776.48,2566.04,3675.52,639.09,317.34,294.13,73.2005,6.24,1073.4,6.29,135.79
1371,20121220,1122.17,1.05,1226.0,769.0,778.0,708.0,445.0,734.0,735.0,279.5,172.03,485.63,3208.18,3417.5,3009.89,1170.43,786.74,2553.71,3683.75,643.49,319.46,294.49,72.9245,6.24,1071.8,6.29,136.27
1372,20121218,1131.32,1.05,1315.0,766.0,774.0,743.0,444.0,793.0,738.0,282.37,172.03,485.49,3184.57,3500.1,3049.13,1192.14,773.84,2610.55,3697.1,640.18,320.1,295.59,72.8192,6.23,1072.9,6.29,133.98
1373,20121217,1133.98,1.05,1403.0,761.0,754.0,766.0,444.0,815.0,742.0,282.63,172.06,485.39,3168.07,3506.3,3052.8,1197.94,766.02,2622.32,3690.41,636.92,319.23,295.54,72.8989,6.24,1073.9,6.29,134.12
1374,20121214,1128.76,1.06,1440.0,750.0,746.0,784.0,443.0,839.0,745.0,282.78,172.06,485.31,3138.79,3520.2,3052.75,1196.78,765.36,2628.62,3689.72,637.14,316.83,294.89,73.0178,6.25,1072.3,6.29,130.23
1375,20121213,1134.59,1.05,1407.0,743.0,741.0,799.0,443.0,871.0,746.0,280.95,172.08,483.87,3092.23,3514.7,3055.9,1184.4,757.05,2626.61,3658.41,631.38,316.59,292.7,73.12899999999999,6.25,1075.7,6.29,127.2
1376,20121212,1134.83,1.06,1446.0,734.0,730.0,826.0,444.0,894.0,748.0,283.51,172.46,485.82,3114.15,3533.6,3069.44,1189.56,765.8,2658.98,3692.21,637.05,313.34,295.19,73.1715,6.26,1077.3,6.29,125.32
1378,20121210,1135.59,1.05,1762.0,723.0,711.0,937.0,447.0,928.0,751.0,284.06,173.77,484.21,3114.15,3529.9,3079.83,1195.17,755.71,2647.72,3673.51,631.4,312.07,293.22,73.375,6.24,1082.6,6.29,124.44
1379,20121207,1133.97,1.05,1832.0,719.0,707.0,966.0,447.0,936.0,760.0,284.74,173.84,484.52,3114.15,3464.7,3073.88,1204.49,758.72,2599.58,3675.1,632.88,311.09,295.91,73.40100000000001,6.23,1082.7,6.29,121.64
1380,20121206,1131.59,1.05,1897.0,729.0,706.0,990.0,446.0,940.0,765.0,286.64,173.89,486.63,3114.15,3456.7,3062.81,1209.01,762.32,2595.17,3686.13,635.69,312.09,295.91,73.3551,6.23,1082.5,6.29,121.74
1381,20121205,1134.53,1.05,2000.0,736.0,702.0,1022.0,446.0,949.0,768.0,288.16,174.07,487.38,3114.15,3486.9,3061.62,1207.38,775.05,2602.52,3713.44,643.26,314.5,297.23,73.1177,6.23,1083.7,6.29,119.43
1382,20121204,1129.28,1.05,2095.0,738.0,701.0,1054.0,447.0,962.0,771.0,285.91,173.98,484.53,3114.15,3471.8,3081.65,1198.74,778.94,2595.2,3710.17,644.95,314.81,297.23,73.0567,6.23,1083.5,6.29,117.87
1383,20121203,1129.56,1.04,2166.0,738.0,703.0,1077.0,448.0,973.0,772.0,288.48,173.96,483.19,3114.15,3478.6,3091.47,1206.39,786.22,2621.0,3741.84,650.78,318.05,300.26,73.1585,6.23,1083.2,6.29,117.16
1384,20121130,1130.91,1.04,2199.0,741.0,705.0,1086.0,448.0,980.0,766.0,287.33,174.16,483.47,3114.15,3471.5,3090.9,1202.38,785.7,2610.29,3732.89,650.05,318.05,298.98,73.365,6.23,1084.7,6.29,116.59
1385,20121129,1137.01,1.04,2241.0,738.0,705.0,1097.0,446.0,994.0,760.0,288.84,174.29,482.21,3114.15,3424.7,3092.87,1212.56,782.22,2600.69,3733.35,649.34,314.88,299.35,73.4182,6.23,1085.4,6.29,117.66
1386,20121128,1132.4,1.05,2275.0,732.0,708.0,1104.0,442.0,1009.0,751.0,288.13,174.23,480.94,3114.15,3358.5,3053.12,1211.91,773.05,2555.61,3699.27,642.59,314.54,296.7,73.4475,6.23,1084.1,6.29,117.5
1387,20121127,1135.51,1.04,2275.0,725.0,719.0,1097.0,438.0,1023.0,742.0,289.79,174.27,480.74,3114.15,3371.9,3046.17,1208.27,778.4,2570.75,3711.41,645.96,318.58,297.77,73.4849,6.22,1084.9,6.29,119.22
1388,20121126,1136.65,1.05,2277.0,715.0,721.0,1094.0,434.0,1021.0,732.0,288.34,174.4,478.25,3114.15,3348.4,3042.14,1194.81,783.53,2557.67,3703.79,646.99,317.65,297.74,73.4262,6.23,1086.3,6.29,119.64
1389,20121123,1125.84,1.05,2288.0,709.0,723.0,1090.0,431.0,1013.0,724.0,289.89,174.04,477.46,3114.15,3344.0,3043.79,1191.73,789.78,2555.88,3713.04,649.8,315.28,299.07,73.4299,6.23,1084.1,6.29,119.91
1392,20121120,1131.3,1.04,2367.0,690.0,723.0,1066.0,409.0,933.0,695.0,287.08,174.34,477.13,3114.15,3333.8,3062.79,1192.18,777.35,2522.85,3677.11,642.72,313.99,296.51,73.8429,6.23,1086.9,6.29,120.82
1393,20121119,1127.7,1.04,2369.0,681.0,723.0,1054.0,407.0,902.0,687.0,287.12,174.69,475.85,3114.15,3342.9,3049.75,1188.04,792.32,2535.61,3708.05,650.58,310.52,298.35,73.7586,6.24,1089.3,6.3,121.8
1394,20121116,1123.0,1.03,2347.0,679.0,715.0,1036.0,405.0,886.0,674.0,283.58,174.34,476.98,3114.15,3269.4,3053.79,1175.64,774.32,2489.61,3642.85,637.01,306.5,293.56,74.1795,6.24,1086.7,6.29,122.2
1395,20121115,1127.04,1.03,2350.0,681.0,715.0,1024.0,403.0,846.0,664.0,282.97,174.66,479.06,3114.15,3289.7,3057.46,1179.4,766.29,2509.45,3636.3,634.1,307.84,292.84,73.9794,6.24,1087.3,6.29,122.95
1396,20121114,1137.78,1.04,2375.0,681.0,713.0,1011.0,402.0,774.0,655.0,284.7,175.12,477.31,3114.15,3290.5,3071.44,1179.99,771.79,2517.9,3651.08,637.39,301.99,293.92,73.9054,6.23,1090.3,6.29,122.85
1397,20121113,1134.55,1.04,2327.0,690.0,700.0,985.0,405.0,732.0,653.0,283.6,174.73,476.94,3114.15,3300.9,3074.08,1173.78,764.15,2512.42,3626.84,633.32,300.35,292.16,73.8118,6.23,1088.4,6.29,122.91
1399,20121109,1131.95,1.04,2203.0,702.0,680.0,940.0,407.0,722.0,649.0,283.26,174.31,477.14,3114.15,3245.4,3086.44,1194.14,767.74,2480.82,3645.83,636.41,299.65,292.22,73.7984,6.25,1088.2,6.3,123.27
1400,20121108,1131.51,1.04,2119.0,708.0,667.0,916.0,409.0,726.0,644.0,284.78,174.11,477.95,3114.15,3273.7,3098.35,1201.66,758.4,2493.85,3638.36,631.53,300.37,291.87,73.6972,6.26,1087.1,6.31,121.48
1401,20121107,1138.38,1.04,2098.0,707.0,662.0,916.0,412.0,737.0,647.0,283.66,174.76,474.64,3114.15,3256.0,3090.02,1205.14,754.34,2474.12,3627.31,629.0,305.62,291.49,73.6468,6.24,1091.5,6.31,121.95
1402,20121106,1132.47,1.04,2186.0,714.0,655.0,947.0,416.0,747.0,654.0,286.63,174.8,475.65,3114.15,3281.0,3075.53,1204.17,785.46,2486.82,3695.3,644.61,299.0,297.17,73.4942,6.25,1091.7,6.31,121.49
1403,20121105,1128.68,1.04,2261.0,720.0,659.0,971.0,419.0,757.0,662.0,282.13,174.83,474.51,3114.15,3251.4,3061.56,1195.48,761.53,2451.48,3625.0,629.85,297.06,292.31,73.6203,6.24,1091.2,6.31,121.66
1404,20121102,1136.06,1.03,2304.0,715.0,667.0,986.0,422.0,766.0,669.0,282.4,174.79,475.49,3221.64,3262.9,3067.67,1203.63,752.86,2451.97,3615.63,626.07,302.2,292.29,73.5157,6.25,1090.9,6.3,121.43
1405,20121101,1131.28,1.04,2355.0,679.0,672.0,1000.0,426.0,770.0,671.0,287.87,174.85,477.12,3221.64,3318.5,3064.37,1213.42,771.51,2497.34,3679.24,638.86,302.85,296.89,73.2169,6.24,1090.6,6.3,121.56
1406,20121031,1135.18,1.04,2419.0,647.0,674.0,1026.0,429.0,782.0,678.0,287.18,175.32,476.16,3221.64,3278.5,3071.98,1212.78,768.96,2473.12,3665.72,637.74,301.0,295.85,73.1952,6.24,1094.1,6.3,120.61
1407,20121030,1131.85,1.04,2458.0,650.0,672.0,1043.0,430.0,792.0,689.0,286.13,175.52,476.54,3221.64,3264.1,3064.64,1208.08,767.38,2456.48,3652.28,635.79,300.17,295.23,73.0963,6.24,1095.9,6.3,120.8
1408,20121029,1135.21,1.03,2460.0,651.0,675.0,1048.0,432.0,799.0,693.0,286.71,175.48,476.76,3221.64,3246.0,3062.93,1210.78,770.12,2438.41,3655.49,636.39,302.17,295.76,73.3662,6.24,1096.5,6.3,120.67
1409,20121026,1139.84,1.04,2451.0,658.0,678.0,1049.0,434.0,804.0,699.0,287.69,176.46,477.53,3221.64,3288.8,3070.86,1216.88,772.07,2461.05,3672.99,638.97,299.42,296.84,73.2099,6.26,1101.4,6.3,120.76
1410,20121025,1141.78,1.04,2432.0,660.0,681.0,1051.0,437.0,811.0,706.0,288.74,176.65,478.54,3221.64,3299.4,3105.67,1222.76,768.82,2472.72,3676.01,637.47,302.86,297.74,73.1222,6.25,1103.7,6.3,120.48
1411,20121024,1131.24,1.03,2530.0,661.0,683.0,1088.0,440.0,825.0,712.0,289.28,176.43,480.79,3221.64,3306.1,3085.63,1229.88,764.93,2469.71,3674.64,636.75,302.05,297.69,73.1602,6.25,1102.3,6.31,119.84
1412,20121023,1141.68,1.03,2587.0,658.0,681.0,1109.0,442.0,843.0,716.0,290.04,176.69,482.0,3221.64,3312.4,3081.77,1227.32,771.07,2478.55,3687.41,639.3,305.02,299.88,73.1155,6.25,1105.1,6.31,119.75
1413,20121022,1139.56,1.03,2332.0,658.0,680.0,1037.0,445.0,861.0,721.0,291.97,176.74,485.27,3221.64,3354.9,3081.28,1239.95,782.32,2511.14,3734.46,648.5,306.56,303.51,72.8596,6.26,1105.3,6.31,118.71
1414,20121019,1146.4,1.03,2217.0,655.0,676.0,1010.0,445.0,879.0,732.0,294.47,176.76,486.68,3221.64,3392.9,3080.36,1237.11,795.79,2533.47,3766.68,656.05,309.01,306.05,72.8453,6.25,1104.8,6.31,117.79
1415,20121018,1146.27,1.04,2135.0,651.0,672.0,989.0,444.0,895.0,740.0,297.03,176.67,487.46,3221.64,3475.1,3089.79,1237.97,810.64,2587.02,3814.57,665.13,312.17,307.81,72.3289,6.25,1105.0,6.3,117.04
1416,20121017,1139.7,1.04,2162.0,642.0,670.0,999.0,443.0,904.0,746.0,295.3,176.74,485.94,3221.64,3462.0,3084.15,1228.25,812.3,2586.61,3807.45,664.94,310.72,307.81,72.1608,6.26,1107.1,6.3,116.28
1417,20121016,1139.79,1.03,2103.0,624.0,668.0,981.0,443.0,904.0,754.0,293.01,177.36,485.27,3221.64,3417.6,3086.8,1213.88,814.03,2555.35,3786.17,664.24,311.0,306.2,72.5838,6.26,1112.1,6.31,114.7
1418,20121015,1136.66,1.02,1960.0,621.0,668.0,941.0,444.0,885.0,768.0,292.48,177.29,485.45,3221.64,3413.1,3092.06,1203.09,814.06,2549.36,3772.79,663.08,307.96,304.55,72.6272,6.27,1111.1,6.31,114.88
1419,20121012,1143.45,1.02,1914.0,619.0,667.0,926.0,444.0,871.0,776.0,295.56,177.7,488.24,3221.64,3438.2,3122.01,1213.04,814.12,2581.58,3793.35,665.3,311.72,306.55,72.6034,6.27,1115.4,6.33,115.38
1420,20121011,1139.04,1.03,1833.0,617.0,665.0,903.0,444.0,843.0,783.0,299.29,177.34,489.43,3221.64,3494.6,3139.64,1228.37,819.3,2622.29,3833.0,671.84,308.33,308.87,72.6499,6.28,1114.3,6.34,117.67
1421,20121010,1133.03,1.02,1775.0,615.0,663.0,875.0,442.0,784.0,787.0,295.92,176.63,488.52,3221.64,3468.3,3146.05,1218.34,809.41,2613.69,3798.82,664.76,308.46,307.01,72.7298,6.3,1110.6,6.34,119.09
1422,20121009,1133.36,1.02,1829.0,619.0,662.0,875.0,442.0,712.0,789.0,297.36,176.74,489.44,3221.64,3488.9,3145.72,1223.11,813.81,2636.95,3820.22,667.25,308.52,309.12,72.7745,6.29,1111.3,6.34,119.32
1428,20120927,1162.0,1.04,1548.0,643.0,646.0,744.0,476.0,418.0,836.0,295.56,177.83,495.06,3221.47,3531.2,3147.57,1212.96,801.48,2665.47,3792.25,660.26,300.4,307.33,72.5638,6.3,1120.7,6.35,106.59
1429,20120926,1160.44,1.04,1549.0,648.0,640.0,752.0,479.0,426.0,844.0,292.79,177.38,496.2,3217.17,3495.8,3163.96,1214.29,786.48,2633.59,3752.13,651.87,299.99,303.74,72.7658,6.3,1118.6,6.34,106.59
1430,20120925,1167.11,1.04,1568.0,645.0,638.0,763.0,483.0,441.0,847.0,295.5,177.48,496.64,3221.38,3567.0,3174.47,1235.83,790.28,2676.06,3796.34,658.66,300.51,306.71,72.354,6.31,1119.8,6.34,106.32
1431,20120924,1168.65,1.04,1578.0,644.0,640.0,772.0,486.0,461.0,847.0,294.36,177.53,495.09,3217.73,3515.7,3163.54,1238.78,788.65,2644.99,3785.78,657.68,301.28,305.93,72.5225,6.31,1119.4,6.34,106.2
1432,20120921,1166.84,1.05,1584.0,639.0,642.0,774.0,484.0,467.0,847.0,297.03,177.39,492.49,3214.61,3559.9,3168.42,1247.86,797.97,2677.86,3825.28,663.96,302.41,308.98,72.2602,6.31,1118.2,6.34,108.26
1433,20120920,1170.22,1.04,1531.0,624.0,643.0,755.0,482.0,468.0,850.0,294.31,177.06,494.68,3216.09,3546.3,3162.6,1242.97,789.52,2665.07,3798.55,658.35,298.8,306.93,72.4364,6.3,1117.1,6.34,110.96
1434,20120919,1166.99,1.05,1421.0,610.0,642.0,722.0,480.0,468.0,845.0,295.78,176.88,494.55,3216.1,3579.4,3182.22,1258.91,782.82,2684.45,3807.64,656.73,310.28,308.41,72.1005,6.31,1117.7,6.34,112.7
1435,20120918,1167.74,1.04,1326.0,598.0,637.0,697.0,480.0,474.0,843.0,296.56,176.49,491.69,3213.02,3579.6,3176.48,1246.75,808.47,2687.82,3849.11,670.13,308.21,311.56,72.1655,6.32,1115.0,6.34,110.17
1437,20120914,1189.21,1.06,1204.0,592.0,634.0,662.0,477.0,502.0,834.0,305.79,178.18,495.33,3212.95,3608.8,3214.3,1292.99,840.52,2714.15,3971.91,694.21,313.17,320.92,71.8119,6.32,1127.8,6.33,104.54
1438,20120913,1178.23,1.05,1198.0,593.0,633.0,663.0,475.0,527.0,828.0,302.76,178.01,492.08,3212.17,3459.6,3179.95,1274.35,836.15,2629.72,3915.71,687.22,307.71,317.45,72.3718,6.33,1126.2,6.33,97.89
1439,20120912,1177.97,1.05,1186.0,589.0,634.0,661.0,471.0,545.0,825.0,300.72,178.26,491.81,3200.19,3453.6,3186.36,1266.98,830.54,2599.16,3886.4,682.79,307.82,315.7,72.4774,6.33,1129.3,6.34,100.79
1440,20120911,1166.97,1.04,1187.0,583.0,635.0,662.0,466.0,566.0,821.0,299.07,178.07,491.54,3193.09,3452.5,3185.84,1261.88,828.03,2594.66,3874.45,681.05,306.11,314.9,72.4939,6.34,1128.6,6.34,101.64
1441,20120910,1172.27,1.03,1188.0,582.0,637.0,666.0,461.0,582.0,827.0,297.38,178.23,492.08,3189.02,3438.6,3194.1,1265.94,820.75,2586.16,3860.82,677.88,306.4,313.24,72.8385,6.34,1130.5,6.34,96.12
1442,20120907,1166.09,1.04,1186.0,582.0,634.0,669.0,458.0,599.0,832.0,296.23,178.88,493.64,3179.96,3386.9,3163.47,1270.4,816.49,2557.64,3847.24,676.64,304.82,311.67,72.8509,6.34,1134.6,6.34,91.38
