품목비교 Historical Data
조회기간 :,2008-07-19 ~ 2018-07-17
표시기준 :,Value(Price)로 표시
순서 :,최근부터(DESC)
병합기준 :,Union
[주간평균 기준]
,"철광석 Fines (Daily) [중국(수입가 CFR)] 현물USD/ton","주요 중국 철광석 항구재고량mmt","Bloomberg(DJ-UBS) Commodity Index1991=100","Bloomberg Commodity Total Return1991=100","TR/CC CRB Index1967=100","S&P GSCI1970=100","GSCI Energy1970=100","GSCI Petroleum1970=100","GSCI Non-Energy1970=100","GSCI Industrial Metals1970=100","GSCI Precious Metals1970=100","Reuters Index of Commodity Prices1931.09.18=100","PDS 원자재 지수2015.01.02=100","PDS 철강 하위지수2015.01.02=100","TOCOM Index2002.05.31=100","Rogers International Commodities Index1998.07.31=1000","Rogers International Commodities Index Energy1998.07.31=1000","Rogers International Commodities Index Metals1998.07.31=1000","Rogers International Commodities Index Agriculture1998.07.31=1000"
20180716,64.32,#N/A,82.83,170.7,191.13,450.73,226.89,248.88,316.55,342.93,1625.1,2265.84,119.71,114.71,283.96,#N/A,#N/A,#N/A,#N/A
20180709,63.85,153.51,84.63,174.36,195.42,469.19,239.2,262.76,320.63,349.83,1641.82,2285.87,122.08,114.5,291.69,2489.68,407.99,2045.79,789.08
20180702,64.05,153.42,85.85,176.79,197.31,479.98,244.8,268.86,327.75,357.94,1638.05,2316.91,123.12,114.28,290.51,2517.35,413.38,2074.21,794.44
20180625,65.23,155.79,86.81,178.7,198.16,477.91,241.55,264.78,332.11,371.8,1647.08,2318.63,121.65,114.27,286.59,2524.66,410.1,2130.06,794.34
20180618,66.13,154.9,86.95,178.91,195.38,465.2,228.23,249.45,338.25,378.8,1669.94,2349.63,122.9,114.15,282.82,2494.52,392.17,2158.71,803.65
20180611,67.37,157.23,89.29,183.66,198.97,473.52,231.6,253.27,349.46,395.67,1701.86,2391.26,124.41,113.03,291.08,2553.97,395,2233.1,831.04
20180604,66.3,159.15,89.79,184.61,199.32,473.52,231.04,252.84,350.95,400.66,1702.16,2374.81,124.39,112.71,289.67,2564.18,393.09,2240.92,843.39
20180528,65.29,160.4,90.54,186.11,202.42,479.83,235.5,257.89,351.98,388.82,1702.82,2340.58,124.83,111.86,287.82,2587.32,399.74,2202.49,859.77
20180521,64.66,158.89,91.28,187.55,205.45,491.31,244.9,268.64,350.48,387.55,1701.23,2323.04,126.18,110.81,297.2,2621.39,413.82,2197.86,858.72
20180514,67.93,157.56,90.28,185.43,203.65,488.55,244.83,268.86,345.07,387.34,1700.78,2281,124.83,110.43,294.45,2595.38,412.5,2190.26,839.51
20180507,66.95,158.76,90.02,184.83,203.5,483.35,239.6,263.22,348.31,387.1,1724.21,2301.63,121.7,110.54,288.76,2580.59,403.11,2201.81,845.35
20180430,66.43,160.16,89.62,183.95,202.04,474.59,232.33,254.99,349.71,382.29,1711.56,2301.18,120.3,110.73,282.13,2551.35,391.29,2178.33,853.06
20180423,66.5,159.08,89.26,183.14,200.82,472.52,232.07,254.48,346.21,385.22,1728.68,2277.31,119.83,110.8,280.19,2538.01,391.24,2200.04,834.56
20180416,65.97,159.83,89.67,183.9,201.14,470.39,228.71,250.81,350.74,399.99,1761.67,2257.66,119.17,111.78,274.82,2543.06,384.22,2266,836.27
20180409,64.69,160.43,88.89,182.25,197.98,462.99,224.3,245.94,347.37,383.19,1756.04,2301.46,116.51,113.33,268.86,2510.3,377.75,2146.02,841.09
20180402,64.05,161.16,86.92,178.15,193,445.97,215.34,235.72,336.49,366.57,1742.48,2300.88,115.63,113.56,263.28,2445.72,363.96,2150.72,829.05
20180326,64.21,162.82,87.19,178.64,195.25,452.36,220.54,241.67,335.74,365.84,1747.13,2286.79,115.95,113.47,264.87,2461.68,371.45,2160.03,822.38
20180319,66.68,161.35,87.04,178.28,194.91,449.28,217.14,237.91,338.45,369.82,1734.69,2300.75,114.81,113.19,259.83,2451.9,365.79,2161.9,826.62
20180312,70.66,159.73,87.58,179.32,194.33,441.93,208.37,227.46,346.68,376.22,1729.66,2330.09,114.15,112.98,256.57,2444.36,354.17,2181.62,845.6
20180305,74.45,158.32,88.26,180.65,195.34,443.88,208.54,227.69,350.19,377.94,1731.46,2339.86,114.86,111.78,255.1,2457.66,354.24,2191.13,855.76
20180226,78.99,159.56,88.42,180.94,194.83,445.95,210.18,229.84,350.06,384.49,1721.4,2359.48,116.03,110.95,259.07,2460.5,355.51,2215.06,849.08
20180219,78.51,#N/A,88.41,180.85,194.78,447.29,211.35,231.27,349.7,391.75,1737.09,2341.46,115.42,111.23,259.18,2456.77,356.98,2246.62,833.53
20180212,77.61,#N/A,87.51,178.95,191.67,437.29,203.83,222.89,349.25,389.88,1755.05,2334.66,113.67,112.26,256.34,2423.26,347.14,2263.85,829.43
20180205,76.52,152.38,87.3,178.46,192.61,441.18,209.05,228.5,343.37,384.7,1725.2,2326.16,117.75,112.24,266.06,2428.42,354.04,2218.07,821.6
20180129,73.5,151.43,89.94,183.82,198.35,458.1,220.91,240.78,346.4,393.52,1754.96,2343.79,120.29,113.27,272.95,2499.3,374.37,2271.17,823.49
20180122,75.47,151.82,89.94,183.76,198.51,458.74,222.07,241.88,344.63,393.03,1769.54,2334.63,119.94,113.95,276.2,2499.56,375.92,2275.51,818.3
20180115,75.69,153.61,88.62,181.03,195.84,451.79,217.99,237.57,341.29,387.99,1750.93,2353.45,118.63,112.84,276.92,2464.3,368.69,2245.17,811.58
20180108,78.33,151.97,88.22,180.09,194.63,449.41,216.69,236.4,339.84,387.41,1734.23,2399.8,117.45,112.82,276.43,2445.88,364.98,2230.47,807.5
20180101,75.76,149.23,88.38,180.42,194.72,445.36,212.45,231.42,342.9,391.09,1729.94,2390.27,116.09,112.02,276.38,2431.12,357.08,2239.74,811.81
20171225,73.48,146.55,87.43,178.44,192.21,439.3,208.64,227.55,340.74,391.57,1698.39,2378.61,114.3,111.33,269.42,2398.71,350.44,2212.8,805.3
20171218,74.02,145.37,85.03,173.49,186.83,425.41,200.81,219.17,333.36,378.27,1660.85,2364.17,112.61,111.33,263.28,2336.37,337.12,2150.9,796.94
20171211,70.47,143.39,83.8,170.94,184.2,419.23,198.22,215.99,327.63,364.24,1633.86,2365.8,111.36,108.64,261.39,2303.78,333.25,2089.74,791.99
20171204,69.77,142.18,84.54,172.4,186.07,419.59,197.52,214.55,330.29,359.08,1649.04,2400.44,110.98,106.28,260.7,2316.62,333.8,2087.38,803.72
20171127,68.24,141.36,86.45,176.26,190.72,427.65,201.09,217.78,337.24,368.68,1687.62,2406.12,112.09,106.72,261.61,2358.41,340.68,2142.54,811.13
20171120,65.35,139.85,86.68,176.67,190.72,426.93,200.28,216.96,337.98,373.39,1691.75,2421.15,110.92,106.89,261.95,2359.69,339.06,2160.47,812.16
20171113,62.28,138.15,86.36,175.98,189.56,423.02,197.86,213.6,336.49,369.51,1691.48,2425.45,111.87,107.43,262.79,2346.81,335.92,2151.31,810.71
20171106,62.64,138.42,87.61,178.5,191.97,428.44,201.8,218.05,336.95,374.34,1684.25,2444.36,111.69,108.93,265.96,2378.4,343.19,2166.32,817.51
20171030,59.26,137.42,86.49,176.17,188.11,416.08,192.88,208.98,335.71,378.16,1673.78,2435.14,109.59,110.34,258.55,2329.5,327.32,2168.45,813.39
20171023,61.64,135.94,85.87,174.86,185.75,407.34,186.92,201.55,333.91,378.13,1675.03,2411.47,108.14,109.42,252.86,2305.24,318.52,2165.48,815.32
20171016,62.25,131.78,85.49,174.06,184.21,402.93,184.23,198.38,332.09,376.63,1692.41,2410.91,107.77,109.48,249.85,2288.11,314.05,2171.53,809.37
20171009,61.19,131.47,84.94,172.9,183.15,398.3,180.75,194.6,332.03,373.61,1699.05,2413.01,106.94,109.75,246.8,2274.81,308.59,2173.8,811.26
20171002,61.97,#N/A,83.98,170.92,181.4,394.42,178.97,193.11,328.84,366.85,1671.48,#N/A,107.24,110.19,246.26,2256.45,306.22,2136.99,809.68
20170925,63.42,133.57,84.81,172.56,183.59,401.52,184.7,199.26,327.9,360.01,1696.9,2412.67,107.84,111.5,249.83,2282.59,315.65,2125.9,811.03
20170918,67.98,131.74,85.03,172.98,183.58,396.49,180.27,193.8,329.58,362.56,1712.92,2401.02,106.73,109.27,246.39,2269.2,308.85,2143.6,813.77
20170911,74.71,132.61,84.99,172.86,182.66,391.87,177.28,190.55,328.16,360.97,1748.48,2386.04,106.46,108.63,241.98,2256.87,303.89,2159.52,812.63
20170904,76.61,133.9,85.38,173.62,182.35,390.48,175.53,188.97,330.09,368.01,1769.36,2409.92,104.58,106.59,239.77,2261.62,300.17,2193.58,820.38
20170828,77.13,134.19,83.93,170.63,178.84,380.53,169.55,181.97,325.82,366.94,1734.17,2388.53,102.72,103.95,235.41,2213.08,290.68,2173.07,805.48
20170821,78.59,134.73,83.22,169.16,177.3,378.4,168.47,180.87,324.33,362.05,1698.73,2396.66,101.63,103.7,233.28,2198.44,289.51,2139.52,802.79
20170814,74.94,136.35,82.82,168.33,176.51,376.91,166.93,179.14,325.45,354.94,1690.04,2398.17,100.27,102.06,232.29,2186.05,286.96,2112.12,806.56
20170807,75.88,138.34,83.86,170.4,180.43,384.31,171.38,184.41,328.64,349.76,1676.26,2426.39,100.25,99.16,236.24,2222.41,293.76,2087.06,831.28
20170731,73.32,140.37,83.69,170.02,181.34,384.9,172.48,186.15,326.84,339.22,1669.88,2408.98,99.13,98.16,236.01,2222.6,294.28,2049.18,841.09
20170724,69.34,142.31,83.63,169.86,179.32,379.98,168.33,180.86,328.01,336.63,1656.36,2409.72,97.32,97.54,232.77,2205.71,288.27,2030,848.57
20170717,68.22,143.2,83.23,169,177.3,374.28,163.23,174.61,330.15,328.53,1638.42,2403.26,95.92,97.41,232.55,2181.04,280.5,1995.25,858.54
20170710,65.03,142.87,82.53,167.55,174.23,370.24,159.58,170.64,331.74,325.95,1600.47,2399.52,94.34,95.91,230.91,2160.52,274.76,1969.36,863.28
20170703,63.11,142.29,82.41,167.28,174.2,371.12,159.15,170.51,334.75,326.33,1596.42,2409.12,95,95.14,231.93,2162.27,274.04,1971.31,867.11
20170626,62.92,144.13,81.01,164.4,171.25,363.09,156.71,167.01,324.78,324.36,1637.62,2370.53,93.04,94.48,226.62,2122.29,271.56,1989.73,825.59
20170619,56.57,145.39,79.9,162.11,168.52,355.5,151.74,161.85,322.62,316.31,1638.96,2375.98,92.96,94.65,223.36,2085.09,262.62,1958.73,823.36
20170612,54.73,142.36,81.26,164.84,174.12,365.26,158.15,168.79,325.34,312.59,1662.2,2346.31,93.95,95.52,226.92,2126.39,274.02,1953.58,833.2
20170605,55.63,144.11,82.21,166.73,176.77,370.19,161.19,172.25,327.26,313.02,1692.22,2345,94.87,95.04,230.15,2149.17,280.32,1976.41,830.91
20170529,57.56,140.14,82.71,167.72,179.54,378.1,167.91,179.85,325.27,316.35,1676.9,2370.52,96.7,94.53,236.56,2178.31,291.49,1985.84,824.09
20170522,60.77,140.27,84.43,171.17,183.64,389.45,175.9,187.9,326.92,319.3,1662.19,2404.96,98.67,95.32,241.25,2228.85,305.81,1987.91,832.62
20170515,61.69,139.42,83.84,169.95,183.14,384.78,172.84,184.36,325.62,315.27,1642.51,2427.47,96.97,96.3,238.65,2212.8,300.95,1960.32,838.86
20170508,60.67,137.93,82.73,167.68,179.41,374.66,165.7,176.05,324.17,311.41,1608.79,2450.26,96.12,98.52,235.22,2169.84,290.06,1932.09,835.43
20170501,66.08,136.06,83.34,168.87,179.45,375.56,164.46,175.21,329.41,317.28,1633.3,2459.81,98.4,98.71,237.64,2182.04,289.1,1964.19,841.93
20170424,66.89,133.33,83.85,169.89,181.35,382.25,171.42,183.19,324.26,319.94,1673.18,2465.26,99.66,99.89,237.64,2209.85,300.3,2001.71,825.39
20170417,65.53,131.35,84.88,171.94,184.55,391.08,178.4,191.11,323.48,315.99,1704.17,2501.91,102.29,101.57,239.29,2249.92,311.75,2008.33,831.03
20170410,71.45,132.36,86.02,174.23,187.7,400.28,184.75,198.34,325.17,320.02,1687.47,2521.61,103.22,103.76,244.03,2294.31,323.14,2022.42,837.47
20170403,79.34,133.74,85.45,173.04,186.03,390.75,178.67,191.35,322.04,327.36,1664.05,2542.14,102.06,105.25,240.9,2270.67,314.64,2042.15,833.25
20170327,81.6,134.56,85.07,172.25,184.76,383.39,172.16,184.19,324.6,330.37,1664.41,2569.1,100.4,105.64,236.04,2247.2,303.58,2051.4,839.99
20170320,87.1,133.63,84.76,171.6,184.01,379.07,168.11,179.81,326.71,328.21,1650.1,2631.88,101.11,105.87,235.49,2234.74,296.5,2034.89,853.52
20170313,90.46,131.82,84.56,171.17,183.52,380.93,169.61,181.95,326.45,325.99,1607.08,2641.37,100.99,105.91,239.28,2232.85,298.26,1999.69,856.75
20170306,88.05,131.29,85.52,173.08,185.67,389.31,175.82,189.34,326.87,321.72,1605.24,2638.91,104.2,103.56,246.49,2270.86,309.54,1988.91,865.76
20170227,91.71,131.66,87.47,177.01,190.06,400.24,181.97,197.11,332.72,331.28,1651.91,2649.82,105.54,103.91,250.71,2324.09,319.93,2053.54,870.94
20170220,92.67,130.81,87.57,177.19,191.46,402.92,183.8,199.41,333.24,329.73,1653.14,2670.24,106.01,104.51,250.52,2328.41,322.16,2047.44,870.86
20170213,91.08,129.31,88.57,179.21,192.5,404.22,183.79,198.29,336,332.95,1636.97,2683.05,106.95,104.72,251.28,2348.22,323.7,2054.12,885.31
20170206,83.58,128.2,88.4,178.84,192.52,400.13,182.05,195.77,332.26,326.26,1638.04,2658.24,107.25,105.8,248.62,2341.02,325.11,2032.14,880.25
20170130,83.05,#N/A,87.9,177.81,192.87,398.35,182.37,196.03,327.69,323.61,1604.79,2655.01,106.86,106.2,248.96,2335.51,328.15,2007.49,872.86
20170123,82.6,#N/A,88.39,178.78,194.21,399,182.33,195.25,329.15,323.28,1591.79,2668.33,105.98,105.82,248.96,2335.46,329.47,1994.23,873.34
20170116,81.73,119.51,88.47,178.92,193.87,397.61,181.13,193.92,329.57,319.39,1601.05,2658.86,105.26,106.57,248.37,2329.35,326.68,1987.4,877.06
20170109,79.82,118.99,87.49,176.92,192.71,394.93,181.07,194.03,324.31,315.03,1578.46,2632.23,104.21,105.72,249.47,2311.55,327.95,1961.61,863.33
20170102,77.59,117.32,87.04,175.99,192.6,395.71,184.14,197.5,317.38,302.91,1547.68,2608.92,103.02,102.9,253.06,2306.68,335.65,1904.18,855.4
20161226,79.85,114.39,87.63,177.18,192.8,398.52,187.87,199.73,312.8,300.84,1515.55,2578.21,102.72,100.75,249.51,2303.48,344.25,1870.04,837.54
20161219,78.86,111.65,86.35,174.56,190.68,391.79,183.16,195.49,311.88,305.18,1499.76,2571.45,101.33,98.16,248.85,2275.69,334.76,1883.29,833.66
20161212,81.83,112.99,87.54,176.95,192.1,393.43,182.36,194.65,317.58,315.87,1526.99,2584.36,101.39,95.71,247.39,2302.5,333.43,1944.22,848.51
20161205,80.81,112.43,87.91,177.69,192.05,387.71,178.27,189.27,317.06,318.25,1554.23,2567.9,100.36,94.12,240.39,2295.76,330.34,1963.62,845.1
20161128,77.27,112.12,86.06,173.93,188.83,375.76,169.73,180.62,315.84,317.49,1561.4,2580.96,96.25,91.46,230.06,2245.16,314.61,1958.09,840.97
20161121,75.53,110.73,85.11,171.98,187.07,369.48,163.84,174.9,319.18,314.92,1583.01,2571.97,94.49,89.95,227.76,2217.42,302.85,1950.85,850.4
20161114,73.84,111.35,82.83,167.36,182.25,356.87,156.24,167.05,313.96,304.78,1612.49,2529.62,93.3,87.12,216.79,2156.28,288.67,1925.68,835.42
20161107,72.13,109.09,83.55,168.8,183.02,354.31,154.13,165.15,314.49,302.78,1677.67,2523.31,91.97,85.06,214.18,2164.48,286.29,1964.41,839.08
20161031,65.1,111.19,84.1,169.91,184.45,355.7,156.96,168.15,309.47,288.97,1713.34,2518.52,93.12,83.53,216.13,2180.15,294.01,1931.25,843.24
20161024,62.26,108.29,85.97,173.66,189.35,372.46,170.19,182.15,307.58,279.91,1676.64,2540.07,93.84,82.42,221.75,2238.79,319.23,1875.44,847.5
20161017,58.55,106.86,86.39,174.52,189.62,375.91,174.3,185.62,303.28,273.53,1669.3,2500.21,94.38,82.93,221.16,2253.13,328.6,1843.12,843.6
20161010,57.09,105.68,86.24,174.2,189.22,375.63,174.55,186,301.98,279.51,1659.08,2465.34,94.47,82.84,221.27,2248.34,329.95,1861.62,828.64
20161003,55.86,104.61,85.52,172.74,187.99,370.13,169.92,182.21,303.41,280.42,1679.31,2456.39,92.11,82.76,218.72,2230.78,322.98,1884.07,824.24
20160926,56.48,106.48,84.94,171.55,185.23,358.97,160.72,171.88,305.78,280.71,1761.66,2445.55,90.39,83.16,210.97,2196.77,306.73,1929.85,823.05
20160919,56.09,102.72,84.51,170.67,183.78,352.89,155.33,165.44,308.1,274.78,1768.81,2438.36,89.36,83.36,210.37,2174.11,297.18,1912.58,832.83
20160912,56,104.01,83.22,168.05,180.89,350.29,155.24,165.65,302.87,269.36,1749.95,2389.99,89.85,83.38,211.03,2146.04,297.08,1875.98,814.58
20160905,58.56,103.46,84.12,169.87,182.89,354.28,157.47,169.08,305.04,269.7,1786.44,2414.56,88.69,83.39,214.97,2178.57,303.05,1909.11,821.11
20160829,59.13,104.24,83.2,167.98,181.13,350.42,155.36,166.38,302.79,270.44,1747.97,2432.13,89.52,82.89,213.62,2149.91,299.86,1884.27,806.72
20160822,61.05,105.4,85.37,172.37,186.71,363.83,162.8,174.94,310.18,272.97,1763.62,2457.42,90.45,82.91,213.75,2217.11,313.28,1895.24,834.11
20160815,60.96,106.41,85.96,173.55,187.36,365.82,162.53,175.32,315.12,278.02,1794.58,2470.52,88.98,83.61,215.12,2234.81,311.95,1933.47,846.69
20160808,60.47,107.54,83.87,169.3,181.69,347.34,149.36,160.28,313.19,276.09,1791.16,2449.9,86.82,84.61,210.77,2157.82,288.57,1930.53,840.5
20160801,61.22,108.21,83.39,168.33,179.69,336.56,142.3,151.62,310.33,276.14,1813.05,2397.85,85.56,83.25,207.09,2126.83,278.56,1941.7,836.23
20160725,58.73,108.64,83.69,168.93,180.47,341,145.65,155.57,310.27,275.03,1780.46,2368.99,87.15,84.01,212.55,2139.55,284.35,1916.05,840.94
20160718,56.33,108.84,85.41,172.38,185.19,353.74,154.16,165.64,313.18,278.39,1775.59,2379.44,89.03,84.37,219.56,2192.52,299.32,1921.35,851.48
20160711,58.22,108.4,86.87,175.33,188.9,360.58,156.9,168.64,319.95,277.83,1791.9,2381.35,89.42,85.12,218.18,2223.97,305.26,1930.07,865.04
20160704,55.66,106.57,86.72,175.02,188.12,360.9,157.11,168.61,320.02,271.11,1809.2,2361.08,91.02,85.99,217.06,2220.42,308.6,1905.19,848.9
20160627,54.28,104.61,88.56,178.71,192.12,373.39,164.51,176.67,325.59,270.5,1750.2,2378.83,90.74,87.46,216.74,2247.76,322.35,1847.71,866.91
20160620,51.34,102.68,88.27,178.13,192.3,378.01,167.69,180.86,326.36,265.63,1691.09,2358.25,90.36,87.52,219.06,2255.96,326.46,1797.52,881.53
20160613,51.18,100.57,88.45,178.49,191.62,376.26,163.99,177,333.08,260.41,1699.79,2360.6,90.98,88.76,219.31,2249.99,318.91,1783.47,903.63
20160606,52.27,100.7,89.03,179.64,193.5,384,169.83,184.1,333,258.87,1657.69,2373.78,91.29,89.71,225.9,2285.37,330.4,1763.98,914.83
20160530,49.42,100.17,86.28,174.07,187.37,372.8,165.05,179.35,322.78,257.5,1602.99,2314.54,89.73,92.33,225.48,2215.62,320.81,1724.17,880.33
20160523,50.72,101.86,84.92,171.31,184.71,369.03,164.49,179.5,316.41,255.03,1615.66,2253.64,89.62,93.19,225.96,2190.29,317.68,1718.07,863.91
20160516,55.05,101.78,85.16,171.8,184.79,368.53,163.24,178.04,318.86,255.6,1667.48,2227.67,89.4,92.87,228.4,2197.35,315.83,1754.14,865.49
20160509,55.08,99.37,83.81,169.07,181.37,356.08,154.56,167.85,317.03,257.15,1673.1,2198.71,87.56,92.27,222.92,2156.65,302.51,1768.3,857.57
20160502,60.51,100.67,83.55,168.54,180.22,349.92,149.35,162.48,318.7,268.62,1692.65,2186.35,88.81,90.03,219.17,2148.01,295.28,1819.05,853.73
20160425,63.82,100.08,84.28,170,182.12,354.59,152.53,165.9,319.59,272.42,1659.57,2197.98,87.73,87.59,221.97,2170.44,301.72,1815.78,859.58
20160418,64.95,99.39,82.83,167.07,178.6,345.64,146.29,158.64,318.28,269.61,1638.79,2188.63,85.52,86.5,215.29,2128.58,290.61,1790.99,855.63
20160411,58.8,99.14,80.49,162.34,174.27,338.3,143.79,156.33,309.79,259.14,1632.46,2139.41,83.92,84.66,213.14,2072.42,285.65,1739.26,827.51
20160404,54.57,100.72,77.66,156.62,167.28,316.92,129.19,139.85,305.78,254.68,1603.23,2121.01,81.92,83.42,205.34,1980.2,262.21,1693.45,817.62
20160328,54.72,99.43,78.9,159,170.71,323.03,132.2,143.38,310.2,258.04,1602.64,2138.31,81.87,78.46,213.97,2011.35,268.84,1707.66,825.59
20160321,57.86,96.31,80.2,161.72,174.73,332.74,138.35,150.68,313.38,262.01,1614.1,2157.8,82.4,77.64,215.82,2053.5,279.85,1733.92,826.52
20160314,55.12,97.5,79.98,161.27,174.24,330.97,136.43,148.23,315.05,262.77,1626.01,2140.49,80.97,76.07,215.93,2040.15,276.71,1735.72,821.6
20160307,60.08,96.95,79.3,159.89,171.76,326.47,134.13,146.21,312.03,265.17,1646.12,2129.55,79.18,73.91,217.79,2023.52,273.99,1750.78,806.73
20160229,51.7,97.86,76.75,154.74,165.06,307.32,121.49,132.24,307.18,262.99,1622.09,2092.48,75.71,71.73,207.84,1939.24,255.99,1724.17,788.28
20160222,50.56,98.19,75.62,152.47,161.78,298.74,115.8,125.2,305.09,255.86,1597.99,2065.89,73.34,69.44,201.92,1899.43,243.69,1687.13,791.89
20160215,47.01,98.13,75.41,152.02,160.73,296.07,114.23,122.9,303.88,251.19,1592.54,2040.33,72.91,69.56,203.74,1896.1,240.98,1676.33,801.87
20160208,45.73,#N/A,74.56,150.31,157.79,285.69,107.82,114.96,300.01,247.15,1590.13,2047.88,72.76,69.47,200.63,1860.63,231.86,1671.32,794.36
20160201,44.55,96.57,75.76,152.71,162.65,291.82,111.42,119.25,302.82,251.16,1493.94,2106.18,74.03,69.06,206.9,1910.45,248.12,1630.52,809.54
20160125,41.74,98.41,75.89,152.96,163.86,292.46,112.37,119.79,301.49,246.56,1459.27,2114.2,71.84,68.65,203.42,1912.17,251.35,1593.43,811.12
20160118,42.11,100.05,73.8,148.74,159.69,279.49,103.75,110.17,298.38,240.78,1436,2131.15,70.23,68.41,188.22,1847.03,232.78,1554.39,810.09
20160111,40.67,100.63,74.45,150.04,162.35,284.64,108.51,115.14,295.88,238.22,1421.13,2147.36,74.12,68.3,193.66,1873.63,244.63,1539.02,808.43
20160104,43.03,99.06,77.12,155.43,170.82,301.21,120.4,128.31,297.24,245.35,1426.68,2194.42,77.45,68.37,209.08,1973.53,275.83,1574.76,810.36
20151228,42.65,96.08,78.43,158.04,175.74,311.37,126.66,135.71,300.94,253.74,1394.43,2233.72,78.43,68.46,216.48,2030.12,288.95,1597.81,824.86
20151221,40.77,97.43,77.99,157.16,173.92,309.17,125.25,135.2,300.33,251.75,1411.78,2226.02,77.37,68.77,215.79,2016.87,282.52,1598.06,828.46
20151214,39.43,94.29,77.33,155.83,172.63,309.45,126.55,137.18,297.18,246.8,1393.9,2216.6,78.25,69.08,218.86,2010.16,283.29,1568.42,830.11
20151207,38.72,92.09,79.1,159.38,177.08,318.32,132.35,143.07,299.46,246.88,1409.94,2258.72,81.08,69.62,229.9,2061.42,299.33,1576.87,838.53
20151130,41.42,91.49,81.24,163.68,182.87,333.39,143.05,154.82,300.88,246.56,1399.29,2281.83,83.04,71.21,238.03,2127.81,326.98,1572.86,835.07
20151123,44.24,89.17,81.86,164.92,184.41,340.79,148.9,161.13,299.87,243.52,1399.9,2285.87,83.51,71.26,241.63,2149.32,339.28,1558.9,829.86
20151116,46,86.58,81.79,164.77,184.12,337.48,146.7,157.98,299.11,246.49,1411.01,2280.98,83.42,71.99,241.18,2142.45,336.19,1571.66,826.23
20151109,48.19,87.13,83.44,168.1,187.64,346.75,152.44,164.64,302.4,256.85,1424.01,2290.06,85.71,72.86,250.33,2195.58,350.21,1614.78,830.29
20151102,48.94,87.11,86.43,174.11,194.01,359.57,159.21,172.87,310.35,262.29,1460.72,2289.36,87.23,73.29,257.32,2279.92,371.86,1671.26,851.28
20151026,50.39,84.45,87.1,175.48,193.69,358.27,156.66,169.92,314.89,265.08,1527.02,2282.91,87.02,75,257.53,2284.88,364.48,1713.99,851.62
20151019,52.56,83.87,88.23,177.75,195.81,360.11,157.52,169.77,316.34,268.72,1538.53,2278.33,88.46,76.06,259.42,2305.67,369.39,1735.1,853.27
20151012,54.84,84.27,89.96,181.23,199.49,368.57,162.91,175.54,318.92,276.43,1548.69,2294.99,90.61,76.94,262.11,2355.05,382.81,1766.31,859.47
20151005,54.28,80.93,90.11,181.52,200.02,373.68,167.73,181.73,315.99,269.35,1512.44,2276.81,88.49,77.21,263.08,2365.69,396.1,1718.93,853.57
20150928,55.68,#N/A,87.57,176.41,193.35,357.73,157.8,170.36,310.46,264.94,1474.27,2231.81,87.59,78.4,253.9,2281.17,373.95,1671.23,838.74
20150921,56.45,85.52,87.96,177.19,194.67,360.89,160.27,172.74,310.11,267.08,1492.79,2215.09,88.07,79.46,257.31,2294.6,380.2,1688.09,830.78
20150914,57.53,82.9,88.67,178.63,196.64,362.36,160.25,172.28,313.32,276.41,1465.58,2238.64,88.68,80.03,258.19,2310.61,381.11,1707.56,838.3
20150907,57.87,81.25,88.83,178.94,197.23,364.24,161.62,173.98,313.39,279.87,1454.99,2210.77,88.97,80.57,261.41,2318.37,385.27,1715.04,833.09
20150831,56.5,79.94,89.3,179.89,198.01,369.23,166.35,179.54,310.46,273.01,1480.21,2204.84,88.69,81.87,266.72,2339.74,398.15,1704.57,826.35
20150824,54.07,80.59,86.87,175,189.78,346.28,149.22,159.94,310.69,266.45,1483.9,2197.21,86.2,83.62,252.45,2245.82,358.5,1675.61,834.77
20150817,56.39,81.04,88.93,179.15,194.61,356.55,155.2,166.54,315.43,268.87,1492.63,2243.93,90.63,83.61,268.66,2308.62,371.66,1709.04,855.56
20150810,56.57,81.67,91.08,183.46,199.29,368.13,162.79,174.76,318.33,274.66,1467.44,2286.87,92.07,83.61,273.13,2368.32,390.76,1721.14,866.81
20150803,56.03,81.56,90.68,182.66,199.36,368.44,163.69,176.06,316.39,275.37,1432.87,2287.88,93.42,83.67,272.33,2366.55,393.88,1701.92,864.57
20150727,54.15,80.68,92.5,186.32,203.97,382.2,173.56,187.37,317.4,280.56,1438.38,2305.24,96.28,84.8,278.9,2429.74,416.72,1726.77,867.05
20150720,51.88,81.75,95.11,191.58,209.03,394.8,180.15,194.68,325.39,285.81,1442.15,2358.42,98.67,85.4,284.69,2497.24,432.25,1741.01,894.77
20150713,50.39,81.15,98.62,198.65,216.92,409.44,186.18,201.48,339.32,295.08,1506.68,2400.92,100.45,85.76,293.23,2587.16,446.89,1799.52,930.5
20150706,49.11,82.01,98.58,198.58,216.9,412.42,187.7,203.75,341.33,290.53,1524.73,2396.37,102.39,86.07,293.59,2593.95,448.91,1789.47,936.47
20150629,58.15,81.77,101.75,204.95,224.78,434.69,202.8,220.71,345.48,299.63,1538.1,2466.44,105.47,87.26,308.48,2696.47,485.12,1829.11,945.15
20150622,61.62,78.71,100.65,202.74,224.17,435.4,207.1,225.73,334.63,300.53,1546.77,2424.65,106.15,87.96,314.28,2678.96,495.44,1843.3,902.91
